img	comment	related text	question	answer
		His essay became a manifesto of the Greek ideal in education and art and was soon translated into several languages.	What was Johann Winckelmann's essay soon translated into?	into several languages
		His general Geschichte der Kunst des Altertums (1764; History of the Art of Antiquity) is virtually the first work to define in ancient art an organic development of growth, maturity, and decline	Who is virtually the first work to define in ancient art an organic development of growth, maturity, and decline?	Johann Winckelmann's general Geschichte der Kunst des Altertums
		Johann Winckelmann is an archaeologist and an art historian who is regarded as the father of modern archaeology because of his studies of the excavations of Pompeii and Herculaneum in Italy.	Who is an archaeologist and an art historian who is regarded as the father of modern archaeology because of his studies of the excavations of Pompeii and Herculaneum in Italy?	Johann Winckelmann
		His essay became a manifesto of the Greek ideal in education and art and was soon translated into several languages.	What did Johann Winckelmann's essay become?	a manifesto of the Greek ideal in education and art
		His general Geschichte der Kunst des Altertums (1764; History of the Art of Antiquity) is virtually the first work to define in ancient art an organic development of growth, maturity, and decline	What is Johann Winckelmann's general Geschichte der Kunst des Altertums virtually?	the first work to define in ancient art an organic development of growth, maturity, and decline
		His essay became a manifesto of the Greek ideal in education and art and was soon translated into several languages.	What became a manifesto of the Greek ideal in education and art?	Johann Winckelmann's essay
12984-henriet3.jpg	Henrietta Maria of France (1609-1669) was queen consort of England, Scotland, and Ireland as the wife of King Charles I. She had been so delighted with the sculptor Bernini's bust of her husband, that she was determined to have a companion bust. Van Dyck painted at least two preparatory portraits (one profile and one frontal) in August 1638			
		Van Dyck painted at least two preparatory portraits (one profile and one frontal) in August 1638	When did Van Dyck paint at least two preparatory portraits?	in August 1638
		Van Dyck painted at least two preparatory portraits (one profile and one frontal) in August 1638	Who painted at least two preparatory portraits in August 1638?	Van Dyck
		Van Dyck painted at least two preparatory portraits (one profile and one frontal) in August 1638	What did Van Dyck paint in August 1638?	at least two preparatory portraits
		Van Dyck painted at least two preparatory portraits (one profile and one frontal) in August 1638	How many preparatory portraits did Van Dyck paint in August 1638?	at least two preparatory portraits
43017-10konig.jpg	The Flissen-born goldsmith and art dealer Johann Jakob K�nig (c. 1536-c. 1600) visited Venice several times after 1571. As a highly regarded jeweler, he was later in the service of the Emperor Rudolph II in Prague. An inventory of his paintings drawn up in 1603 lists numerous portraits, including self-portraits by Tintoretto and Veronese. The self-assured K�nig had had himself immortalized by both artists. In the Veronese picture, the gesture and rotation of the body gives the impression of a momentary snapshot reminiscent of the psychological portraits of Lorenzo Lotto, who worked in Venice in the 1520s			
		In the Veronese picture, the gesture and rotation of the body gives the impression of a momentary snapshot reminiscent of the psychological portraits of Lorenzo Lotto, who worked in Venice in the 1520s	What does the gesture and rotation of the body give the impression of a momentary snapshot reminiscent of the psychological portraits of Lorenzo Lotto in?	in the Veronese picture
		The self-assured Knig had had himself immortalized by both artists.	Who had the self-assured Knig had himself immortalized by?	by both artists
		As a highly regarded jeweler, he was later in the service of the Emperor Rudolph II in Prague.	Who was later in the service of the Emperor Rudolph II in Prague as a highly regarded jeweler?	the Flissen-born goldsmith and art dealer Johann Jakob Knig (c. 1536-c.
		In the Veronese picture, the gesture and rotation of the body gives the impression of a momentary snapshot reminiscent of the psychological portraits of Lorenzo Lotto, who worked in Venice in the 1520s	What worked in Venice in the 1520s?	Lorenzo Lotto
		An inventory of his paintings drawn up in 1603 lists numerous portraits, including self-portraits by Tintoretto and Veronese.	What does an inventory of the Flissen-born goldsmith and art dealer Johann Jakob Knig (c. 1536-c?'s paintings drawn up in 1603 list?	numerous portraits
		In the Veronese picture, the gesture and rotation of the body gives the impression of a momentary snapshot reminiscent of the psychological portraits of Lorenzo Lotto, who worked in Venice in the 1520s	Who does the gesture and rotation of the body give the impression of in the Veronese picture?	of a momentary snapshot reminiscent of the psychological portraits of Lorenzo Lotto
00944-00humil1.jpg	Fra Angelico's earliest paintings are generally dated in the early 1420s. However, it seems likely that several were executed before the 1420s, for they interpret themes associated with Lorenzo Monaco in a style and sensibility closely related to that of the master. They may be attributed to Angelico because of their analogies to paintings from the 1420s known to be by him. A crucial painting for understanding this early period is the Madonna of Humility in St. Petersburg.The theme of the Madonna of Humility originated  in the mid-fourteenth century and surged in popularity through the first few decades of the fifteenth century. It was portrayed time and again by Lorenzo Monaco and his workshop. It shows the Virgin, humbly seated on the ground instead of majestically enthroned, tenderly holding the infant Jesus on her lap. The attribution of this Madonna to Angelico is substantiated by a comparison with the central panel of the San Domenico di Fiesole Altarpiece			
		A crucial painting for understanding this early period is the Madonna of Humility in St. Petersburg.	What is the Madonna of Humility in St. Petersburg?	a crucial painting for understanding this early period
		However, it seems likely that several were executed before the 1420s, for they interpret themes associated with Lorenzo Monaco in a style and sensibility closely related to that of the master.	What does Fra Angelico seem likely that several were executed before the 1420s interpret themes associated with Lorenzo Monaco in?	in a style and sensibility closely related to that of the master
		The theme of the Madonna of Humility originated in the mid-fourteenth century and surged in popularity through the first few decades of the fifteenth century.	What did the theme of the Madonna of Humility originated in the mid-fourteenth century and surge in through the first few decades of the fifteenth century?	in popularity
		It shows the Virgin, humbly seated on the ground instead of majestically enthroned, tenderly holding the infant Jesus on her lap.	What is the Virgin humbly seated on?	on the ground instead of majestically enthroned
		The theme of the Madonna of Humility originated in the mid-fourteenth century and surged in popularity through the first few decades of the fifteenth century.	When did the theme of the Madonna of Humility originated in the mid-fourteenth century and surge in popularity?	through the first few decades of the fifteenth century
		They may be attributed to Angelico because of their analogies to paintings from the 1420s known to be by him.	What may Fra Angelico's earliest paintings be attributed to because of their analogies to paintings from the 1420s known to be by Lorenzo Monaco?	to Angelico
39582-15trevis.jpg	The interesting spatial composition of this picture was undoubtedly Titian's own idea, as is the treatment of the figure of Mary, who is wearing a wonderfully draped garment with wide folds, made of a heavy lustrous silk. Numerous scholars have expressed their doubts about the figure of the angel and the kneeling donor Broccardo Malchiostro. In 1526, the citizens of Treviso, animated by a strong dislike of Malchiostro and outrage that he should have had himself so obviously portrayed in an altarpiece &#151; something that was not customary in either Venice or Treviso &#151; smeared pitch across the painting, and the work had to be renovated			
		Numerous scholars have expressed their doubts about the figure of the angel and the kneeling donor Broccardo Malchiostro.	What have numerous scholars expressed their doubts about?	about the figure of the angel and the kneeling donor Broccardo Malchiostro
		Numerous scholars have expressed their doubts about the figure of the angel and the kneeling donor Broccardo Malchiostro.	Who have expressed their doubts about the figure of the angel and the kneeling donor Broccardo Malchiostro?	numerous scholars
		Numerous scholars have expressed their doubts about the figure of the angel and the kneeling donor Broccardo Malchiostro.	What have numerous scholars expressed?	their doubts about the figure of the angel and the kneeling donor Broccardo Malchiostro
05559-10smarco.jpg	Botticelli painted this altarpiece, which is the largest of those works still in existence and which was created for the church of the Dominican monastery of San Marco in Florence. The guild of goldsmiths, which was responsible for the maintenance and decoration of this church, ordered the altar for their own chapel. It was dedicated to their patron saint Eligius. The lavish use of the expensive gold paint was probably due to the identity of the clients, who wanted to make a sumptuous display of their profession. The gold background in the upper part of the painting marks the dividing line between the heavenly and earthly spheres. Nonetheless, both worlds meet within the confines of a single picture, something which was extremely unusual in the painting of the age.The four saints - John the Evangelist, the Fathers of the Church St. Augustine and St. Jerome, and St. Eligius - are standing in a semicircle on a meadow. Behind them, on either side of a lake, is an extensive landscape. As is typical of Botticelli's economical and schematic composition, it is merely a decorative addition to the monumental figures. The coronation of the Virgin in a glory of seraphs and cherubs is all the more lavish. God the Father and the Virgin are enthroned on an airy carpet of clouds, setting them apart from the dancing groups of angels. Two artistic qualities become clear in this heavenly scene: Botticelli's exceptional feeling for the ornamental structuring of forms and his artistic inventiveness. He fits the heavenly aureole into the semicircular top of the picture, which reflects the domed architecture of the Eligius Chapel. He playfully groups the whirlwind round dance of the angels about the heavenly scene and this creates an illusion of depth			
		As is typical of Botticelli's economical and schematic composition, it is merely a decorative addition to the monumental figures.	What is merely a decorative addition to the monumental figures?	an extensive landscape
		As is typical of Botticelli's economical and schematic composition, it is merely a decorative addition to the monumental figures.	What is an extensive landscape merely?	a decorative addition to the monumental figures
		Botticelli painted this altarpiece, which is the largest of those works still in existence and which was created for the church of the Dominican monastery of San Marco in Florence.	What is the altarpiece the largest of still?	of those works
		He fits the heavenly aureole into the semicircular top of the picture, which reflects the domed architecture of the Eligius Chapel.	What does the picture reflect the domed architecture of?	of the Eligius Chapel
		The guild of goldsmiths, which was responsible for the maintenance and decoration of this church, ordered the altar for their own chapel.	What ordered the altar for their own chapel?	the guild of goldsmiths
		The coronation of the Virgin in a glory of seraphs and cherubs is all the more lavish.	What is all the more lavish?	the coronation of the Virgin in a glory of seraphs and cherubs
28457-harvest.jpg	In the 1660s Jan de Momper painted a series of decorative pieces for the villas of the Roman noble family, Chigi, in Frascati. This painting originates from one of the Chigi villas.It is interesting to note that before cleaning from layers of dirt, the painting was attributed to an unknown painter from Goya's circle			
		In the 1660s Jan de Momper painted a series of decorative pieces for the villas of the Roman noble family, Chigi, in Frascati.	When did Jan de Momper paint a series of decorative pieces for the villas of the Roman noble family in Frascati?	in the 1660s
		This painting originates from one of the Chigi villas.	What originates from one of the Chigi villas?	this painting
		In the 1660s Jan de Momper painted a series of decorative pieces for the villas of the Roman noble family, Chigi, in Frascati.	Who was the Roman noble family?	Chigi
		In the 1660s Jan de Momper painted a series of decorative pieces for the villas of the Roman noble family, Chigi, in Frascati.	What did Jan de Momper paint in Frascati in the 1660s?	a series of decorative pieces for the villas of the Roman noble family
		In the 1660s Jan de Momper painted a series of decorative pieces for the villas of the Roman noble family, Chigi, in Frascati.	What did Jan de Momper paint a series of decorative pieces for the villas of the Roman noble family in in the 1660s?	in Frascati
		It is interesting to note that before cleaning from layers of dirt, the painting was attributed to an unknown painter from Goya's circle	What is interesting to note that before cleaning from layers of dirt, the painting was attributed to an unknown painter from Goya's circle?	this painting
10760-conversa.jpg	"This picture had traditionally been identified (with no plausibility whatsoever) as ""Captain Cook and his friend."" However, the two gentlemen are now identified as Captain (later Admiral) Sir George Pocock (1706-1792) and Captain Digby Dent (died 1761). They are in an interior, before a painting of the bombardment of the Iron Castle at Portobello of November 1739"			
		However, the two gentlemen are now identified as Captain (later Admiral) Sir George Pocock and Captain Digby Dent (died 1761).	How many gentlemen are now identified as Captain Sir George Pocock and Captain Digby Dent?	the two gentlemen
		However, the two gentlemen are now identified as Captain (later Admiral) Sir George Pocock and Captain Digby Dent (died 1761).	Who are the two gentlemen now identified as?	as Captain Sir George Pocock and Captain Digby Dent
		They are in an interior, before a painting of the bombardment of the Iron Castle at Portobello of November 1739''	What are in an interior?	they
		They are in an interior, before a painting of the bombardment of the Iron Castle at Portobello of November 1739''	Who are in an interior?	the two gentlemen
		They are in an interior, before a painting of the bombardment of the Iron Castle at Portobello of November 1739''	Where are the two gentlemen?	in an interior
		They are in an interior, before a painting of the bombardment of the Iron Castle at Portobello of November 1739''	How many gentlemen are in an interior?	the two gentlemen
00005-deerlake.jpg	The painting is signed and dated 'C F Aagaard 1888' at lower left			
		The painting is signed and dated ` C F Aagaard 1888 ' at lower left	What is signed?	the painting
		The painting is signed and dated ` C F Aagaard 1888 ' at lower left	What is dated ` C F Aagaard 1888 '?	the painting
39575-11padua1.jpg	One of Titian's scenes in the Scuola del Santo depicts The Miracle of the Newborn Child. St Anthony worked a miracle in which a newly born child spoke in defence of his mother, who had been accused of adultery. The closely observed, very individual faces show Titian's mastery of his craft, even at this early stage of his career			
		St Anthony worked a miracle in which a newly born child spoke in defense of his mother, who had been accused of adultery.	Who worked a miracle in which a newly born child spoke in defense of his mother?	St Anthony
		St Anthony worked a miracle in which a newly born child spoke in defense of his mother, who had been accused of adultery.	Whose mother had been accused of adultery?	the Newborn Child's mother
		The closely observed, very individual faces show Titian's mastery of his craft, even at this early stage of his career	What show Titian's mastery of St Anthony's craft?	the closely observed, very individual faces
		St Anthony worked a miracle in which a newly born child spoke in defense of his mother, who had been accused of adultery.	Who had been accused of adultery?	the Newborn Child's mother
		One of Titian's scenes in the Scuola del Santo depicts The Miracle of the Newborn Child.	What depicts The Miracle of the Newborn Child?	one of Titian's scenes in the Scuola del Santo
		St Anthony worked a miracle in which a newly born child spoke in defense of his mother, who had been accused of adultery.	What had the Newborn Child's mother been accused of?	of adultery
10019-dianven2.jpg	This painting is the companion-piece of the Birth of Venus, also in the Hermitage			
		This painting is the companion-piece of the Birth of Venus, also in the Hermitage	What is the companion-piece of the Birth of Venus?	this painting
17478-4carond1.jpg	The left wing of the diptych represents Jean Carondelet while the right the Virgin and Child. It is signed at the bottom of the right wing: 'Johannes Melbodie Pingebat', and dated at the bottom of the left wing:'Fait l'an 1517. On the frames: various inscriptions referring to the Virgin or indicating the donor.Carondelet is represented half-length, praying before the Virgin; on the back of the portrait is his coat-of-arms, and on the back of the Virgin is a trompe-l'oeil skull, with a pious inscription and the date.Carondelet was born at D�le in 1469, and died at Mechelen in 1545; he was the son of Chancellor Carondelet. He was a church dignitary, holding various offices and benefices, and played a political r�le in the Low Countries. Having entered the Church, he acquired various important posts. From 1497 he was a member of the Grand Conseil pour les affaires du Justice. In 1517 he went to Spain with Charles V, and returned with him to the Low Countries in 1519. In 1531 he became President of the Privy Council. In addition, he acquired numerous ecclesiastical dignities; in 1493 he was Archbishop of Palermo and Primate of Sicily. He was a scholar and a humanist, and a friend of Erasmus, who dedicated his Saint Hilarius to him; evidently he had a liking for having his portrait done, since there are two others of him by Gossart, another by Van Orley, and one by Vermeyen.This work dates from Gossart's mature period; it shows his preoccupation with the sculptured form which he acquired through contact with Michelangelo and antique statues in Rome in 1508. In this year he accompanied Philip of Burgundy, natural son of Philip the Good and Admiral  of the fleet, who was sent as a private ambassador to Philip II. It is assumed that the artist based this painting on some antique bust - Euripides, Socrates, or Julius Caesar. The artist was torn between the Flemish tendency towards naturalism and Italian idealization, as can be seen in his portrayal of the Virgin. For this reason the donor portrait is superior to the other wing, both in truth of life and in pictorial quality; it is, moreover, in a better state of preservation			
		Carondelet was born at Dle in 1469, and died at Mechelen in 1545; he was the son of Chancellor Carondelet.	Who did Carondelet die at in 1545?	at Mechelen
		The artist was torn between the Flemish tendency towards naturalism and Italian idealization, as can be seen in his portrayal of the Virgin.	Whose portrayal of the Virgin can naturalism and Italian idealization be seen in?	in the artist's portrayal of the Virgin
		In addition, he acquired numerous ecclesiastical dignities; in 1493 he was Archbishop of Palermo and Primate of Sicily.	What did Jean Carondelet while the right the Virgin and Child acquire numerous ecclesiastical dignities; in 1493 he was Archbishop of Palermo and Primate of Sicily in?	in addition
		Having entered the Church, he acquired various important posts.	Who had entered the Church?	Jean Carondelet while the right the Virgin and Child
		It is signed at the bottom of the right wing: ` Johannes Melbodie Pingebat ', and dated at the bottom of the left wing: ` Fait l'an 1517.	What is dated at the bottom of the left wing: ` Fait l'an 1517?	the left wing of the diptych
		The left wing of the diptych represents Jean Carondelet while the right the Virgin and Child.	What represents Jean Carondelet while the right the Virgin and Child?	the left wing of the diptych
07853-05group.jpg	"This small painting is a fragment of a larger one whose subject is unknown. The letters ""SPQR"" identify the soldiers as Roman, though they mingle with exotic, richly robed figures"			
		``This small painting is a fragment of a larger one whose subject is unknown.	What is a fragment of a larger one whose subject is unknown?	this small painting
01027-selfease.jpg	The artist depicts herself in a simple brownish-red habit, covered by a smooth black waistcoat. Under the dress, she wears a white blouse, closed around the neck, with a high collar and cuffs decorated with folded hems. She is painting a Madonna and Child, shown in a particularly affectionate pose.The depiction of the artist at an easel has a precedent in a self-portrait by the Flemish artist, Catharina van Hemessen, dated 1548, but it is not certain, that Sofonisba was aware  of the existence of this painting			
		She is painting a Madonna and Child, shown in a particularly affectionate pose.	Who is painting a Madonna?	she
		The artist depicts herself in a simple brownish-red habit, covered by a smooth black waistcoat.	What is covered by a smooth black waistcoat?	the simple brownish-red habit
		Under the dress, she wears a white blouse, closed around the neck, with a high collar and cuffs decorated with folded hems.	Who wears a white blouse?	she
		She is painting a Madonna and Child, shown in a particularly affectionate pose.	Who is shown in a particularly affectionate?	child
		She is painting a Madonna and Child, shown in a particularly affectionate pose.	Who pose?	child
		The artist depicts herself in a simple brownish-red habit, covered by a smooth black waistcoat.	Who does the artist depict in a simple brownish-red habit?	herself
13022-stevens1.jpg	Peeter Stevens (c. 1590-1668) was an Antwerp cloth merchant. In 1627, he had his portrait painted by Anthony van Dyck. When Stevens got married a year later, he commissioned Van Dyck to paint his wife Anna as well. Anna was placed on the left, so that Stevens did not have his back turned to her. But actually convention dictated that the man should hang on the left and the woman on the right			
		Anna was placed on the left, so that Stevens did not have his back turned to her.	Who was placed on the left?	Anna
		Peeter Stevens (c. 1590-1668) was an Antwerp cloth merchant.	Who was an Antwerp cloth merchant?	Peeter Stevens
		Peeter Stevens (c. 1590-1668) was an Antwerp cloth merchant.	Who was Peeter Stevens?	an Antwerp cloth merchant
		Anna was placed on the left, so that Stevens did not have his back turned to her.	What was Anna placed on?	on the left
		In 1627, he had his portrait painted by Anthony van Dyck.	What did Peeter Stevens have in 1627?	his portrait painted by Anthony van Dyck
		Anna was placed on the left, so that Stevens did not have his back turned to her.	Where was Anna placed?	on the left
10221-4faun1.jpg	This painting represents one of the mythological descriptions of 'wild people', the forest dwellers and demigods who first appear in Cranach's work in prints and drawings. Shortly before 1530 he began producing these as independent pictorial subjects, using the medium of panel painting. The present picture is an example of these paintings			
		Shortly before 1530 he began producing these as independent pictorial subjects, using the medium of panel painting.	What used the medium of panel painting?	these as independent pictorial subjects
		This painting represents one of the mythological descriptions of ` wild people ', the forest dwellers and demigods who first appear in Cranach's work in prints and drawings.	What are the forest dwellers and demigods?	` wild people '
		The present picture is an example of these paintings	What is the present picture?	an example of these paintings
		This painting represents one of the mythological descriptions of ` wild people ', the forest dwellers and demigods who first appear in Cranach's work in prints and drawings.	Who are ` wild people '?	the forest dwellers and demigods
		This painting represents one of the mythological descriptions of ` wild people ', the forest dwellers and demigods who first appear in Cranach's work in prints and drawings.	What represents one of the mythological descriptions of ` wild people ' who first appear in Cranach's work in prints and drawings?	this painting
		The present picture is an example of these paintings	What is the present picture an example of?	of these paintings
34301-maruce01.jpg	The picture shows two walls of the Sala d'Ercole. The scene at left is the Hercules and Cacus, while at right the scene of Hercules at the Crossroads can be seen. Beside the latter the personification of Agriculture is depicted as a painted sculpture. Above the door to the foyer is a cardinal virtue and directly above this personification hovers the figure of Mercury.The largest room on the ground floor is the Sala d'Ercole, a hall with two window bays. It has three entrances and presents an elaborate painted decoration extending across all four walls and the entire ceiling. The decoration was executed with the collaboration of Giuseppe Tonelli (1668-1732), one of the best known quadratura painters in Florence. The pictorial program contains the Labours and Apotheosis of Hercules. Two adjacent rooms have oil paintings with Amor punito and Amor virtutis, respectively.In the Sala d'Ercole Ricci's fluid, elegant, and atmospheric style attains a brilliance and airiness that set him apart from all his famous contemporaries, and has been shown to anticipate features of Rococo painting			
		The picture shows two walls of the Sala d' Ercole.	Who does the picture show two walls of?	of the Sala d' Ercole
		The scene at left is the Hercules and Cacus, while at right the scene of Hercules at the Crossroads can be seen.	What can the scene of Hercules at the Crossroads be seen at?	at right
		Beside the latter the personification of Agriculture is depicted as a painted sculpture.	What is beside the latter the personification of Agriculture depicted as?	as a painted sculpture
		Two adjacent rooms have oil paintings with Amor punito and Amor virtutis, respectively.	How many adjacent rooms have oil paintings with Amor punito and Amor virtutis?	two adjacent rooms
		It has three entrances and presents an elaborate painted decoration extending across all four walls and the entire ceiling.	What presents an elaborate painted decoration extending across all four walls and the entire ceiling?	the largest room on the ground floor
		The picture shows two walls of the Sala d' Ercole.	What does the picture show?	two walls of the Sala d' Ercole
30114-grotesqu.jpg	Some of the Roman paintings found in the Domus Aurea and elsewhere correspond quite precisely what Vasari and others determined to be the typical features of grotesques. These paintings inspired several ceiling designs 'all'antica' in the first part of the sixteenth century. The desire to revive not only the forms of ancient Roman architecture but also their decoration may help to explain the success of these paintings. In particular, Raphael and the specialist in his workshop, who mastered the genre completely, helped the grotesque style to spread quickly in Rome. This style enjoyed a long-lasting success, which can still be demonstrated even after mid-century. Nevertheless, quite early on the genre developed independently and distanced itself increasingly from ancient models. Later grotesques differed from antique iconography in every respect and retain only the principle of an absurd and paradoxical combination of varied buildings, figures, animals, and plants that Vitruvius criticized.The fresco decoration in Citt&#224; di Castello is an example of the later grotesques.			
		This style enjoyed a long-lasting success, which can still be demonstrated even after mid-century.	What can still be demonstrated even after mid-century?	the long-lasting success
		Later grotesques differed from antique iconography in every respect and retain only the principle of an absurd and paradoxical combination of varied buildings, figures, animals, and plants that Vitruvius criticized.	What do grotesques retain only the principle of an absurd and paradoxical combination of varied buildings, figures, animals, and plants?	that Vitruvius criticized
		This style enjoyed a long-lasting success, which can still be demonstrated even after mid-century.	What enjoyed a long-lasting success?	this style
		Nevertheless, quite early on the genre developed independently and distanced itself increasingly from ancient models.	What developed independently?	quite early on the genre
		Later grotesques differed from antique iconography in every respect and retain only the principle of an absurd and paradoxical combination of varied buildings, figures, animals, and plants that Vitruvius criticized.	What retain only the principle of an absurd and paradoxical combination of varied buildings, figures, animals, and plants that Vitruvius criticized?	grotesques
		The desire to revive not only the forms of ancient Roman architecture but also their decoration may help to explain the success of these paintings.	What may the desire to revive not only the forms of ancient Roman architecture but also the Roman paintings's decoration help to explain the success of?	of these paintings
15531-3presen.jpg	On the second level of the left wall, the Presentation of the Virgin and the Marriage of Mary stand side by side.With its many separate elements and its complex architecture, the composition of the Presentation of the Virgin is somewhat confused. In the centre of the painting, Mary as a girl is hurrying up the steps of the Temple carrying a book, and at the top the venerable high priest is waiting to welcome her with open arms. Her elderly parents have accompanied her to the bottom of the steps. Many old and young witnesses are present. Here too, in the old bearded men and the delicate-featured youths, Ghirlandaio and his assistants undoubtedly portrayed the Florentine nobility who had their houses in that district.			
		With its many separate elements and its complex architecture, the composition of the Presentation of the Virgin is somewhat confused.	What is the composition of the Presentation of the Virgin somewhat confused with?	with side's many separate elements and its complex architecture
		In the center of the painting, Mary as a girl is hurrying up the steps of the Temple carrying a book, and at the top the venerable high priest is waiting to welcome her with open arms.	Who is waiting to welcome Mary with open arms at the top?	the venerable high priest
		Her elderly parents have accompanied her to the bottom of the steps.	Where have Mary's elderly parents accompanied her?	to the bottom of the steps
		On the second level of the left wall, the Presentation of the Virgin and the Marriage of Mary stand side by side.	What do the Presentation of the Virgin and the Marriage of Mary stand side by side on?	on the second level of the left wall
		In the center of the painting, Mary as a girl is hurrying up the steps of the Temple carrying a book, and at the top the venerable high priest is waiting to welcome her with open arms.	What is Mary as a girl hurrying up carrying a book?	the steps of the Temple
		Many old and young witnesses are present.	Who are present?	many old and young witnesses
30260-s_conver.jpg	In contrast with Lotto, Savoldo, Romanino and Moretto, Jacopo Negretti, known as Palma il Vecchio, worked wholly within the tradition of Venetian painting. Influenced in his early years by the example of the great painters of the fifteenth century, he soon absorbed the lessons of Giorgione's revolution and subsequently fell under the spell of the personality of Titian, with the result that in his paintings of the early 1520s figures and landscape are both rendered in the most sumptuous of colours, both inhabit a calm, restful, sentimental atmosphere whose climate is unchanging and unchangeable. The masterpiece of this phase of his career is undoubtedly this 'Sacred Conversation' which was perhaps the painting which Ridolfi quotes as hanging in the house of the Widmann family in 1648.The canvas reveals utter fidelity to Titian's style of around 1520, above all in the head of St Catherine and the landscape with its castle which some critics believe was finished by Titian himself when the artist from Bergamo died and left some parts of the picture unfinished: for example the left hand of St Catherine and the right hand of St John the Baptist. The spacious, monumental cadence of the rhythms of the figures offers the coloured passages the chance to spread in sumptuous zones defined by the polished refinement of his line, while shapes acquire a clean, plastic integrity through the effect of the limpid play of chiaroscuro. The opulent use of colour to bind the figures together gives clear evidence of Palma il Vecchio's propensity for the recreation of reality in an ideal model, unmoving and unmoved			
		The opulent use of color to bind the figures together gives clear evidence of Palma il Vecchio's propensity for the recreation of reality in an ideal model, unmoving and unmoved	What does the opulent use of color to bind the figures together give?	clear evidence of Palma il Vecchio's propensity for the recreation of reality in an ideal model, unmoving and unmoved
		In contrast with Lotto, Savoldo, Romanino and Moretto, Jacopo Negretti, known as Palma il Vecchio, worked wholly within the tradition of Venetian painting.	What did Jacopo Negretti work wholly within in contrast with Lotto, Savoldo, Romanino and Moretto?	within the tradition of Venetian painting
