img	comment	related text	question	answer
		On the right, the ancient Adam, seated on the ground and surrounded by his children, sends Seth to Archangel Michael.	Who does the ancient Adam send to Archangel Michael on the right?	Seth
		On the right, the ancient Adam, seated on the ground and surrounded by his children, sends Seth to Archangel Michael.	Who does the ancient Adam send Seth to on the right?	to Archangel Michael
22507-6allegor.jpg	"This rather unusual scene shows God Almighty, or Jove, seated under a tree with the avenging thunderbolt in his hand. On the ground in front of him two boys are assailed by writhing serpents. In the centre of the painting we read: ""NULLA DETERIOR PESTIS Q. FAMILIARIS INIMICUS"".In the background, in the mist, the cupola of Santa Maria del Fiore in Florence can be recognized. The subject has been interpreted as the story of Laocoon and, more recently, as an allegory of the civil struggles that divided Florence at the time of Savonarola"			
		On the ground in front of him two boys are assailed by writhing serpents.	What are two boys assailed by writhing serpents on?	on the ground in front of him
		The subject has been interpreted as the story of Laocoon and, more recently, as an allegory of the civil struggles that divided Florence at the time of Savonarola''	What has been interpreted as the story of Laocoon and, more recently, as an allegory of the civil struggles that divided Florence at the time of Savonarola?	the subject
		In the background, in the mist, the cupola of Santa Maria del Fiore in Florence can be recognized.	What can the cupola of Santa Maria del Fiore in Florence be recognized in the background in?	in the mist
		``This rather unusual scene shows God Almighty, or Jove, seated under a tree with the avenging thunderbolt in his hand.	What shows God Almighty, or Jove, seated under a tree with the avenging thunderbolt in his hand?	this rather unusual scene
		In the background, in the mist, the cupola of Santa Maria del Fiore in Florence can be recognized.	What can the cupola of Santa Maria del Fiore in Florence be recognized in in the mist?	in the background
		In the background, in the mist, the cupola of Santa Maria del Fiore in Florence can be recognized.	What can be recognized in the background in the mist?	the cupola of Santa Maria del Fiore in Florence
08040-portlady.jpg	Rosalba Carriera was the only Venetian portrait painter apart from Sebastiano Ricci to use pastels. Her work was appreciated beyond the boundaries of Venice, and she received commissions from many European courts			
		Rosalba Carriera was the only Venetian portrait painter apart from Sebastiano Ricci to use pastels.	Who was the only Venetian portrait painter apart from Sebastiano Ricci to use pastels?	Rosalba Carriera
		Rosalba Carriera was the only Venetian portrait painter apart from Sebastiano Ricci to use pastels.	Who was Rosalba Carriera apart from Sebastiano Ricci to use pastels?	the only Venetian portrait painter
		Rosalba Carriera was the only Venetian portrait painter apart from Sebastiano Ricci to use pastels.	Who was Rosalba Carriera the only Venetian portrait painter apart from to use pastels?	apart from Sebastiano Ricci
		Her work was appreciated beyond the boundaries of Venice, and she received commissions from many European courts	Who received commissions from many European courts?	she
		Her work was appreciated beyond the boundaries of Venice, and she received commissions from many European courts	What was appreciated beyond the boundaries of Venice?	her work
24277-life8.jpg	The nine panels in the Avignon museum depicting scenes from the life of Christ formerly belonged to a larger ensemble, probably a predella of an altarpiece or a sacristy cabinet			
		The nine panels in the Avignon museum depicting scenes from the life of Christ formerly belonged to a larger ensemble, probably a predella of an altarpiece or a sacristy cabinet	What did the nine panels in the Avignon museum depicting scenes from the life of Christ formerly belong to?	to a larger ensemble
		The nine panels in the Avignon museum depicting scenes from the life of Christ formerly belonged to a larger ensemble, probably a predella of an altarpiece or a sacristy cabinet	Who was the larger ensemble?	probably a predella of an altarpiece or a sacristy cabinet
		The nine panels in the Avignon museum depicting scenes from the life of Christ formerly belonged to a larger ensemble, probably a predella of an altarpiece or a sacristy cabinet	How many panels in the Avignon museum depicting scenes from the life of Christ formerly belonged to a larger ensemble?	the nine panels in the Avignon museum depicting scenes from the life of Christ formerly
		The nine panels in the Avignon museum depicting scenes from the life of Christ formerly belonged to a larger ensemble, probably a predella of an altarpiece or a sacristy cabinet	What was probably a predella of an altarpiece or a sacristy cabinet?	the larger ensemble
		The nine panels in the Avignon museum depicting scenes from the life of Christ formerly belonged to a larger ensemble, probably a predella of an altarpiece or a sacristy cabinet	What belonged to a larger ensemble?	the nine panels in the Avignon museum depicting scenes from the life of Christ formerly
		The nine panels in the Avignon museum depicting scenes from the life of Christ formerly belonged to a larger ensemble, probably a predella of an altarpiece or a sacristy cabinet	What was the larger ensemble probably a predella of?	of an altarpiece or a sacristy cabinet
23347-09nicho.jpg	"The painting comes from the altar of the Scuola dei Mercanti, dedicated to St Nicholas. The church possessed, among other treasures, a relic of the very popular St Lucy. This helps to explain the leading and secondary figures included.Lotto's career in Venice was considerably hindered by the city's artistic milieu, which was excessively dominated by Titian. Lotto had very few opportunities to make his presence felt and his works were systematically denigrated. This painting, which can now be seen as a fascinatingly poetic creation, especially for the bird's-eye view of the landscape, was pointed to as a reprehensible example of ""bad painting."			
		Lotto's career in Venice was considerably hindered by the city's artistic milieu, which was excessively dominated by Titian.	What was Lotto's career in Venice considerably hindered by?	by the city's artistic milieu
		This helps to explain the leading and secondary figures included.	What helps to explain the leading and secondary figures included?	this
		``The painting comes from the altar of the Scuola dei Mercanti, dedicated to St Nicholas.	Who is the altar dedicated to?	to St Nicholas
		Lotto had very few opportunities to make his presence felt and his works were systematically denigrated.	What had very few opportunities to make St Nicholas's presence felt and his works were systematically denigrated?	Lotto
		This painting, which can now be seen as a fascinatingly poetic creation, especially for the bird's- eye view of the landscape, was pointed to as a reprehensible example of'' ``bad painting.''	What was pointed to as a reprehensible example of ``bad painting?''	this painting
		Lotto's career in Venice was considerably hindered by the city's artistic milieu, which was excessively dominated by Titian.	What was excessively dominated by Titian?	the city's artistic milieu
04751-preachin.jpg	The subject of this painting was very popular in the Netherlands among Protestants and Catholics alike in the closing years of the 16th century. This canvas, with its colourful figures, is the most impressive of the versions that the Catholic Bloemaert painted of the subject. One striking feature is the prominence given to the landscape, which is in a wholly Flemish style			
		This canvas, with its colourful figures, is the most impressive of the versions that the Catholic Bloemaert painted of the subject.	What is the most impressive of the versions that the Catholic Bloemaert painted of the subject?	this canvas
		One striking feature is the prominence given to the landscape, which is in a wholly Flemish style	What is in a wholly Flemish style?	the landscape
		One striking feature is the prominence given to the landscape, which is in a wholly Flemish style	What is one striking feature?	the prominence given to the landscape
		The subject of this painting was very popular in the Netherlands among Protestants and Catholics alike in the closing years of the 16th century.	What was very popular in the Netherlands among Protestants and Catholics alike in the closing years of the 16th century?	the subject of this painting
		One striking feature is the prominence given to the landscape, which is in a wholly Flemish style	What is the landscape in?	in a wholly Flemish style
		One striking feature is the prominence given to the landscape, which is in a wholly Flemish style	What is the prominence given to the landscape?	one striking feature
30233-04prodi2.jpg	The real hero of the scene is the prodigal father, who unhesitatingly and uncomplainingly offers his compassion, hospitality, and forgiveness. These are followed by ring, sandals, robe, and fatted calf			
		The real hero of the scene is the prodigal father, who unhesitatingly and uncomplainingly offers his compassion, hospitality, and forgiveness.	Who offers his compassion, hospitality, and forgiveness?	the prodigal father
		The real hero of the scene is the prodigal father, who unhesitatingly and uncomplainingly offers his compassion, hospitality, and forgiveness.	What does the prodigal father offer?	his compassion, hospitality, and forgiveness
		These are followed by ring, sandals, robe, and fatted calf	What are followed by ring, sandals, robe, and fatted calf?	these
		The real hero of the scene is the prodigal father, who unhesitatingly and uncomplainingly offers his compassion, hospitality, and forgiveness.	Who is the real hero of the scene?	the prodigal father
		The real hero of the scene is the prodigal father, who unhesitatingly and uncomplainingly offers his compassion, hospitality, and forgiveness.	Who is the prodigal father?	the real hero of the scene
44211-clementi.jpg	Princess Clementine (1817-1907) was the daughter of King Louis-Philippe of France. The King commissioned a portrait of himself, his son, daughter and daughter-in-law, and this portrait became the model for numerous replicas and versions. The portraits were exhibited at the Salon of 1839.Winterhalter was soon the preferred portraitist of many of Europe's sovereigns, painting several portraits of the King of the Belgians and his children, Queen Victoria and Prince Albert and their children, Duke Alexander of Wurttemberg, the Grand Duchess of Mecklemburg, Princess Augusta of Prussia, the Queen of the Netherlands, Emperor Napoleon III and Empress Eugenie, and members of the Prussian and Russian royal families			
		Princess Clementine was the daughter of King Louis-Philippe of France.	Who was the daughter of King Louis-Philippe of France?	Princess Clementine
		The King commissioned a portrait of himself, his son, daughter and daughter-in-law, and this portrait became the model for numerous replicas and versions.	Who commissioned a portrait of himself?	the King
		The King commissioned a portrait of himself, his son, daughter and daughter-in-law, and this portrait became the model for numerous replicas and versions.	Who did the King commission a portrait of?	of himself
		Princess Clementine was the daughter of King Louis-Philippe of France.	Who was Princess Clementine the daughter of?	of King Louis-Philippe of France
		Princess Clementine was the daughter of King Louis-Philippe of France.	Who was Princess Clementine?	the daughter of King Louis-Philippe of France
		The portraits were exhibited at the Salon of 1839.	What were the portraits exhibited at?	at the Salon of 1839
07804-10thomas.jpg	The fact that in his more mature religious works Vittore Carpaccio sees Giovan Battista Cima as a close and reliable point of reference, because Cima was another artist who was unwilling to keep constantly up-to-date with the latest innovations in the art language, is noticeable also in altarpieces like the St Thomas in Glory between St Mark and St Louis of Toulouse, a panel painted in 1507 for the church of San Pietro Martire in Murano and now in the Staatsgalerie in Stuttgart			
11266-113delac.jpg	"After The Massacre at Chios, Greece made a second appearance in Delacroix's work in 1827. Its symbol was a young woman in national costume standing on a block of stone from which there emerges the hand of a dead insurgent. Greece on the Ruins of Missolonghi elicited an immediate response from Baudelaire: ""The audacity of Michelangelo and the fecundity of Rubens."" Others disagreed; they would have preferred Delacroix to be less ""exuberant"""			
		``After The Massacre at Chios, Greece made a second appearance in Delacroix's work in 1827.	What did Greece make in Delacroix's work in 1827, ``After The Massacre at Chios''?	a second appearance
		``After The Massacre at Chios, Greece made a second appearance in Delacroix's work in 1827.	When did Greece make a second appearance in Delacroix's work, ``After The Massacre at Chios''?	in 1827
		Greece on the Ruins of Missolonghi elicited an immediate response from Baudelaire:'' ``The audacity of Michelangelo and the fecundity of Rubens.''''	What elicited an immediate response from Baudelaire: ``The audacity of Michelangelo and the fecundity of Rubens?''''	Greece on the Ruins of Missolonghi
		Others disagreed; they would have preferred Delacroix to be less'' ``exuberant''''''	What would have preferred Delacroix to be less ``exuberant''''''?	they
		``After The Massacre at Chios, Greece made a second appearance in Delacroix's work in 1827.	What did Greece make a second appearance in in 1827, ``After The Massacre at Chios''?	in Delacroix's work
		Others disagreed; they would have preferred Delacroix to be less'' ``exuberant''''''	Who would others have preferred to be less ``exuberant''''''?	Delacroix
00933-32corona.jpg	The picture shows one of the predella panels of the Coronation of the Virgin.The Coronation of the Virgin was painted by Fra Angelico for the church of the hospital of Santa Maria Nuova. Although the original frame of the altarpiece is lost, the two panels that formed its predella have been identified. They represent the Marriage of the Virgin, which theologians regarded as a prefiguration of the Coronation, and the Dormition of the Virgin, which immediately precedes the Coronation. Each scene displays Angelico's command of perspective, nuanced portrayal of emotion and radiant colour			
		The picture shows one of the predella panels of the Coronation of the Virgin.	What does the picture show?	one of the predella panels of the Coronation of the Virgin
		The Coronation of the Virgin was painted by Fra Angelico for the church of the hospital of Santa Maria Nuova.	What was the Coronation of the Virgin painted by Fra Angelico for?	for the church of the hospital of Santa Maria Nuova
		Although the original frame of the altarpiece is lost, the two panels that formed its predella have been identified.	How many panels that formed the original frame of the altarpiece's predella have been identified?	the two panels that formed the original frame of the altarpiece's predella
		They represent the Marriage of the Virgin, which theologians regarded as a prefiguration of the Coronation, and the Dormition of the Virgin, which immediately precedes the Coronation.	What represent the Marriage of the Virgin, and the Dormition of the Virgin, which immediately precedes the Coronation?	the predella panels of the Coronation of the Virgin
		They represent the Marriage of the Virgin, which theologians regarded as a prefiguration of the Coronation, and the Dormition of the Virgin, which immediately precedes the Coronation.	What did theologians regard as a prefiguration of the Coronation?	the Virgin
		The picture shows one of the predella panels of the Coronation of the Virgin.	What does the picture show one of?	of the predella panels of the Coronation of the Virgin
17298-selfpo25.jpg	Catalogue numbers: F 344, JH 1353.Van Gogh often used himself as a model for practicing figure painting. His Paris self-portraits serve as a useful record of his painterly experiments. In this self-portrait of winter 1887/88, there is no systematic use of a single, unifying method of paint application. He used scattered dots of colour in the background and an overall reduction of the size of the brushmarks. He employed a distinct kind of mark for each area of the canvas, and these diverse and almost graphic systems of marks are related to the object or texture being represented. In the treatment of the face and head, the brushstrokes are directional, following and thus describing the planes and shapes in order to convey the structure and volume of the head or the texture and growth pattern of the facial hair.The portrait informs us about van Gogh in Paris. The image he presents by portraying himself in smart suit and hat is of van Gogh as a man of the city. In Paris, he studied the dotted Pointillist technique, and learned to apply it in his own fashion			
		In Paris, he studied the dotted Pointillist technique, and learned to apply it in his own fashion	What did a man of the city study the dotted Pointillist technique, and learned to apply it in his own fashion in?	in Paris
		His Paris self-portraits serve as a useful record of his painterly experiments.	What do Van Gogh's Paris self-portraits serve as?	as a useful record of his painterly experiments
		He used scattered dots of color in the background and an overall reduction of the size of the brushmarks.	What did Van Gogh use scattered dots of in the background and an overall reduction of the size of the brushmarks?	of color
		He employed a distinct kind of mark for each area of the canvas, and these diverse and almost graphic systems of marks are related to the object or texture being represented.	What are related to the object or texture being represented?	and these diverse and almost graphic systems of marks
		In Paris, he studied the dotted Pointillist technique, and learned to apply it in his own fashion	Where did a man of the city study the dotted Pointillist technique, and learned to apply it in his own fashion?	in Paris
		He used scattered dots of color in the background and an overall reduction of the size of the brushmarks.	Who used scattered dots of color in the background and an overall reduction of the size of the brushmarks?	Van Gogh
24804-1seilern.jpg	The Triptych is named after its present owner, the Count of Seilern. It is considered to be the earliest of the Master's works to have survived to the present day.The central panel represents the Entombment: the Virgin, Joseph of Arimathea, Nicodemus and another Mary are holding Christ's body spread out on its shroud above the tomb. The other figures in the scene function as so many allusions to different stages in the Passion cycle: St John, on whom the Virgin leans, refers us to the Lamentation; Mary Magdalene rubbing oil into Christ's feet is a reminder of his Anointment; the woman who is holding up a piece of material is probably St Veronica, and her presence alludes to Calvary; finally, the angels who are carrying the instruments of the Passion represent the Crucifixion.The left wing depicts a donor. Behind the figure stands the hill of Golgotha. The central cross between the two thieves has been left empty, with a ladder propped against it, to remind us of the Descent from the Cross. The right wing represents the Resurrection. The gold background of all three panels is decorated with a motif of vine branches and grapes, symbols of Christ, the true vine.The figures in the central panel are noticably larger than those on the wings. The viewer thus feels closer to the central scene than to those on either side. Otherwise, however, the treatment of space is entirely traditional. On the left wing, for instance, the landscape behind the donor is quite shallow, and the figures are not shown one behind the other, but are ranged vertically and all depicted on the same scale			
		The Triptych is named after its present owner, the Count of Seilern.	What is named after its present owner?	the Triptych
		The Triptych is named after its present owner, the Count of Seilern.	Whose present owner is the Count of Seilern?	the Triptych's present owner
		The right wing represents the Resurrection.	What represents the Resurrection?	the right wing
		The Triptych is named after its present owner, the Count of Seilern.	Who is the Triptych named after?	after its present owner
		Behind the figure stands the hill of Golgotha.	What does the hill of Golgotha stand behind?	behind the figure
		Behind the figure stands the hill of Golgotha.	What stands behind the figure?	the hill of Golgotha
26126-34prayer.jpg	This little painting is no larger than a postcard and, unlike most of Memling's portraits, has a rounded top. This shape only became customary by the end of the fifteenth and above all in the sixteenth century. It probably formed a diptych with a Virgin on the left-hand side. The hypothesis linking this work with the Man of Sorrows in Esztergom is difficult to bear out because of the difference in proportions. There is some similarity in type and treatment with the 1487 portrait of Benedetto Portinari. This work is unlikely to have been painted earlier, at any rate - a fact suggested also by the curved shape			
		This little painting is no larger than a postcard and, unlike most of Memling's portraits, has a rounded top.	What is no larger than a postcard?	this little painting
		This shape only became customary by the end of the fifteenth and above all in the sixteenth century.	What only became customary by the end of the fifteenth and above all in the sixteenth century?	this shape
		It probably formed a diptych with a Virgin on the left-hand side.	What probably formed a diptych with a Virgin on the left-hand side?	this shape
		The hypothesis linking this work with the Man of Sorrows in Esztergom is difficult to bear out because of the difference in proportions.	What is difficult to bear out because of the difference in proportions?	the hypothesis linking this work with the Man of Sorrows in Esztergom
02956-soragna.jpg	Another example of the later grotesques is in Soragna. Just how much this genre was appreciated  can be seen from the fact that rooms and even large halls were entirely decorated with grotesques - mostly in combination with fantastic landscapes.Soragna is a town in the province of Parma. The Rocca (fortress) was built in 1385 by the Marchesi Bonifacio and Antonio Lupi			
		Just how much this genre was appreciated can be seen from the fact that rooms and even large halls were entirely decorated with grotesques- mostly in combination with fantastic landscapes.	What was appreciated?	this genre
		Soragna is a town in the province of Parma.	What is Soragna?	a town in the province of Parma
		The Rocca was built in 1385 by the Marchesi Bonifacio and Antonio Lupi	Who was the Rocca built in 1385 by?	by the Marchesi Bonifacio and Antonio Lupi
		Soragna is a town in the province of Parma.	Who is a town in the province of Parma?	Soragna
		The Rocca was built in 1385 by the Marchesi Bonifacio and Antonio Lupi	When was the Rocca built by the Marchesi Bonifacio and Antonio Lupi?	in 1385
		Another example of the later grotesques is in Soragna.	What is in Soragna?	another example of the later grotesques
20787-carrying.jpg	The painting belongs to the retable on the high altar of the Cathedral in Palencia. It is assumed that the man dressed in green at the right side of the painting is a self-portrait			
		It is assumed that the man dressed in green at the right side of the painting is a self-portrait	What is assumed that the man dressed in green at the right side of the painting is a self-portrait?	the painting
		The painting belongs to the retable on the high altar of the Cathedral in Palencia.	What belongs to the retable on the high altar of the Cathedral in Palencia?	the painting
		It is assumed that the man dressed in green at the right side of the painting is a self-portrait	What is the painting assumed?	that the man dressed in green at the right side of the painting is a self-portrait
		The painting belongs to the retable on the high altar of the Cathedral in Palencia.	What does the painting belong to?	to the retable on the high altar of the Cathedral in Palencia
		It is assumed that the man dressed in green at the right side of the painting is a self-portrait	What is the painting assumed that the man dressed in green at the right side of the painting is?	a self-portrait
00114-christ_a.jpg	In the 16th century Antwerp rose to the position of the most significant trade and banking centre in Europe. In the area around this town there was an extensive cottage industry for the processing of English cloth and the production of glassware, soap, sugar, and other goods. The changing conditions in agriculture were almost equally revolutionary. The population increase at the beginning of the 16th century meant a greater demand for food, which had to be satisfied buy an agricultural system that was now no longer catering merely to itself but also to the market.After years of inadequate supplies the increase in food production was experienced by the general public as a great improvement - so much so, in fact, that it virtually demanded some form of artistic expression. Celebrating this new wealth in an almost solemn manner, the Amsterdam-born painter Pieter Artsen, who lived in Antwerp in 1555-56, depicted market scenes as part of biblical illustrations. However, instead of following traditional conventions and playing only a minor part in these illustrations, these market scenes dominate the biblical motifs so much that the latter are literally pushed into the background.In this painting Christ and the Adulteress, the biblical event takes place at the back, on the left, while the foreground is dominated by a market scene with peasants offering clay pots, baskets laden with fruit, vegetables such as onions, carrots, cucumbers and cabbages, as well as eggs, loaves of bread and large jugs of milk. It is this foreground which attracts our attention. There is also a peculiar mixture of time levels: the biblical scenario (with people wearing the clothes of antiquity) and the contemporary market scene (with sixteenth-century peasants) are intricately interwoven, as is shown in the Roman soldiers storming past the market stall. The same feature can be found in numerous other paintings of Aertsen			
		In the 16th century Antwerp rose to the position of the most significant trade and banking center in Europe.	When did Antwerp rise to the position of the most significant trade and banking center in Europe?	in the 16th century
		In the 16th century Antwerp rose to the position of the most significant trade and banking center in Europe.	What did Antwerp rise to in the 16th century?	to the position of the most significant trade and banking center in Europe
		After years of inadequate supplies the increase in food production was experienced by the general public as a great improvement- so much so, in fact, that it virtually demanded some form of artistic expression.	When was the increase in food production experienced by the general public as a great improvement- so much so?	after years of inadequate supplies
		The changing conditions in agriculture were almost equally revolutionary.	What were almost equally revolutionary?	the changing conditions in agriculture
		Celebrating this new wealth in an almost solemn manner, the Amsterdam-born painter Pieter Artsen, who lived in Antwerp in 1555-56, depicted market scenes as part of biblical illustrations.	What did the Amsterdam-born painter Pieter Artsen live in in 1555-56?	in Antwerp
		Celebrating this new wealth in an almost solemn manner, the Amsterdam-born painter Pieter Artsen, who lived in Antwerp in 1555-56, depicted market scenes as part of biblical illustrations.	Where did the Amsterdam-born painter Pieter Artsen live in 1555-56?	in Antwerp
01157-madonna.jpg	Not much is known about Arcangelo, other than the fact that he was the son of the painter Jacopo del Sellaio and that he took over the running of his father's workshop upon the latter's death in 1493. Arcangelo's style comes very close to that of his father's, so much so that after Jacopo's death Arcangelo even finished off some of his commissions			
		Arcangelo's style comes very close to that of his father's, so much so that after Jacopo's death Arcangelo even finished off some of his commissions	What is Arcangelo's father's?	so much
		Arcangelo's style comes very close to that of his father's, so much so that after Jacopo's death Arcangelo even finished off some of his commissions	What is so much?	Arcangelo's father 's
		Arcangelo's style comes very close to that of his father's, so much so that after Jacopo's death Arcangelo even finished off some of his commissions	What does Arcangelo's style come very close to so that after Jacopo's death Arcangelo even finished off some of his commissions?	to that of Arcangelo's father 's
37271-5saints2.jpg	The group of saints painted alongside the altar dedicated to St Elizabeth in the north transept of the Basilica is an expression of the political and religious feeling that bound the House of Anjou to Hungary and the Spirituals. Scholars have found plausible historical explanations for their presence and identified them. Proceeding from left to right, after Saints Francis, Louis of Toulouse and Elizabeth of Hungary, we find St Margaret: this figure had always been identified as St Clare, until a recent cleaning revealed a small cross, the symbol of St Margaret. Next to her is a young and very beautiful saint, who is probably Henry, Prince of Hungary (and not Louis IX of France, as had been suggested: how could he be a king without a crown?), the son of St Stephen, shown on the next wall with St Ladislaus and the Madonna and Child.The presence of all these members of the House of Anjou in the frescoes in Assisi is justified, in other words, by the close connection existing between the Order and the royal family, and it is quite suitable that they be placed here, in the chapel of Cardinal Gentile da Montefiore who was both a Franciscan and a good friend of the Anjou			
		Scholars have found plausible historical explanations for their presence and identified them.	Who have found plausible historical explanations for their presence?	scholars
		Scholars have found plausible historical explanations for their presence and identified them.	What have scholars found for their presence?	plausible historical explanations
		Scholars have found plausible historical explanations for their presence and identified them.	What have scholars found plausible historical explanations for?	for their presence
		The group of saints painted alongside the altar dedicated to St Elizabeth in the north transept of the Basilica is an expression of the political and religious feeling that bound the House of Anjou to Hungary and the Spirituals.	What is an expression of the political and religious feeling that bound the House of Anjou to Hungary and the Spirituals?	the group of saints painted alongside the altar dedicated to St Elizabeth in the north transept of the Basilica
		The group of saints painted alongside the altar dedicated to St Elizabeth in the north transept of the Basilica is an expression of the political and religious feeling that bound the House of Anjou to Hungary and the Spirituals.	What is the group of saints painted alongside the altar dedicated to St Elizabeth in the north transept of the Basilica?	an expression of the political and religious feeling that bound the House of Anjou to Hungary and the Spirituals
		The group of saints painted alongside the altar dedicated to St Elizabeth in the north transept of the Basilica is an expression of the political and religious feeling that bound the House of Anjou to Hungary and the Spirituals.	What is the group of saints painted alongside the altar dedicated to St Elizabeth in the north transept of the Basilica an expression of?	of the political and religious feeling that bound the House of Anjou to Hungary and the Spirituals
21281-bethel.jpg	La Hire never went to Italy, and his style was formed in Paris under the Mannerist Georges Lallemant. All La Hire's leanings towards classical antiquity were therefore learned at second hand, particularly from the work of Nicolas Poussin. As early as 1630, however, a certain coldness was detectable in his art, probably derived from Vouet, who had recently returned from Rome. Almost all of La Hire's best pictures are of figures in classical landscapes. The Children of Bethel Mourned by their Mothers corresponds to a type already perfected by Poussin, namely a strong moral content with figures carefully arranged in an equally carefully balanced landscape or architectural setting. Even though La Hire's result was totally different from that of Poussin and it would never be possible to confuse the two, they fall into the same general category and would have appealed to the same type of patrons. 			
		As early as 1630, however, a certain coldness was detectable in his art, probably derived from Vouet, who had recently returned from Rome.	What was detectable in La Hire's art?	a certain coldness
		La Hire never went to Italy, and his style was formed in Paris under the Mannerist Georges Lallemant.	What was La Hire's style formed in under the Mannerist Georges Lallemant?	in Paris
		All La Hire's leanings towards classical antiquity were therefore learned at second hand, particularly from the work of Nicolas Poussin.	What were therefore learned at second hand?	all La Hire's leanings towards classical antiquity
		As early as 1630, however, a certain coldness was detectable in his art, probably derived from Vouet, who had recently returned from Rome.	Who was La Hire's art probably derived from?	from Vouet
		Almost all of La Hire's best pictures are of figures in classical landscapes.	What are of figures in classical landscapes?	almost all of La Hire's best pictures
		La Hire never went to Italy, and his style was formed in Paris under the Mannerist Georges Lallemant.	What was formed in Paris under the Mannerist Georges Lallemant?	La Hire's style
15433-portrait.jpg	Before the recent attribution to Davide Ghirlandaio, this portrait was attributed to Domenico Ghirlandaio, Lorenzo Costa or Cosimo Rosselli.The unidentified sitter of this remarkable portrait wears a red jacket over a black tunic, the red colour being preferred by politically active Florentines. The portrait makes a strong impact because of the small area surrounding the sitter's head. (The presence of the unpainted border on all four sides of the portrait guarantees that the picture was not cut down.			
		The unidentified sitter of this remarkable portrait wears a red jacket over a black tunic, the red color being preferred by politically active Florentines.	What is the black tunic?	the red color being preferred by politically active Florentines
		The portrait makes a strong impact because of the small area surrounding the sitter's head.	What does the portrait make because of the small area surrounding the sitter's head?	a strong impact
		The unidentified sitter of this remarkable portrait wears a red jacket over a black tunic, the red color being preferred by politically active Florentines.	What is the red color being preferred by politically active Florentines?	the black tunic
		The portrait makes a strong impact because of the small area surrounding the sitter's head.	What does the portrait make a strong impact because of?	because of the small area surrounding the sitter's head
		(The presence of the unpainted border on all four sides of the portrait guarantees that the picture was not cut down.	What (guarantees that the picture was not cut down?	The presence of the unpainted border on all four sides of the portrait
		The unidentified sitter of this remarkable portrait wears a red jacket over a black tunic, the red color being preferred by politically active Florentines.	Who wears a red jacket over a black tunic?	the unidentified sitter of this remarkable portrait
23927-mharbour.jpg	This type of attractive Mediterranean coastal scene is characteristic of Manglard's art			
		This type of attractive Mediterranean coastal scene is characteristic of Manglard's art	What is characteristic of Manglard's art?	this type of attractive Mediterranean coastal scene
