img	comment	related text	question	answer
21925-4benci1.jpg	The inscription on the band connecting the juniper, laurel and palm branches: VIRTUTEM FORMA DECORAT (Beauty adorns Virtue)			
29484-sports_f.jpg	This is a mature work of the artist, probably dating from about 1660. The majority of Aert van der Neer's little winter scenes, which number more than two hundred, depict figures on a frozen river or canal. These mostly panoramic compositions recall the designs of Hendrick Avercamp, rather than those of the younger painters who were active in the area of Amsterdam and Haarlem			
		This is a mature work of the artist, probably dating from about 1660.	What probably dates from about 1660?	a mature work
		The majority of Aert van der Neer's little winter scenes, which number more than two hundred, depict figures on a frozen river or canal.	What do the majority of Aert van der Neer's little winter scenes depict?	figures on a frozen river or canal
		The majority of Aert van der Neer's little winter scenes, which number more than two hundred, depict figures on a frozen river or canal.	What depict figures on a frozen river or canal?	the majority of Aert van der Neer's little winter scenes
		This is a mature work of the artist, probably dating from about 1660.	What does a mature work probably date from?	from about 1660
		This is a mature work of the artist, probably dating from about 1660.	What is a mature work of the artist?	this
22587-4madonna.jpg	"Lippi probably received the commission for this painting from Monsignor Vitelleschi, the Archbishop of Florence from 1435 to 1437. Vitelleschi owned a palace at Corneto, and had close family ties to that city's Augustinian convent of San Marco, where Lippi's Madonna and Child seems to have once been housed. As a dated work it is an important monument for the reconstruction of Lippi's career. (The painting is dated on a card at the base of the throne which reads ""A. D. M. MCCCCXXXVII"")The painting is characterized by its spatial and perspectival structure, and a plastic quality in the figures that directly recalls the work of Masaccio. It documents a precise phase of the artists career before the influence of Fra Angelico became prevalent and before the artist began to distance himself from his interest in perspectival space.  Lippi painted this work after his return from North Italy, where more consistent contacts with French, German, and Netherlandish painting can be assumed. The close affinity between Lippi's style in this period and Flemish painting has led some scholars to hypothesize a voyage to Flanders in around 1435. If indeed Lippi did make such a trip, he would have come into direct contact with the work of Robert Campin and Rogier van der Weyden.The figures are substantial, especially the Child, whose large head, thick limbs, and heavy trunk are almost grotesque, as is the Child's inexplicable pose. The Madonna, with her nearly round head, a characteristic type for Lippi, her rigid right arm and squarish, stumpy hands with short fingers, and the ponderous, almost exaggerated draperies continue in his art. The perspective is also somewhat forced, but the sharply foreshortened upper shutter of the window is adventurous. Another effective feature of the painting is the vigorous light and shadow used both for building forms and for illumination within the interior space, although the source of light is not consistently distributed"			
		Vitelleschi owned a palace at Corneto, and had close family ties to that city's Augustinian convent of San Marco, where Lippi's Madonna and Child seems to have once been housed.	Where does Lippi's Madonna and Child seem to have once been housed?	at San Marco
		The Madonna, with her nearly round head, a characteristic type for Lippi, her rigid right arm and squarish, stumpy hands with short fingers, and the ponderous, almost exaggerated draperies continue in his art.	Who are almost exaggerated draperies?	the ponderous
		Another effective feature of the painting is the vigorous light and shadow used both for building forms and for illumination within the interior space, although the source of light is not consistently distributed''	What is the vigorous light and shadow used both for building forms and for illumination within the interior space?	another effective feature of the painting
		The figures are substantial, especially the Child, whose large head, thick limbs, and heavy trunk are almost grotesque, as is the Child's inexplicable pose.	Who is the Child's inexplicable?	the Child
		As a dated work it is an important monument for the reconstruction of Lippi's career.	What is a palace at Corneto as a dated work?	an important monument for the reconstruction of Lippi's career
		It documents a precise phase of the artists career before the influence of Fra Angelico became prevalent and before the artist began to distance himself from his interest in perspectival space.	What documents a precise phase of the artists career before the influence of Fra Angelico became prevalent?	a palace at Corneto
14030-iphigeni.jpg	This painting is the only known bozzetto for Fontebasso's vast ceiling canvas for the Palazzo Contarini a San Beneto, Venice, where it is still visible in situ.In the Greek mythology Iphigenia was the daughter of Agamemnon, king of Mycenae. Her father lead the Greek forces against Troy. The expedition was at first prevented from sailing by unfavourable winds, so Agamemnon consulted a seer, Calchas. He was told that, because he had killed a stag sacred to Diana, he must propitiate the goddess by sacrificing his daughter to her. Iphigenia accepted her fate out of patriotic motives. According to some, at the last moment Diana substituted a stag for the human victim and carried Iphigenia away to be her priestess. The winds changed and the Greeks were able to sail			
		According to some, at the last moment Diana substituted a stag for the human victim and carried Iphigenia away to be her priestess.	Who did Diana substituted a stag for the human victim and carry Iphigenia away to be at the last moment?	her priestess
		He was told that, because he had killed a stag sacred to Diana, he must propitiate the goddess by sacrificing his daughter to her.	Who had killed a stag sacred to Diana?	Agamemnon
		The expedition was at first prevented from sailing by unfavourable winds, so Agamemnon consulted a seer, Calchas.	Who was Calchas?	the seer
		According to some, at the last moment Diana substituted a stag for the human victim and carried Iphigenia away to be her priestess.	When did Diana substituted a stag for the human victim and carry Iphigenia away to be her priestess?	at the last moment
		This painting is the only known bozzetto for Fontebasso's vast ceiling canvas for the Palazzo Contarini a San Beneto, Venice, where it is still visible in situ.	What is still visible at the Palazzo Contarini the San Beneto?	it
		He was told that, because he had killed a stag sacred to Diana, he must propitiate the goddess by sacrificing his daughter to her.	Who was told that he must propitiate the goddess by sacrificing his daughter to Diana?	Agamemnon
37710-still_li.jpg	This canvas depicts a still-life with melon, apples, figs and grapes			
		This canvas depicts a still-life with melon, apples, figs and grapes	What depicts a still-life with melon, apples, figs and grapes?	this canvas
39340-003inter.jpg	For the main upper meeting hall (Sala Superiore) Tintoretto covered the ceiling and the walls with parallel scenes from the Old Testament and the life of Christ that emphasize the charitable aims of the Scuola. The vast open space was characteristic of all the scuole grandi, allowing hundreds of members to meet together at a single time. Scuole members actively participated in their own self-government at the community level			
		Scuole members actively participated in their own self-government at the community level	What did scuole members actively participate in at the community level?	in their own self-government
		For the main upper meeting hall (Sala Superiore) Tintoretto covered the ceiling and the walls with parallel scenes from the Old Testament and the life of Christ that emphasize the charitable aims of the Scuola.	What did Tintoretto cover the ceiling and the walls with parallel scenes from the Old Testament and the life of Christ that emphasize the charitable aims of the Scuola for?	for the main upper meeting hall
		The vast open space was characteristic of all the scuole grandi, allowing hundreds of members to meet together at a single time.	What did the vast open space allow to meet together at a single time?	hundreds of members
		Scuole members actively participated in their own self-government at the community level	Who actively participated in their own self-government at the community level?	scuole members
		The vast open space was characteristic of all the scuole grandi, allowing hundreds of members to meet together at a single time.	When did the vast open space allow hundreds of members to meet together?	at a single time
		The vast open space was characteristic of all the scuole grandi, allowing hundreds of members to meet together at a single time.	Who was the vast open space characteristic of?	of all the scuole grandi
16471-4crucif1.jpg	The crucifix was first attributed to Giotto by Lorenzo Ghiberti, who in his Commentaries quoted other works of the master in the altars of the church of Ognissanti, like the Virgin of Ognissanti and the Dormitio Virginis. Originally it was probably located on the presbytery, dominating the nave and the faithful, near the Virgin of Ognissanti.In poor condition, it was kept in a room adjacent to the basilica and attributed to an artist close to Giotto and possessing great pictorial capacities.The work was restored from 2005 onwards by Opificio delle pietre dura from Florence and was attributed to Giotto himself, for a date which is around 1315. On November 6, 2010, the crucifix was reinstalled inside the left transept, enhanced by proper illumination.Intended for the procession, it is in conformity with the monumental representations of Christ in the cross of the time, namely: the Christ on the cross is in the suffering position; the body falling; the belly prominent on its perizonium; the head leaning forward touching the shoulder; the prominent ribs; the bloody wounds; the superimposed feet.The crucifix has small panels with scenes on the ends of the cross: the Virgin Mary on the left clothed in blue, St John on the right, hands clasped, and on top the titulus in red is surmounted by a blessing Christ accompanied by the Book. The background contains patterned gold behind the body of Christ.The cleaning and retouching of the blackened cross has revealed individual brush strokes and the bright colour of the lapis lazuli used by the artist. This expensive pigment now dominates the background of the work. Infrared photography and X-rays studies unearthed clear proof of the authorship of Giotto			
		The crucifix was first attributed to Giotto by Lorenzo Ghiberti, who in his Commentaries quoted other works of the master in the altars of the church of Ognissanti, like the Virgin of Ognissanti and the Dormitio Virginis.	What did Lorenzo Ghiberti quote other works of the master in?	in the altars of the church of Ognissanti
		Infrared photography and X-rays studies unearthed clear proof of the authorship of Giotto	What did infrared photography and X-rays studies unearth clear proof of?	of the authorship of Giotto
		In poor condition, it was kept in a room adjacent to the basilica and attributed to an artist close to Giotto and possessing great pictorial capacities.	What was the crucifix kept in in poor condition?	in a room adjacent to the basilica
		Originally it was probably located on the presbytery, dominating the nave and the faithful, near the Virgin of Ognissanti.	What did the presbytery dominate?	the nave and the faithful
		The work was restored from 2005 onwards by Opificio delle pietre dura from Florence and was attributed to Giotto himself, for a date which is around 1315.	What was the work restored from 2005 onwards by?	by Opificio delle pietre dura from Florence
		Originally it was probably located on the presbytery, dominating the nave and the faithful, near the Virgin of Ognissanti.	What was probably located on the presbytery?	the crucifix
40997-07wilton.jpg	This is the right panel of the Wilton Diptych (named after the house in which it was preserved), the finest work in England in the International Gothic style. Although it is a painting of extraordinary beauty and must be from the hand of an artist of the highest rank, critics disagree as to whether  he was English, French or Italian.St Edmund, king and martyr, St Edward the Confessor and St John the Baptist present the kneeling monarch Richard II of England in the left panel to the azure assembly of the Virgin and Child, attended by angels, on the right panel. The left scene is set in an earthly forest, the right in the flowering garden of heaven.The artist, who was probably one of the king's painters, has lavished more care on the delineation of the personal emblems and insignia of the king than on his actual personality. There was no need for the latter, since this donor image was meant for the eyes of the donor himself. The monarch wears around his neck the white hart badge which Richard adopted in 1390 as his personal insignia. It reappears on the reverse of the left panel. Both it and the French insignia of broom-cods (seed-pods) are woven into the king's iridescent gold mantle. The white hart badge is also worn by each of the eleven angels, who thus become royal retainers. One of them holds the banner of St George. The event commemorated here has been conjectured as Richard's coronation in 1377, his seeking divine sanction for a crusade in the mid-1990s, or his meeting with the French king in 1396.But need it refer to a specific historical moment? Surely it is an outstanding example of a private image, a portable diptych that would follow the king on his travels. Every time he knelt before it he would be transported among the timeless company of Christ, the Virgin Mary, and the angels			
		The left scene is set in an earthly forest, the right in the flowering garden of heaven.	What is the left scene set in in the flowering garden of heaven?	in an earthly forest
		Surely it is an outstanding example of a private image, a portable diptych that would follow the king on his travels.	What is an outstanding example of a private image?	the event
		The monarch wears around his neck the white hart badge which Richard adopted in 1390 as his personal insignia.	What does the monarch wear around the white hart badge which Richard adopted in 1390 as his personal insignia?	around Richard's neck
		The event commemorated here has been conjectured as Richard's coronation in 1377, his seeking divine sanction for a crusade in the mid-1990s, or his meeting with the French king in 1396.	Whose seeking divine sanction for a crusade in the mid-1990s, or his meeting with the French king was Richard's coronation in 1377?	Richard's seeking divine sanction for a crusade in the mid-1990s, or his meeting with the French king
		The left scene is set in an earthly forest, the right in the flowering garden of heaven.	What is the left scene set in an earthly forest in?	in the flowering garden of heaven
		The event commemorated here has been conjectured as Richard's coronation in 1377, his seeking divine sanction for a crusade in the mid-1990s, or his meeting with the French king in 1396.	What was Richard's coronation in 1377?	Richard's seeking divine sanction for a crusade in the mid-1990s, or his meeting with the French king
09744-grif_04.jpg	The reconstruction of the polyptych, dismembered in the 18th century, is not unambiguous. It seems certain that the central panel was the painting of St Vincent Ferrer while on his sides were St Peter and St John the Baptist. Paintings of St Lucy and St John the Baptist were probably located on the upper part of the sides while a Crucifixion tondo was in the upper central position. The predella was executed by Ercole de' Roberti.			
		It seems certain that the central panel was the painting of St Vincent Ferrer while on his sides were St Peter and St John the Baptist.	What does the reconstruction seem certain on?	that the central panel was the painting of St Vincent Ferrer while on his sides were St Peter and St John the Baptist
		It seems certain that the central panel was the painting of St Vincent Ferrer while on his sides were St Peter and St John the Baptist.	What does the reconstruction seem certain that the central panel was while on his sides were St Peter and St John the Baptist?	the painting of St Vincent Ferrer
		The predella was executed by Ercole de ' Roberti.	Who was executed by Ercole de ' Roberti?	the predella
		The predella was executed by Ercole de ' Roberti.	Who was the predella executed by?	by Ercole de ' Roberti
		The predella was executed by Ercole de ' Roberti.	Whose Roberti was the predella executed by?	by Ercole de ' Roberti
		Paintings of St Lucy and St John the Baptist were probably located on the upper part of the sides while a Crucifixion tondo was in the upper central position.	Who was in the upper central position?	a Crucifixion tondo
11648-2scene7.jpg	The picture shows the scene of St Bartholomew Saves the harvest. This scene is located in the narrow section on the right (window) long wall of the main room of the Cappella dei Santi Fondatori. It is one of the seven scenes depicting events from the lives of the two founder saints.The composition of each painting in the narrow sections contains few figures but emphasizes the landscape.  The subject of the present scene is a miracle by St Bartholomew, whereby through prayer a storm spares harvested grain			
		It is one of the seven scenes depicting events from the lives of the two founder saints.	What is the scene of St Bartholomew Saves the harvest?	one of the seven scenes depicting events from the lives of the two founder saints
		The picture shows the scene of St Bartholomew Saves the harvest.	What does the picture show?	the scene of St Bartholomew Saves the harvest
		The composition of each painting in the narrow sections contains few figures but emphasizes the landscape.	What contains few figures?	the composition of each painting in the narrow sections
		It is one of the seven scenes depicting events from the lives of the two founder saints.	What is the scene of St Bartholomew Saves the harvest one of?	of the seven scenes depicting events from the lives of the two founder saints
		The subject of the present scene is a miracle by St Bartholomew, whereby through prayer a storm spares harvested grain	What is a miracle by St Bartholomew?	the subject of the present scene
		The composition of each painting in the narrow sections contains few figures but emphasizes the landscape.	What does the composition of each painting in the narrow sections emphasize?	the landscape
17070-paris20.jpg	Catalogue numbers: F 310, JH 1274.In the autumn of 1886 van Gogh met an Australian painter, John Russell, who had just spent the summer painting with Monet in Brittany. It was probably Russell who first explained Monet's work and the principles of Impressionist painting to van Gogh. In the following months he explored these novel insights and made the acquaintance of other artists of the Parisian vanguard.Yet when one examines this landscape, painted in the summer of 1887, these encounters seem to have had little impact. Admittedly the palette is different from those of the Drenthe and Nuenen periods, and the paint is applied in small strokes and not broad, undifferentiated bands. But in compositional structure the painting is typical of van Gogh's previous landscapes, especially of Drenthe. The viewpoint is low and intimate. The canvas is crudely divided into three horizontal bands, grass in the foreground, then the wheat, and, above rather than beyond, an expanse of blue sky which does not achieve any of the atmospheric or luminous subtlety of Impressionist painting. The sky is not the source of light, and thus the colour in the painting, however much it is richer and brighter in tone than before, does not represent the fall and diffusion of sunlight. Moreover each object, each blade of grass and stem of wheat, is carefully delineated. Forms are not dissolved into colour and light. The wheat field is not a mere 'appearance', but is almost physical in its tactility			
		In the autumn of 1886 van Gogh met an Australian painter, John Russell, who had just spent the summer painting with Monet in Brittany.	Who did Van Gogh meet in the autumn of 1886?	an Australian painter
		Yet when one examines this landscape, painted in the summer of 1887, these encounters seem to have had little impact.	When was the landscape painted?	in the summer of 1887
		Forms are not dissolved into color and light.	What are not dissolved into color and light?	forms
		The sky is not the source of light, and thus the color in the painting, however much it is richer and brighter in tone than before, does not represent the fall and diffusion of sunlight.	What does not represent the fall and diffusion of sunlight?	the color in the painting
		The sky is not the source of light, and thus the color in the painting, however much it is richer and brighter in tone than before, does not represent the fall and diffusion of sunlight.	What is the sky not the source of?	of light
		The wheat field is not a mere ` appearance ', but is almost physical in its tactility	What is the wheat field not '?	a mere ` appearance
14469-402fried.jpg	A symbolic and heavy sadness lies over this painting. At an exhibition mounted by the Bremer Kunst-Verein in 1833, the painting bore the title Priessnitz Churchyard near Dresden. Friedrich and Dahl are known to have made drawings of this cemetery in 1824			
		At an exhibition mounted by the Bremer Kunst-Verein in 1833, the painting bore the title Priessnitz Churchyard near Dresden.	What did the painting bear at an exhibition mounted by the Bremer Kunst-Verein in 1833?	the title Priessnitz Churchyard near Dresden
		At an exhibition mounted by the Bremer Kunst-Verein in 1833, the painting bore the title Priessnitz Churchyard near Dresden.	What did the painting bear the title Priessnitz Churchyard near Dresden at?	at an exhibition mounted by the Bremer Kunst-Verein in 1833
		Friedrich and Dahl are known to have made drawings of this cemetery in 1824	What are Friedrich and Dahl known to have made drawings of in 1824?	of this cemetery
		A symbolic and heavy sadness lies over this painting.	What does a symbolic and heavy sadness lie over?	over this painting
		Friedrich and Dahl are known to have made drawings of this cemetery in 1824	What are Friedrich and Dahl known to have made in 1824?	drawings of this cemetery
		At an exhibition mounted by the Bremer Kunst-Verein in 1833, the painting bore the title Priessnitz Churchyard near Dresden.	What bore the title Priessnitz Churchyard near Dresden at an exhibition mounted by the Bremer Kunst-Verein in 1833?	the painting
06016-praise.jpg	"In a still-life from 1656 by Joseph de Bray (now in Dresden) a poem by the Remonstrant preacher and poet Jacob Westerbaen: 'In praise of the Pickled Herring' is prominently featured on a marble slab. The present painting, executed by the same artist in the following year, features the first lines of another poem by Westerbaen, ""Cupid's removal"" below the Pickled Herring verses. In this poem the author describes how Cupid disturbs a drunken brawl of the gods, whereupon they send him into exile. In Westerbaen's publication the two poems are not combined on one page, as de Bray suggests in his painting, but by combining them, the painter clearly and specifically emphasizes the herring's qualities as an aphrodisiac"			
		The present painting, executed by the same artist in the following year, features the first lines of another poem by Westerbaen,'' ``Cupid's removal'''' below the Pickled Herring verses.	What is ``Cupid's removal''?	the poem by Westerbaen
		The present painting, executed by the same artist in the following year, features the first lines of another poem by Westerbaen,'' ``Cupid's removal'''' below the Pickled Herring verses.	What does the present painting feature the first lines of below the Pickled Herring verses?	of another poem by Westerbaen
		The present painting, executed by the same artist in the following year, features the first lines of another poem by Westerbaen,'' ``Cupid's removal'''' below the Pickled Herring verses.	Who is the present painting executed by in the following year?	by the same artist
		The present painting, executed by the same artist in the following year, features the first lines of another poem by Westerbaen,'' ``Cupid's removal'''' below the Pickled Herring verses.	What is the poem by Westerbaen?	``Cupid's removal''
		In this poem the author describes how Cupid disturbs a drunken brawl of the gods, whereupon they send him into exile.	What does the author describe how Cupid disturbs a drunken brawl of the gods they send him into exile in?	in this poem
		The present painting, executed by the same artist in the following year, features the first lines of another poem by Westerbaen,'' ``Cupid's removal'''' below the Pickled Herring verses.	What does the present painting feature the first lines of another poem by Westerbaen below?	below the Pickled Herring verses
37480-market3.jpg	This painting is part of a series of four market stalls commissioned from Snyders by Jacques van Ophem, powerful representative of the administration of Archduke Albert and the Infanta Isabella - the Spanish viceroys in the Southern Netherlands			
		This painting is part of a series of four market stalls commissioned from Snyders by Jacques van Ophem, powerful representative of the administration of Archduke Albert and the Infanta Isabella- the Spanish viceroys in the Southern Netherlands	What is part of a series of four market stalls commissioned from Snyders by Jacques van Ophem, powerful representative of the administration of Archduke Albert and the Infanta Isabella- the Spanish viceroys in the Southern Netherlands?	this painting
20453-soothsay.jpg	Saint Paul encounters a demon possessed woman known as Python (Acts 16). She was popular at Philippi as a soothsayer whom people paid for prophecies. Those aspiring to be kings and rulers would vie for her endorsement to gain acceptance from among the people. Large parts of Greece fell to Philip of Macedon because Philip bribed the Python priestess to prophesy he would conquer. When Paul is at Philippi, this Python female-soothsayer followed him around for many days in the city			
		When Paul is at Philippi, this Python female-soothsayer followed him around for many days in the city	What is Paul at?	at Philippi
		Large parts of Greece fell to Philip of Macedon because Philip bribed the Python priestess to prophesy he would conquer.	Who did large parts of Greece fall to because Philip bribed the Python priestess to prophesy he would conquer?	to Philip of Macedon
		Large parts of Greece fell to Philip of Macedon because Philip bribed the Python priestess to prophesy he would conquer.	What did Philip bribe the Python priestess to prophesy?	he would conquer
		When Paul is at Philippi, this Python female-soothsayer followed him around for many days in the city	Who is at Philippi?	Paul
