img	comment	related text	question	answer
		In the foreground the prefect and his retainers have gathered at the foot of a tall column supporting a statue of Jupiter somewhere outside of Rome.	What have the prefect and the prefect Turcius Almachius's retainers gathered at somewhere outside of Rome in the foreground?	at the foot of a tall column supporting a statue of Jupiter
		The brothers, dressed in white and crowned with flowers, refuse to offer incense to the god and are accordingly beheaded	Who were crowned with flowers?	the brothers
04507-port_boy.jpg	Biagio's talent for portraiture is evident in the animated faces he painted in the Sistine Chapel. The present painting is one of the three surviving autonomous portraits by Biagio, all of them bust-length portrayals of young men standing before landscape background. The Portrait of a Boy in Washington is set before an unusual landscape with jagged mountain peaks			
		The present painting is one of the three surviving autonomous portraits by Biagio, all of them bust-length portrayals of young men standing before landscape background.	What is the present painting one of standing before landscape background?	of three surviving autonomous portraits
		The present painting is one of the three surviving autonomous portraits by Biagio, all of them bust-length portrayals of young men standing before landscape background.	What is the present painting standing before landscape background?	one of three surviving autonomous portraits
		The Portrait of a Boy in Washington is set before an unusual landscape with jagged mountain peaks	What is set before an unusual landscape with jagged mountain peaks?	the Portrait of a Boy in Washington
		The Portrait of a Boy in Washington is set before an unusual landscape with jagged mountain peaks	What is the Portrait of a Boy in Washington set before with jagged mountain peaks?	before an unusual landscape
		Biagio's talent for portraiture is evident in the animated faces he painted in the Sistine Chapel.	Who painted in the Sistine Chapel Biagio's talent for portraiture is evident in the animated faces?	he
		The present painting is one of the three surviving autonomous portraits by Biagio, all of them bust-length portrayals of young men standing before landscape background.	What is one of three surviving autonomous portraits standing before landscape background?	the present painting
21555-throckmo.jpg	It is by his portraits that Largilli�re is esteemed. Effective as a portraitist of groups and able to achieve in single portraits grandeur or intimacy, depending on the circumstances, he remained impressively consistent in artistic quality. He was in his seventies when he portrayed so delicately and perceptively Elizabeth Throckmorton in her habit as a Blue Nun. Pale-complexioned, pensive, and felt as distanced from the world, she is also very much a living presence, with liquid eyes and scarlet mouth, the colour of which is almost startlingly vivid amid the austere white fabrics that enfold her.Images of members of Catholic cloistered or semi-cloistered religious orders are numerous in post-Tridentine Europe. Rubens, Vel�zquez, and many of their followers painted imposing portraits of nuns. Philippe de Champaigne made a specialty of portraits of religious figures			
		Rubens, Velzquez, and many of their followers painted imposing portraits of nuns.	Who painted imposing portraits of nuns?	Rubens, Velzquez, and many of images of members of Catholic cloistered or semi-cloistered religious orders's followers
		Effective as a portraitist of groups and able to achieve in single portraits grandeur or intimacy, depending on the circumstances, he remained impressively consistent in artistic quality.	Who depended on the circumstances?	Largillire
		Rubens, Velzquez, and many of their followers painted imposing portraits of nuns.	Who did Rubens, Velzquez, and many of images of members of Catholic cloistered or semi-cloistered religious orders's followers paint imposing portraits of?	of nuns
		Images of members of Catholic cloistered or semi-cloistered religious orders are numerous in post-Tridentine Europe.	What are numerous in post-Tridentine Europe?	images of members of Catholic cloistered or semi-cloistered religious orders
		Philippe de Champaigne made a specialty of portraits of religious figures	What did Philippe de Champaigne make a specialty of?	of portraits of religious figures
		Effective as a portraitist of groups and able to achieve in single portraits grandeur or intimacy, depending on the circumstances, he remained impressively consistent in artistic quality.	Who remained impressively consistent in artistic quality?	Largillire
11114-early05.jpg	Edgar Degas had come to Italy, where part of his family lived, in 1856. In Florence in 1858, he painted his portrait of the Belleli family, which represented his first brush with tradition. He worked on the picture for almost ten years before showing it under the title Family Portraits at the 1867 Salon in Paris, where it passed unnoticed. He did numerous detail studies (faces, hands) and packed the composition with deliberate meaning.The picture portrays the domestic drama of a family exiled from Naples to Florence, much to the despair of Laura (his seriously depressive cousin) and her irascible husband Gennaro, who had no proper job and whom we see turning almost reluctantly to face his wife and daughters. The youngest, Giulia, sitting on a stool with one leg tucked under her, appears impatient, lending animation to the whole, while in the great tradition of group effigies from the classical era Degas includes a portrait of his grandfather Hilaire Degas, on the wall behind his daughter Laura. Hilaire had just died in Naples (in 1858), hence the dark mourning dress, alleviated only by the girls' pinafores			
		In Florence in 1858, he painted his portrait of the Belleli family, which represented his first brush with tradition.	Where did Edgar Degas paint his portrait of the Belleli family?	in Florence in 1858
		Edgar Degas had come to Italy, where part of his family lived, in 1856.	What had Edgar Degas come to in 1856?	to Italy
		He worked on the picture for almost ten years before showing it under the title Family Portraits at the 1867 Salon in Paris, where it passed unnoticed.	Where did the picture for almost ten years pass unnoticed?	at Paris
		Hilaire had just died in Naples (in 1858), hence the dark mourning dress, alleviated only by the girls ' pinafores	Who had just died in Naples alleviated only by the girls ' pinafores?	Hilaire
		He did numerous detail studies (faces, hands) and packed the composition with deliberate meaning.	What did Edgar Degas pack the composition with?	with deliberate meaning
		Edgar Degas had come to Italy, where part of his family lived, in 1856.	When had Edgar Degas come to Italy?	in 1856
30806-adoratio.jpg	The represented saints are probably Sts John the Evangelists and Magdalen			
		The represented saints are probably Sts John the Evangelists and Magdalen	Who are probably Sts John the Evangelists and Magdalen?	the represented saints
		The represented saints are probably Sts John the Evangelists and Magdalen	Who are the represented saints probably John the Evangelists and Magdalen?	Sts
		The represented saints are probably Sts John the Evangelists and Magdalen	Who are the represented saints probably?	Sts John the Evangelists and Magdalen
		The represented saints are probably Sts John the Evangelists and Magdalen	Who are the represented saints probably Sts John?	the Evangelists and Magdalen
09821-maze.jpg	Louis XIV commissioned Jean Cotelle, who had already painted the Trianon, to document the state of grounds of Versailles.This painting shows a view of the Arch of Triumph Grove as seen from the North Parterre			
		This painting shows a view of the Arch of Triumph Grove as seen from the North Parterre	What shows a view of the Arch of Triumph Grove as seen from the North Parterre?	this painting
		Louis XIV commissioned Jean Cotelle, who had already painted the Trianon, to document the state of grounds of Versailles.	Who commissioned Jean Cotelle to document the state of grounds of Versailles?	Louis XIV
		Louis XIV commissioned Jean Cotelle, who had already painted the Trianon, to document the state of grounds of Versailles.	What did Louis XIV commission Jean Cotelle to document the state of?	of grounds of Versailles
		Louis XIV commissioned Jean Cotelle, who had already painted the Trianon, to document the state of grounds of Versailles.	Who had already painted the Trianon?	Jean Cotelle
		Louis XIV commissioned Jean Cotelle, who had already painted the Trianon, to document the state of grounds of Versailles.	Who had Jean Cotelle already painted?	the Trianon
		Louis XIV commissioned Jean Cotelle, who had already painted the Trianon, to document the state of grounds of Versailles.	Who did Louis XIV commission to document the state of grounds of Versailles?	Jean Cotelle
17422-unequal.jpg	In the visual arts, the theme of unequal lovers was commonly the subject of prints, most often with moralizing inscriptions attached. The theme was expressed in two forms, an old woman soliciting a handsome young man or, more commonly, an old man soliciting a pretty young woman.In 1600, while at the height of his fame as an engraver and draftsman, Goltzius abandoned printmaking and took up painting.  He quickly established himself as one of the foremost painters in Haarlem and continued with undiminished prowess until his death.In the present painting Goltzius sets the large half-length figures against a blank background; they are big and forceful and so crowded into the narrow frame of the composition that they seem to push out into our space. He paints the figures in bold bright colours, and while his brushwork is sophisticated there is nothing subtle about the scene he is painting.  The man is old and ugly, with his long grey hair, moles and bulbous nose while the woman is young and firm-fleshed, with pink cheeks and swelling breasts.Goltzius and his workshop made a number of engravings of Unequal Lovers			
		Goltzius and his workshop made a number of engravings of Unequal Lovers	What did goltzius and a handsome young man's workshop make a number of?	of engravings of Unequal Lovers
		Goltzius and his workshop made a number of engravings of Unequal Lovers	Who made a number of engravings of Unequal Lovers?	goltzius and a handsome young man's workshop
		He paints the figures in bold bright colors, and while his brushwork is sophisticated there is nothing subtle about the scene he is painting.	What is Goltzius's brushwork sophisticated there is?	nothing subtle about the scene
		He quickly established himself as one of the foremost painters in Haarlem and continued with undiminished prowess until his death.	Who quickly established himself as one of the foremost painters in Haarlem?	Goltzius
		In the present painting Goltzius sets the large half-length figures against a blank background; they are big and forceful and so crowded into the narrow frame of the composition that they seem to push out into our space.	What does Goltzius set in the present painting?	the large half-length figures against a blank background
		He paints the figures in bold bright colors, and while his brushwork is sophisticated there is nothing subtle about the scene he is painting.	What does Goltzius figure in?	in bold bright colors
09508-fall_man.jpg	Cornelis van Haarlem completed this painting in 1592 for the Prinsenhof in Haarlem, the stadholder's quarter in the city. D�rer's engraving served as a model for the composition, but Cornelis modified those idealised figures to make them fit the taste of his own day			
		Cornelis van Haarlem completed this painting in 1592 for the Prinsenhof in Haarlem, the stadholder's quarter in the city.	Who was the stadholder's quarter?	Haarlem
		Drer's engraving served as a model for the composition, but Cornelis modified those idealised figures to make them fit the taste of his own day	Whose engraving served as a model for the composition?	Drer's engraving
		Drer's engraving served as a model for the composition, but Cornelis modified those idealised figures to make them fit the taste of his own day	What served as a model for the composition?	Drer's engraving
		Cornelis van Haarlem completed this painting in 1592 for the Prinsenhof in Haarlem, the stadholder's quarter in the city.	What was Haarlem?	the stadholder's quarter
		Cornelis van Haarlem completed this painting in 1592 for the Prinsenhof in Haarlem, the stadholder's quarter in the city.	Whose quarter was Haarlem?	the stadholder's quarter
		Drer's engraving served as a model for the composition, but Cornelis modified those idealised figures to make them fit the taste of his own day	What does Drer's engraving cornelis modified to make them fit the taste of Cornelis van Haarlem's own day?	those idealised figures
15630-the_nun.jpg	Ferdinando III of Lorrain, Grand Duke of Tuscany, bought the picture in 1819 as a masterwork by Leonardo da Vinci, but the attribution has been soon after changed and it is still not certain: among the artists suggested there are Mariotto Albertinelli and Ridolfo del Ghirlandaio, besides Giuliano Bugiardini who is actually the author accepted. However, presently the painting is exhibited in the Uffizi Gallery under the name of Ridolfo Ghirlandaio.			
		However, presently the painting is exhibited in the Uffizi Gallery under the name of Ridolfo Ghirlandaio.	What is the painting exhibited in the Uffizi Gallery under?	under the name of Ridolfo Ghirlandaio
		However, presently the painting is exhibited in the Uffizi Gallery under the name of Ridolfo Ghirlandaio.	What is exhibited in the Uffizi Gallery under the name of Ridolfo Ghirlandaio?	the painting
		However, presently the painting is exhibited in the Uffizi Gallery under the name of Ridolfo Ghirlandaio.	What is the painting exhibited in under the name of Ridolfo Ghirlandaio?	in the Uffizi Gallery
17265-auvers25.jpg	Catalogue numbers: F 784, JH 2052.Van Gogh lived his last two months in Auvers. He painted some eighty works in that time - an average of more than one a day. He painted thirteen portraits in a very few weeks, a rate of production that he had scarcely achieved even in Nuenen. He was more interested than ever in youngsters and children, seeing them as symbols  of carefree, optimistic life			
		He painted thirteen portraits in a very few weeks, a rate of production that he had scarcely achieved even in Nuenen.	What did Van Gogh paint in a very few weeks that he had scarcely achieved even in Nuenen?	thirteen portraits
		He was more interested than ever in youngsters and children, seeing them as symbols of carefree, optimistic life	What did Van Gogh seed youngsters and children as?	as symbols of carefree, optimistic life
		He painted thirteen portraits in a very few weeks, a rate of production that he had scarcely achieved even in Nuenen.	What did Van Gogh paint thirteen portraits in a very few weeks that he had scarcely achieved even in?	even in Nuenen
		Van Gogh lived his last two months in Auvers.	When did Van Gogh live?	his last two months in Auvers
		He painted thirteen portraits in a very few weeks, a rate of production that he had scarcely achieved even in Nuenen.	When were the very few weeks?	a rate of production
		He painted some eighty works in that time- an average of more than one a day.	When did Van Gogh paint some eighty works a day?	in that time- an average of more than one
08545-3figure5.jpg	The sitter was a young Italian whom C�zanne painted four times in relaxed poses. He was at ease with the world, as his pose suggests. For purposes of compositional balance, C�zanne felt justified in making the youth's right arm unnaturally long.The tension of this painting derives from the distribution of areas of colour			
		He was at ease with the world, as his pose suggests.	Who was at ease with the world?	the sitter
		He was at ease with the world, as his pose suggests.	What do the sitter pose?	suggests
		He was at ease with the world, as his pose suggests.	What was the sitter at?	at ease with the world
		He was at ease with the world, as his pose suggests.	What pose suggests?	his
		The sitter was a young Italian whom Czanne painted four times in relaxed poses.	Who was a young Italian whom Czanne painted four times in relaxed poses?	the sitter
		The tension of this painting derives from the distribution of areas of color	What derives from the distribution of areas of color?	the tension of this painting
04136-damsquay.jpg	This view shows the Dam Square in Amsterdam in the late afternoon looking north, with the Town Hall on the left, the Nieuwe Kerk beyond it, and the Waag to the right.Berckheyde painted the Dam Square in Amsterdam in a number of works from 1665 onwards. The most familiar are his views of the Town Hall looking west. These are almost portraits of the building, but often include part of the Nieuwe Kerk to the right. Almost as popular are views looking north-west, such as the present picture.The new Town Hall, later the Royal Palace, still dominates Dam Square, and was an enormous source of civic pride when completed in 1665, to the designs of Jacob van Campen. The Waag or Weigh-House was built in 1565 to replace another smaller medieval structure, and was the first building in Amsterdam to be decorated in the Renaissance style. It stood near the middle of Dam Square until demolished by the French in 1808. The oldest of the three principal buildings depicted here is the late Gothic Nieuwe Kerk, closing off the square to the north-west			
		The most familiar are his views of the Town Hall looking west.	What are the most familiar looking west?	Berckheyde's views of the Town Hall
		The new Town Hall, later the Royal Palace, still dominates Dam Square, and was an enormous source of civic pride when completed in 1665, to the designs of Jacob van Campen.	What was the new Town Hall an enormous source of when completed in 1665?	of civic pride
		The Waag or Weigh-House was built in 1565 to replace another smaller medieval structure, and was the first building in Amsterdam to be decorated in the Renaissance style.	What was built in 1565 to replace another smaller medieval structure?	the Waag or Weigh-House
		The oldest of the three principal buildings depicted here is the late Gothic Nieuwe Kerk, closing off the square to the north-west	What is the late Gothic Nieuwe Kerk?	the oldest of the three principal buildings depicted here
		The most familiar are his views of the Town Hall looking west.	What are Berckheyde's views of the Town Hall looking west?	the most familiar
		The oldest of the three principal buildings depicted here is the late Gothic Nieuwe Kerk, closing off the square to the north-west	What closes off the square to the north-west?	the oldest of the three principal buildings depicted here
18556-3arcole.jpg	Among the major names in French painting in the late 18th and early 19th centuries, Gros was probably the only one who remained loyal to the national school's traditional values, seen in the work's dense structures and elaborate colour scheme. Thanks to these qualities, the conventional heroic portrait acquires an emotional charge that foreshadows Romanticism. The work's persuasiveness is heightened because Gros witnessed the event when while accompanying Napoleon during his Italian campaign in 1796			
		Thanks to these qualities, the conventional heroic portrait acquires an emotional charge that foreshadows Romanticism.	What does the conventional heroic portrait acquire?	an emotional charge that foreshadows Romanticism
		Thanks to these qualities, the conventional heroic portrait acquires an emotional charge that foreshadows Romanticism.	What acquires an emotional charge that foreshadows Romanticism?	the conventional heroic portrait
		The work's persuasiveness is heightened because Gros witnessed the event when while accompanying Napoleon during his Italian campaign in 1796	What is heightened because Gros witnessed the event when while accompanying Napoleon during his Italian campaign in 1796?	the work's persuasiveness
40328-family.jpg	This painting was commissioned by the queen to commemorate her family at the time of the Golden Jubilee. The figures are shown in the Green Drawing Room in Windsor Castle. A bronze bust of the Prince Consort, who died in 1861, is visible on the mantelpiece. All the subjects (the queen with her children, children-in-law, and grandchildren) were painted from life and the picture is notable for the accuracy and liveliness of its portraits and for the freshness of its colouring			
		The figures are shown in the Green Drawing Room in Windsor Castle.	Where are the figures shown in the Green Drawing Room?	in Windsor Castle
		The figures are shown in the Green Drawing Room in Windsor Castle.	What are shown in the Green Drawing Room in Windsor Castle?	the figures
		A bronze bust of the Prince Consort, who died in 1861, is visible on the mantelpiece.	What is a bronze bust of the Prince Consort visible on?	on the mantelpiece
		A bronze bust of the Prince Consort, who died in 1861, is visible on the mantelpiece.	Who died in 1861?	the Prince Consort
		A bronze bust of the Prince Consort, who died in 1861, is visible on the mantelpiece.	What is visible on the mantelpiece?	a bronze bust of the Prince Consort
		The figures are shown in the Green Drawing Room in Windsor Castle.	What are the figures shown in the Green Drawing Room in?	in Windsor Castle
03797-073madon.jpg	The upper part of the painting was cut, it is signed at the bottom as 'IOANNESS BELLINVS'.The new relationship of form and colour sealed by the quality of light leads to results of ineffable human participation in this painting which originally hung in the offices of the Magistrato della Milizia del Mare in the Palace of the Doges. The Virgin is seated with charming naturalness on the marble throne which is reminiscent of Donatello, and joins her sensitive hands in a gesture of mute adoration of her Son who lies fully relaxed in sleep across her knees. The chromatic values of the painting are reminiscent of the way Piero della Francesca used colour in the mid-fifteenth century to unfold the perspective of his images			
		The upper part of the painting was cut, it is signed at the bottom as ` IOANNESS BELLINVS '.	Where is the upper part of the painting signed as ` IOANNESS BELLINVS ' the upper part of the painting was cut?	at the bottom
		The chromatic values of the painting are reminiscent of the way Piero della Francesca used color in the mid-fifteenth century to unfold the perspective of his images	What are the chromatic values of the painting reminiscent of?	of the way Piero della Francesca used color in the mid-fifteenth century to unfold the perspective of his images
		The upper part of the painting was cut, it is signed at the bottom as ` IOANNESS BELLINVS '.	What is signed at the bottom as ` IOANNESS BELLINVS ' the upper part of the painting was cut?	the upper part of the painting
		The upper part of the painting was cut, it is signed at the bottom as ` IOANNESS BELLINVS '.	What is the upper part of the painting signed at as ` IOANNESS BELLINVS ' the upper part of the painting was cut?	at the bottom
		The upper part of the painting was cut, it is signed at the bottom as ` IOANNESS BELLINVS '.	What is the upper part of the painting signed at the bottom as the upper part of the painting was cut?	as ` IOANNESS BELLINVS '
29733-stillif1.jpg	Grapes, grapevine leaves, two pears, and a peach rest upon a small metal fruit stand with gold trim, while a few bees flutter above the dish, drawn to the sweet fragrance of the fruit. This is a composition dear to Nuvolone, who repeats it in several versions, including ones with the fruit placed on a low chiseled dish or in a bowl. Nuvolone's composition is presumably a reworking of Fede Galizia's models, the fruit stand, in particular, was known to have been used by her beginning with her earliest works			
		Nuvolone's composition is presumably a reworking of Fede Galizia's models, the fruit stand, in particular, was known to have been used by her beginning with her earliest works	What is presumably a reworking of Fede Galizia's models?	Nuvolone's composition
		Nuvolone's composition is presumably a reworking of Fede Galizia's models, the fruit stand, in particular, was known to have been used by her beginning with her earliest works	What is the fruit stand in?	in particular
		Grapes, grapevine leaves, two pears, and a peach rest upon a small metal fruit stand with gold trim, while a few bees flutter above the dish, drawn to the sweet fragrance of the fruit.	What stand with gold trim?	grapes, grapevine leaves, two pears, and a peach rest upon a small metal fruit
		Nuvolone's composition is presumably a reworking of Fede Galizia's models, the fruit stand, in particular, was known to have been used by her beginning with her earliest works	What is in particular?	the fruit stand
		Nuvolone's composition is presumably a reworking of Fede Galizia's models, the fruit stand, in particular, was known to have been used by her beginning with her earliest works	What is Nuvolone's composition presumably a reworking of?	of Fede Galizia's models
		Nuvolone's composition is presumably a reworking of Fede Galizia's models, the fruit stand, in particular, was known to have been used by her beginning with her earliest works	Who is Nuvolone's composition presumably?	a reworking of Fede Galizia's models
