img	comment	related text	question	answer
		Jan Davidsz de Heem arrived in Antwerp in 1636 and brought to still-life painting a more simplified sense of composition and a more intimate atmosphere.	What do Jan Davidsz de Heem bring to still-life painting?	a more simplified sense of composition and a more intimate atmosphere
		Jan Davidsz de Heem arrived in Antwerp in 1636 and brought to still-life painting a more simplified sense of composition and a more intimate atmosphere.	When did Jan Davidsz de Heem arrive in Antwerp?	in 1636
		Jan Davidsz de Heem arrived in Antwerp in 1636 and brought to still-life painting a more simplified sense of composition and a more intimate atmosphere.	What did Jan Davidsz de Heem arrive in in 1636?	in Antwerp
		Jan Davidsz de Heem arrived in Antwerp in 1636 and brought to still-life painting a more simplified sense of composition and a more intimate atmosphere.	Who arrived in Antwerp in 1636?	Jan Davidsz de Heem
17543-01portra.jpg	Jean II Carondelet (1469-1545), was a Burgundian cleric, politician, jurist and one of the most important advisors to Charles V, Holy Roman Emperor. He was a patron of Erasmus and a brother of Ferry Carondelet.This sensitively rendered portrait shows the hallmarks of Gossart's early style: the tightly cropped composition; the plain, dark background; the conservative pose of the sitter, which emulates earlier examples from Bruges, namely, portraits by Hans Memling			
		Jean II Carondelet, was a Burgundian cleric, politician, jurist and one of the most important advisors to Charles V, Holy Roman Emperor.	Who was a Burgundian cleric, politician, jurist and one of the most important advisors to Charles V?	Jean II Carondelet
		He was a patron of Erasmus and a brother of Ferry Carondelet.	Who was a patron of Erasmus and a brother of Ferry Carondelet?	Charles V
		Jean II Carondelet, was a Burgundian cleric, politician, jurist and one of the most important advisors to Charles V, Holy Roman Emperor.	What was Jean II Carondelet a Burgundian cleric, politician, jurist and one of the most important advisors to?	to Charles V
		Jean II Carondelet, was a Burgundian cleric, politician, jurist and one of the most important advisors to Charles V, Holy Roman Emperor.	Who was Holy Roman Emperor?	Charles V
		Jean II Carondelet, was a Burgundian cleric, politician, jurist and one of the most important advisors to Charles V, Holy Roman Emperor.	Who was Jean II Carondelet to Charles V?	a Burgundian cleric, politician, jurist and one of the most important advisors
		He was a patron of Erasmus and a brother of Ferry Carondelet.	Who was Charles V?	a patron of Erasmus and a brother of Ferry Carondelet
42296-0714vela.jpg	For reasons of religious scruple, the female nude was rarely represented in Spanish art, although the royal collection was rich in mythological nudes by Titian and other Venetian Renaissance masters. The Toilet of Venus, called the 'Rokeby Venus' after Rokeby Hall in Yorkshire where it hung in the nineteenth century, is the only surviving picture of this kind by Vel�zquez - one other, now lost, is recorded - and remained unique in Spain until Goya depicted the Naked Maja, which was probably inspired by it. Painted either just before or during Vel�zquez's second visit to Italy in 1648-52, the Venus was recorded in 1651 in the collection of the young son of Philip IV's prime minister, famous both for his womanising and his patronage of art. He was later to become Marqu�s of Carpio and later still Viceroy of Naples, and it must have been his standing at court which enabled him to commission such a painting without fear of the Inquisition.If the subject of this picture is a conflation of the Venetian Renaissance inventions of 'Venus at her mirror with Cupid' and 'Reclining Venus', its all-pervasive theme is reflection. Venus reflects on her beauty, reflected in the mirror; since we can dimly see her face, we know that ours can be seen by her, and she may be thought to reflect on the effect her beauty has on us. Vel�zquez has reflected long before his canvas and the living model - for this girl, with her small waist and jutting hip, does not resemble the fuller, more rounded Italian nudes inspired by ancient sculpture, and she wears her hair in a modern style. Only the presence of the plumply and innocently deferential Cupid transforms her into a goddess. The painter has moulded her body with infinitely scrupulous and tender gradations of colour, white, pink, grey and muted black and red, and the grey-black satin which reflects on her luminous skin itself shimmers with pearly reflections of flesh-tones. Streaks of pink, white and grey loop in ribbons around the ebony frame of the mirror. Even more astonishing is the single brushstroke, laden with black paint, tracing the line that runs beneath her body from the middle of the back to below her calf. Both the exact notation of appearance and such free and spontaneous touches are the fruit of lengthy meditation and practice.The very genesis of the painting may have been an act of reflection. The suggestion has been made that it was designed as a harmonious contrast to a nude Dana&#235; (later transformed into a Venus) attributed to Tintoretto. By 1677 both were incorporated, probably as a pair, in the decoration of a ceiling in one of Carpio's palaces. The Dana&#235;-Venus, recently rediscovered in a private collection in Europe, is of nearly identical dimensions and a virtual mirror image of Vel�zquez's Venus: the figure reclining in a landscape in the same pose, but facing the viewer, and on red drapery. The witty reversal echoes Titian's procedure in the mythological poesie ('poems') painted for Philip IV's grandfather Philip II and still in the royal collection, in which he promised to show the different aspects of the naked female form. But, typically of Vel�zquez, in this haunting successor to the more sensuous and exuberant Renaissance works, the narrative and the poetry consist in the act of looking and being looked at.During the Inquisition pictures were censored and artists who painted licentious or immoral paintings were excommunicated, fined very heavily and banished. Rather than punish so notable an artist as Vel�zquez, his Venus was accepted. Cupid and the face to be seen in the looking-glass were, in all probability, strongly overpainted in the eighteenth century.The toilet of Venus is a timeless theme of sensuous seduction. You can view other depictions of Venus at Her Toilet in the Web Gallery of Art			
		He was later to become Marqus of Carpio and later still Viceroy of Naples, and it must have been his standing at court which enabled him to commission such a painting without fear of the Inquisition.	Who was later to become Marqus of Carpio and later still Viceroy of Naples?	he
		Both the exact notation of appearance and such free and spontaneous touches are the fruit of lengthy meditation and practice.	What are both the exact notation of appearance and such free and spontaneous touches?	the fruit of lengthy meditation and practice
		By 1677 both were incorporated, probably as a pair, in the decoration of a ceiling in one of Carpio's palaces.	When were both incorporated?	by 1677
		During the Inquisition pictures were censored and artists who painted licentious or immoral paintings were excommunicated, fined very heavily and banished.	Who were fined very heavily?	artists who painted licentious or immoral paintings
		The toilet of Venus is a timeless theme of sensuous seduction.	What is the toilet of Venus?	a timeless theme of sensuous seduction
		For reasons of religious scruple, the female nude was rarely represented in Spanish art, although the royal collection was rich in mythological nudes by Titian and other Venetian Renaissance masters.	What was the female nude rarely represented in for reasons of religious scruple?	in Spanish art
09983-landscap.jpg	The present signed and dated oil sketch was in the collection of the Metropolitan Museum of Art, New York. It was sold for the acquisitions fund in 2015			
		It was sold for the acquisitions fund in 2015	What was sold for the acquisitions fund in 2015?	the present signed and dated oil sketch
		It was sold for the acquisitions fund in 2015	What was the present signed and dated oil sketch sold for in 2015?	for the acquisitions fund
		The present signed and dated oil sketch was in the collection of the Metropolitan Museum of Art, New York.	What was in the collection of the Metropolitan Museum of Art?	the present signed and dated oil sketch
		The present signed and dated oil sketch was in the collection of the Metropolitan Museum of Art, New York.	What was the present signed and dated oil sketch in?	in the collection of the Metropolitan Museum of Art
		The present signed and dated oil sketch was in the collection of the Metropolitan Museum of Art, New York.	What was Art?	New York
		The present signed and dated oil sketch was in the collection of the Metropolitan Museum of Art, New York.	What was New York?	Art
42718-shipwrek.jpg	Vernet's repertoire was a limited one, consisting of landscapes, more-or-less reminiscent of Tivoli with its picturesque hills, overhanging rocks, waterfalls, and pastoral staffage; or more commonly marines, showing a rocky Italianate coastline, usually populated with fisherfolk, or a seaboard tamed by the hand of man into harbour with a mole and lighthouse reminiscent of Naples and represented at different times of day and in different weather conditions. Within this formulaic types, there was a considerable variety of pictorial motifs, which Vernet could mix and match with such a degree of invention that in an oeuvre of about two thousand paintings he never exactly repeated himself, except when he may have made an autograph replica. The Shipwreck is a characteristic work depicting a subject which Vernet painted in several versions			
		The Shipwreck is a characteristic work depicting a subject which Vernet painted in several versions	What is the Shipwreck?	a characteristic work depicting a subject which Vernet painted in several versions
		The Shipwreck is a characteristic work depicting a subject which Vernet painted in several versions	What is a characteristic work depicting a subject which Vernet painted in several versions?	the Shipwreck
12307-4bern.jpg	A feeling of tenderness permeates the radiant Madonna of Bern, where the Virgin and Child are portrayed in a loving embrace. The gesture of intimate affection is taken from Byzantine iconography, from the motif of the Glykophilousa, in which Mary, with a presentiment of the sad future, clasps the Infant Jesus urgently to her breast. A closer reference can be seen in the Madonna in Bologna on which Duccio worked as an assistant of Cimabue, but its size and the barely indicated gesture greatly reduce the sense of intimate tenderness. The typology of the throne, decorated with Cosmati-like inlays and already experimented in several variations in the window of the apse, follows the lines of Gothic architecture, while the characteristic curling edge of Mary's dress evens out into a smooth gilt border			
		The gesture of intimate affection is taken from Byzantine iconography, from the motif of the Glykophilousa, in which Mary, with a presentiment of the sad future, clasps the Infant Jesus urgently to her breast.	What is taken from Byzantine iconography?	the gesture of intimate affection
		The gesture of intimate affection is taken from Byzantine iconography, from the motif of the Glykophilousa, in which Mary, with a presentiment of the sad future, clasps the Infant Jesus urgently to her breast.	What is Mary with?	with a presentiment of the sad future
		A closer reference can be seen in the Madonna in Bologna on which Duccio worked as an assistant of Cimabue, but its size and the barely indicated gesture greatly reduce the sense of intimate tenderness.	Where can a closer reference be seen in the Madonna on which Duccio worked as an assistant of Cimabue?	in Bologna
		A feeling of tenderness permeates the radiant Madonna of Bern, where the Virgin and Child are portrayed in a loving embrace.	Who are portrayed in a loving at the radiant Madonna of Bern?	the Virgin and Child
		A feeling of tenderness permeates the radiant Madonna of Bern, where the Virgin and Child are portrayed in a loving embrace.	Who are the Virgin and Child portrayed in a loving at?	at the radiant Madonna of Bern
		A closer reference can be seen in the Madonna in Bologna on which Duccio worked as an assistant of Cimabue, but its size and the barely indicated gesture greatly reduce the sense of intimate tenderness.	What greatly reduce the sense of intimate tenderness?	a closer reference's size and the barely indicated gesture
22481-07annun1.jpg	Filippino Lippi's skills as a designer are well demonstrated in the painted tondi representing the Annunciation, with their richly carved Renaissance frames. (The pendant picture shows the Virgin.) Within a carefully modulated interior setting with distant views on either side, the Archangel Gabriel holds the lily in his left hand. This is his first documented work, and already Lippi proves himself to be highly skilled			
		Within a carefully modulated interior setting with distant views on either side, the Archangel Gabriel holds the lily in his left hand.	Who holds the lily in his left hand within a carefully modulated interior setting with distant views on either side?	the Archangel Gabriel
		This is his first documented work, and already Lippi proves himself to be highly skilled	Who proves himself to be highly skilled?	Lippi
		Filippino Lippi's skills as a designer are well demonstrated in the painted tondi representing the Annunciation, with their richly carved Renaissance frames.	Whose skills as a designer are well demonstrated in the painted tondi representing the Annunciation?	Filippino Lippi's skills as a designer
		Within a carefully modulated interior setting with distant views on either side, the Archangel Gabriel holds the lily in his left hand.	What does the Archangel Gabriel hold within a carefully modulated interior setting with distant views on either side?	the lily in his left hand
		Within a carefully modulated interior setting with distant views on either side, the Archangel Gabriel holds the lily in his left hand.	What does the Archangel Gabriel hold the lily in his left hand within?	within a carefully modulated interior setting with distant views on either side
		This is his first documented work, and already Lippi proves himself to be highly skilled	What is the Archangel Gabriel's first documented work?	this
11291-313delac.jpg	"The picture is a fragment cut out of a larger painting portraying Chopin beside George Sand.Fr�d�ric Fran�ois Chopin (1810-1849) was a Polish pianist and composer. He is widely regarded as one of the most famous, influential and admired composers for the piano.He was born Fryderyk Franciszek Chopin in the village of &#175;elazowa Wola, Poland, to a Polish mother and French expatriate father. Hailed as a child prodigy in his homeland, Chopin left for Paris at the age of 20. In Paris, he made a career as a performer and teacher as well as a composer, and adopted the French variant of his name, ""Fr�d�ric-Fran�ois"". He had a turbulent 10-year relationship with the French writer George Sand from 1837 to 1847. Always in fragile health, he succumbed to pulmonary tuberculosis at the age of 39."			
		Always in fragile health, he succumbed to pulmonary tuberculosis at the age of 39.''	Who succumbed to pulmonary tuberculosis at the age of 39 always in fragile health?	he
		In Paris, he made a career as a performer and teacher as well as a composer, and adopted the French variant of his name,'' ``Frdric-Franois''''.	What was ``Frdric-Franois''?	Chopin's name
		In Paris, he made a career as a performer and teacher as well as a composer, and adopted the French variant of his name,'' ``Frdric-Franois''''.	Whose name was ``Frdric-Franois''?	Chopin's name
		He was born Fryderyk Franciszek Chopin in the village of &#175; elazowa Wola, Poland, to a Polish mother and French expatriate father.	Who was Chopin born Fryderyk Franciszek Chopin in the village of &#175; elazowa Wola to?	to a Polish mother and French expatriate father
		In Paris, he made a career as a performer and teacher as well as a composer, and adopted the French variant of his name,'' ``Frdric-Franois''''.	What adopted the French variant of his name?	Chopin
		Always in fragile health, he succumbed to pulmonary tuberculosis at the age of 39.''	What succumbed to pulmonary tuberculosis at the age of 39 always in fragile health?	Chopin
20427-portjane.jpg	This signed and dated painting represents the three-quarter length portrait of Jane, n�e Savage, Countess of Winchester (1606-1631) wearing a red embroidered d�collet� dress, standing by a green-upholstered chair decorated with gold stitching. She was a noted court beauty, and her passing was noted in verses by Milton and Jonson. The present painting was commissioned to mark her demise, and finished the year after her death.Jackson's art is purely English, and little influenced by the arrival in England of such painters as Paul van Somer, Daniel Mytens or Anthony van Dyck. His work looks back to the flat hieratic style of the late Elizabethan Court, and he devotes infinite care to the rendition of surfaces, colours and textures whilst seeming to be indifferent to the niceties of perspective.			
		Jackson's art is purely English, and little influenced by the arrival in England of such painters as Paul van Somer, Daniel Mytens or Anthony van Dyck.	What is purely English?	Jackson's art
		His work looks back to the flat hieratic style of the late Elizabethan Court, and he devotes infinite care to the rendition of surfaces, colors and textures whilst seeming to be indifferent to the niceties of perspective.	What are surfaces?	colors and textures
		His work looks back to the flat hieratic style of the late Elizabethan Court, and he devotes infinite care to the rendition of surfaces, colors and textures whilst seeming to be indifferent to the niceties of perspective.	What does Jane, ne Savage, Countess's work look back to?	to the flat hieratic style of the late Elizabethan Court,
		This signed and dated painting represents the three-quarter length portrait of Jane, ne Savage, Countess of Winchester wearing a red embroidered dcollet dress, standing by a green-upholstered chair decorated with gold stitching.	What stands by a green-upholstered chair decorated with gold stitching?	this signed and dated painting
		She was a noted court beauty, and her passing was noted in verses by Milton and Jonson.	What was noted in verses by Milton and Jonson?	her passing
		His work looks back to the flat hieratic style of the late Elizabethan Court, and he devotes infinite care to the rendition of surfaces, colors and textures whilst seeming to be indifferent to the niceties of perspective.	What does Jane, ne Savage, Countess devote to the rendition of surfaces?	infinite care
35471-09mythol.jpg	Rubens decorated the external wall of his studio with several murals in grisaille, which could be interpreted as pictorial reconstructions of famous paintings by such Greek artists as Apelles and Timanthes known only from contemporary written descriptions. It has been established that these grisaille scenes were inspired by the narrative style of classic reliefs. The Drunken Hercules is even a direct adaptation of a now lost Roman relief			
		Rubens decorated the external wall of his studio with several murals in grisaille, which could be interpreted as pictorial reconstructions of famous paintings by such Greek artists as Apelles and Timanthes known only from contemporary written descriptions.	Who could grisaille be interpreted as pictorial reconstructions of famous paintings by such Greek artists as?	as Apelles and Timanthes known only from contemporary written descriptions
		Rubens decorated the external wall of his studio with several murals in grisaille, which could be interpreted as pictorial reconstructions of famous paintings by such Greek artists as Apelles and Timanthes known only from contemporary written descriptions.	Who could grisaille be interpreted as pictorial reconstructions of famous paintings by as Apelles and Timanthes known only from contemporary written descriptions?	by such Greek artists
		Rubens decorated the external wall of his studio with several murals in grisaille, which could be interpreted as pictorial reconstructions of famous paintings by such Greek artists as Apelles and Timanthes known only from contemporary written descriptions.	What could be interpreted as pictorial reconstructions of famous paintings by such Greek artists as Apelles and Timanthes known only from contemporary written descriptions?	grisaille
		The Drunken Hercules is even a direct adaptation of a now lost Roman relief	Who is even a direct adaptation of a now lost Roman relief?	the Drunken Hercules
		The Drunken Hercules is even a direct adaptation of a now lost Roman relief	What is the Drunken Hercules even a direct adaptation of?	of a now lost Roman relief
		Rubens decorated the external wall of his studio with several murals in grisaille, which could be interpreted as pictorial reconstructions of famous paintings by such Greek artists as Apelles and Timanthes known only from contemporary written descriptions.	When could grisaille be interpreted by such Greek artists as Apelles and Timanthes known only from contemporary written descriptions?	as pictorial reconstructions of famous paintings
40123-portlady.jpg	The sitter of the portrait is possibly the Poet Maddalena Salvetti (1557-1610). She is depicted in a green dress and pearls, standing at a draped table, with a pet squirrel. It is likely that this portrait was commissioned to celebrate the marriage in 1572 of Maddalena Salvetti to Zanobi Acciaiolli (1548-1613), a commander in the Order of Saint Stephen.Previous attributions of the portrait have been made to Agnolo Bronzino and Maso da San Friano			
		The sitter of the portrait is possibly the Poet Maddalena Salvetti.	Who is the sitter of the portrait possibly?	the Poet Maddalena Salvetti
		Previous attributions of the portrait have been made to Agnolo Bronzino and Maso da San Friano	What have been made to Agnolo Bronzino and Maso da San Friano?	previous attributions of the portrait
		She is depicted in a green dress and pearls, standing at a draped table, with a pet squirrel.	Who is depicted in a green dress and pearls?	she
		It is likely that this portrait was commissioned to celebrate the marriage in 1572 of Maddalena Salvetti to Zanobi Acciaiolli, a commander in the Order of Saint Stephen.	Who is a commander in the Order of Saint Stephen?	Zanobi Acciaiolli
		Previous attributions of the portrait have been made to Agnolo Bronzino and Maso da San Friano	Who have previous attributions of the portrait been made to?	to Agnolo Bronzino and Maso da San Friano
		The sitter of the portrait is possibly the Poet Maddalena Salvetti.	Who is possibly the Poet Maddalena Salvetti?	the sitter of the portrait
32765-04oddi1.jpg	Extant drawings demonstrate the tremendous amount of thought which Raphael put into the realization of the Oddi Altarpiece and some details, notably the highly individual faces of the Apostles and the serene landscape in the background, are quite masterful. But the most meaningful passages are found in the predella scenes: the vast space which opens out beneath the colonnades of the Annunciation; the highly animated Adoration of the Magi; and the free quality of the atmosphere in the Presentation in the Temple, which foreshadows the extraordinary spatial intuition of some of the artist's future Vatican compositions			
16890-duchess1.jpg	Charlotte-Agla� d'Orl�ans (1700-1761) was the third daughter of Philippe d'Orl�ans (1674-1723) and Fran�oise Marie de Bourbon (1677-1749). By her marriage she became the Duchess of Modena in 1737			
		By her marriage she became the Duchess of Modena in 1737	Who did Franoise Marie become the Duchess of in 1737 by her marriage?	of Modena
		By her marriage she became the Duchess of Modena in 1737	Who did Franoise Marie become in 1737 by her marriage?	the Duchess of Modena
		Charlotte-Agla d'Orlans was the third daughter of Philippe d'Orlans and Franoise Marie de Bourbon.	Who was charlotte-Agla d'Orlans de Bourbon?	the third daughter of Philippe d'Orlans and Franoise Marie
		By her marriage she became the Duchess of Modena in 1737	When did Franoise Marie become the Duchess of Modena by her marriage?	in 1737
		Charlotte-Agla d'Orlans was the third daughter of Philippe d'Orlans and Franoise Marie de Bourbon.	Who was the third daughter of Philippe d'Orlans and Franoise Marie de Bourbon?	charlotte-Agla d'Orlans
		Charlotte-Agla d'Orlans was the third daughter of Philippe d'Orlans and Franoise Marie de Bourbon.	Who was charlotte-Agla d'Orlans the third daughter of Philippe d'Orlans and Franoise Marie de?	de Bourbon
00330-annuncia.jpg	The layout of the composition played on the beam of light directed behind the Virgin Mary and the vivid piece of still-life in the foreground are already features of seventeenth-century painting			
		The layout of the composition played on the beam of light directed behind the Virgin Mary and the vivid piece of still-life in the foreground are already features of seventeenth-century painting	What are the layout of the composition played on the beam of light directed behind the Virgin Mary and the vivid piece of still-life in the foreground already features of?	of seventeenth-century painting
		The layout of the composition played on the beam of light directed behind the Virgin Mary and the vivid piece of still-life in the foreground are already features of seventeenth-century painting	What are already features of seventeenth-century painting?	the layout of the composition played on the beam of light directed behind the Virgin Mary and the vivid piece of still-life in the foreground
		The layout of the composition played on the beam of light directed behind the Virgin Mary and the vivid piece of still-life in the foreground are already features of seventeenth-century painting	What are the layout of the composition played on the beam of light directed behind the Virgin Mary and the vivid piece of still-life in the foreground already?	features of seventeenth-century painting
00201-holy_fam.jpg	The composition and figural types of this Holy Family or The Rest on the Flight into Egypt, especially the statuesque Madonna, owe much to Annibale Carracci, while the soft modeling and freshness of colour, emphasized by the luminosity of the copper support, is highly characteristic of Albani			
08854-06crusad.jpg	Close to, and trading with, the Near East, Venice was often the point of departure for crusaders. Many mercantile colonies from Egypt and Turkey were also settled in Venice, so Venetian artists knew the garb of all these lands. his can be seen in the Healing of Anianus, an unusually strong panel by Cima da Conegliano, later enlarged at top and bottom. Undated, this large work was one of four for the chapel of the Lucchese silk weavers, located in the Venetian church of Santa Maria dei Crocicchieri (Crusaders)			
		Close to, and trading with, the Near East, Venice was often the point of departure for crusaders.	What was often the point of departure for crusaders the Near East?	Venice
		Undated, this large work was one of four for the chapel of the Lucchese silk weavers, located in the Venetian church of Santa Maria dei Crocicchieri	Who were located in the Venetian church of Santa Maria dei Crocicchieri?	the Lucchese silk weavers
		his can be seen in the Healing of Anianus, an unusually strong panel by Cima da Conegliano, later enlarged at top and bottom.	What can be seen in the Healing of Anianus by Cima da Conegliano, later enlarged at top and bottom?	his
		Many mercantile colonies from Egypt and Turkey were also settled in Venice, so Venetian artists knew the garb of all these lands.	What did venetian artists know the garb of?	of all these lands
		Close to, and trading with, the Near East, Venice was often the point of departure for crusaders.	What was Venice often the point of departure for crusaders Near?	the Near East
		Many mercantile colonies from Egypt and Turkey were also settled in Venice, so Venetian artists knew the garb of all these lands.	Where were many mercantile colonies from Egypt and Turkey also settled?	in Venice
41996-judith.jpg	The figure of Judith emerges from the obscurity of the background with crude determination, rivaling the best productions of the Caravaggisti, particularly Bartolomeo Manfredi.			
		The figure of Judith emerges from the obscurity of the background with crude determination, rivaling the best productions of the Caravaggisti, particularly Bartolomeo Manfredi.	What does the figure of Judith emerge from?	from the obscurity of the background with crude determination
		The figure of Judith emerges from the obscurity of the background with crude determination, rivaling the best productions of the Caravaggisti, particularly Bartolomeo Manfredi.	What rivals the best productions of the Caravaggisti?	the figure of Judith
		The figure of Judith emerges from the obscurity of the background with crude determination, rivaling the best productions of the Caravaggisti, particularly Bartolomeo Manfredi.	What emerges from the obscurity of the background with crude determination?	the figure of Judith
		The figure of Judith emerges from the obscurity of the background with crude determination, rivaling the best productions of the Caravaggisti, particularly Bartolomeo Manfredi.	Who is Bartolomeo Manfredi?	the Caravaggisti
		The figure of Judith emerges from the obscurity of the background with crude determination, rivaling the best productions of the Caravaggisti, particularly Bartolomeo Manfredi.	What does the figure of Judith rival?	the best productions of the Caravaggisti
		The figure of Judith emerges from the obscurity of the background with crude determination, rivaling the best productions of the Caravaggisti, particularly Bartolomeo Manfredi.	Who is the Caravaggisti?	Bartolomeo Manfredi
20347-saint_pr.jpg	Jorge Ingl�s, as his name implies, was an Englishman, or possibly a Fleming, who had settled in Spain. His career is typical of that curious process of assimilation so frequently experienced by the foreign painters who came to Spain and made their home there. The lyrical refinement of his earlier work gradually gives way to an overriding concern for narration and feeling that borders on expressionism			
		Jorge Ingls, as his name implies, was an Englishman, or possibly a Fleming, who had settled in Spain.	Who had settled in Spain?	the Englishman, or possibly the Fleming
		Jorge Ingls, as his name implies, was an Englishman, or possibly a Fleming, who had settled in Spain.	Where had the Englishman, or possibly the Fleming settled?	in Spain
		Jorge Ingls, as his name implies, was an Englishman, or possibly a Fleming, who had settled in Spain.	Who was Jorge Ingls?	an Englishman, or possibly a Fleming
		Jorge Ingls, as his name implies, was an Englishman, or possibly a Fleming, who had settled in Spain.	What had the Englishman, or possibly the Fleming settled in?	in Spain
		Jorge Ingls, as his name implies, was an Englishman, or possibly a Fleming, who had settled in Spain.	Who was an Englishman, or possibly a Fleming?	Jorge Ingls
14728-allegory.jpg	Galeotti formed his style on Pietro da Cortona, Luca Giordano, and Sebastiano Ricci			
