img	comment	related text	question	answer
32347-15ignazi.jpg	The effect of the simulated cupola rests largely on the figural groupings on the pendentives, which were executed immediately after the canvas with the painted cupola was put in place. Painted on actual concave pendentives, they make the sham cupola more believable, especially when viewed from the entrance. The monumental figures (Judith, David, Samson, Jael) have an imposing physicality, emphasized by their bright colours and strong contrasts			
		Painted on actual concave pendentives, they make the sham cupola more believable, especially when viewed from the entrance.	What was painted on actual concave pendentives?	the figural groupings on the pendentives, which were executed immediately after the canvas with the painted cupola was put in place
		The effect of the simulated cupola rests largely on the figural groupings on the pendentives, which were executed immediately after the canvas with the painted cupola was put in place.	What rests largely on the figural groupings on the pendentives?	the effect of the simulated cupola
		Painted on actual concave pendentives, they make the sham cupola more believable, especially when viewed from the entrance.	Who was the figural groupings on the pendentives, which were executed immediately after the canvas with the painted cupola was put in place painted on?	on actual concave pendentives
		The effect of the simulated cupola rests largely on the figural groupings on the pendentives, which were executed immediately after the canvas with the painted cupola was put in place.	Where was the canvas with the painted cupola put?	in place
		Painted on actual concave pendentives, they make the sham cupola more believable, especially when viewed from the entrance.	What make the sham cupola more believable?	the figural groupings on the pendentives, which were executed immediately after the canvas with the painted cupola was put in place
		The monumental figures (Judith, David, Samson, Jael) have an imposing physicality, emphasized by their bright colors and strong contrasts	What do the monumental figures have contrasts?	an imposing physicality
42297-0801vela.jpg	"""Las Meninas"" is a Portuguese word used to name the Maids of Honour of the Royal children in the 17th century.Las Meninas or The Royal Family is one of the great problem pictures in the history of art. An almost infinite number of interpretations have now been proposed for the scene it shows. At first sight, however, Las Meninas seems to present no problems at all, and indeed appears perfectly straightforward in its sober geometry and good-humoured clarity.It is set in a room in the Alc�zar, equipped by Vel�zquez as a studio, and shows the heiress to the throne, the Infanta Margarita, with her court. Palomino names all those present. The queen's maid of honour, Dona Maria Agustina Sarmiento, one of the meninas, is kneeling at the Infanta's feet, handing her a jug of water. The other maid of honour, Dona Isabel de Velasco stands behind the princess, and beside her we see the grotesquely misshapen female dwarf Mari-B�rbola and the male dwarf Nicolasico Pertusato; the latter, as Palomino points out, is placing his foot on the mastiff lying in front of the group to demonstrate the lethargic animal's good temper. Further back, almost swallowed up in the shadows, are a man described only as guardadamas - a guard or escort to the ladies - and the lady in waiting Do&#241;a Marcela de Ulloa.Vel�zquez is standing with brush and palette in front of a tall canvas; we can see only the back of it. There are some large pictures hanging on the back wall of the room. Two of them were painted by Vel�zquez's son-in-law, Mazo, from models by Rubens, and show scenes from Ovid's Metamorphoses, one of them another version of the punishment of Arachne. The princess's parents, the king and queen, appear in a dark frame below these pictures, probably the glass of a mirror. To the right of the mirror, on a flight of steps leading up to a doorway and a brightly lit adjoining room, stands Jose Nieto, the queen's palace marshal.There are several basic questions that have been asked again and again about this picture. What is Vel�zquez painting on the front of the canvas that is hidden from us? Where did he stand in order to paint the scene and himself in it? What is the source of the image in the mirror - that is, just where in the room must the royal couple have been standing for their reflection to appear? And finally, is there any significance in the fact that the red cross of the Order of Santiago is prominently applied to the artist's clothing?It was long thought that Vel�zquez was creating a picture without any metaphysical or speculative reference, and was merely recording a fleeting moment in permanent form, as if in a snapshot. According to this theory the subject was no more than an ordinary scene of palace life.A different hypothesis is put forward by art historians, who believe that intellect and keen perspicacity, as well as the artist's eye and hand, were involved in the painting of Las Meninas. The largest number of interpretations have been put forward for the mirror on the back wall, sometimes also thought to be a painted canvas. Much learned industry has also been applied to the question of location: in which room in the palace is this scene taking place? Despite the riddles hidden in the painting of Las Meninas we must not overlook its artistic mastery, particularly as expressed in the figure of the Infanta Margarita surrounded by people of lesser birth. For it was on the princess that the dynastic hopes of the Spanish Habsburgs rested after the death of Prince Baltasar Carlos"			
		It is set in a room in the Alczar, equipped by Velzquez as a studio, and shows the heiress to the throne, the Infanta Margarita, with her court.	Who is the Alczar equipped by as a studio?	by Velzquez
		To the right of the mirror, on a flight of steps leading up to a doorway and a brightly lit adjoining room, stands Jose Nieto, the queen's palace marshal.	Who is Jose Nieto?	the queen's palace marshal
		A different hypothesis is put forward by art historians, who believe that intellect and keen perspicacity, as well as the artist's eye and hand, were involved in the painting of Las Meninas.	What do art historians believe in?	that intellect and keen perspicacity were involved in the painting of Las Meninas
		At first sight, however, Las Meninas seems to present no problems at all, and indeed appears perfectly straightforward in its sober geometry and good-humoured clarity.	What does Las Meninas seem to present no problems at?	at all
		It is set in a room in the Alczar, equipped by Velzquez as a studio, and shows the heiress to the throne, the Infanta Margarita, with her court.	What is the Alczar equipped by Velzquez as?	as a studio
		A different hypothesis is put forward by art historians, who believe that intellect and keen perspicacity, as well as the artist's eye and hand, were involved in the painting of Las Meninas.	What do art historians believe that intellect and keen perspicacity were involved in?	in the painting of Las Meninas
16465-1crucifi.jpg	In contrast to earlier representations of Christ on the Cross, such as those by his teacher Cimabue, Giotto emphasizes the earthly heaviness of the body: the head sinks deeply forward and the almost plump body sags. The human side of the Son of God is made clear. Mary and John look down sorrowfully from the horizontal ends of the cross at the dead Lord.This, probably Giotto's earliest surviving work, is the largest and most ambitious of the shaped panels of Christ on the cross painted by Giotto. Although his limited anatomical knowledge prevented him attaining the realism of his later crucifixes (in Padua and Rimini), Giotto's break with Byzantine tradition is clear. This can be seen from the natural pose, the sense of real weight in the way Christ's body so painfully hangs, the basic simplicity of the loin-cloth, and the realism of the two feet fixed with a single nail			
		Although his limited anatomical knowledge prevented him attaining the realism of his later crucifixes (in Padua and Rimini), Giotto's break with Byzantine tradition is clear.	Whose break with Byzantine tradition is clear?	Giotto's break with Byzantine tradition
		Although his limited anatomical knowledge prevented him attaining the realism of his later crucifixes (in Padua and Rimini), Giotto's break with Byzantine tradition is clear.	What is clear?	Giotto's break with Byzantine tradition
		This, probably Giotto's earliest surviving work, is the largest and most ambitious of the shaped panels of Christ on the cross painted by Giotto.	What is the largest and most ambitious of the shaped panels of Christ on the cross painted by Giotto?	this
		Although his limited anatomical knowledge prevented him attaining the realism of his later crucifixes (in Padua and Rimini), Giotto's break with Byzantine tradition is clear.	Who did the Son of God's limited anatomical knowledge prevent attaining the realism of his later crucifixes?	him
		Mary and John look down sorrowfully from the horizontal ends of the cross at the dead Lord.	What do Mary and John look down sorrowfully from?	from the horizontal ends of the cross at the dead Lord
		Although his limited anatomical knowledge prevented him attaining the realism of his later crucifixes (in Padua and Rimini), Giotto's break with Byzantine tradition is clear.	What prevented him attaining the realism of his later crucifixes?	the Son of God's limited anatomical knowledge
31067-2august4.jpg	In 1454 Piero agreed to paint a polyptych for the Augustinians of Borgo San Sepolcro; the painting was to be finished within eight years and was intended for their monastery. As usual, the work was not completed until much later. The polyptych later dismembered and the panels were scattered. It was only in the twentieth century that scholars succeeded in reconstructing this work. Among the parts of the polyptych that have unfortunately not survived there is also the central panel which represented the Virgin Enthroned.St Nicholas of Tolentino was one of the four side panels depicting four saints (St Augustine and St Michael at the left side and St John the Evangelist and St Nicholas of Tolentino at the right).St Nicholas of Tolentino is a more original figure than the others in the polyptych: the austere and calm features of his round face almost create a the effect of a portrait			
		In 1454 Piero agreed to paint a polyptych for the Augustinians of Borgo San Sepolcro; the painting was to be finished within eight years and was intended for their monastery.	What was the painting intended for?	for 1454's monastery
		In 1454 Piero agreed to paint a polyptych for the Augustinians of Borgo San Sepolcro; the painting was to be finished within eight years and was intended for their monastery.	Who did Piero agree to paint for the Augustinians of Borgo San Sepolcro in 1454?	a polyptych
		In 1454 Piero agreed to paint a polyptych for the Augustinians of Borgo San Sepolcro; the painting was to be finished within eight years and was intended for their monastery.	Who agreed to paint a polyptych for the Augustinians of Borgo San Sepolcro in 1454?	Piero
		As usual, the work was not completed until much later.	What was not completed until much later?	the work
		St Nicholas of Tolentino was one of the four side panels depicting four saints (St Augustine and St Michael at the left side and St John the Evangelist and St Nicholas of Tolentino at the right).	What was St Nicholas of Tolentino?	one of the four side panels depicting four saints
		The polyptych later dismembered and the panels were scattered.	What later dismembered?	the polyptych
36996-crossing.jpg	In Flemish genre painting the representation of country life remained somewhat conventional. The exceptionally vigorous naturalism with which Jan Siberechts rendered landscapes and peasants makes one think of Courbet			
		The exceptionally vigorous naturalism with which Jan Siberechts rendered landscapes and peasants makes one think of Courbet	What does the exceptionally vigorous naturalism with which Jan Siberechts rendered landscapes and peasants make think of Courbet?	one
		The exceptionally vigorous naturalism with which Jan Siberechts rendered landscapes and peasants makes one think of Courbet	What makes one think of Courbet?	the exceptionally vigorous naturalism with which Jan Siberechts rendered landscapes and peasants
		In Flemish genre painting the representation of country life remained somewhat conventional.	What remained somewhat conventional in Flemish genre painting the representation of country?	life
		The exceptionally vigorous naturalism with which Jan Siberechts rendered landscapes and peasants makes one think of Courbet	Who does the exceptionally vigorous naturalism with which Jan Siberechts rendered landscapes and peasants make one think of?	of Courbet
		In Flemish genre painting the representation of country life remained somewhat conventional.	What did life remain somewhat conventional in?	in Flemish genre painting the representation of country
23336-03young.jpg	"Curtains are an important iconographical feature in Lotto's work. The motif is adopted from devotional painting, where it often provided a majestically symbolic backdrop for saints or other biblical figures. Since early Christian times, the curtain had been seen as a ""velum"", whose function was either to veil whatever was behind it, or, by an act of ""revelatio"", or pulling aside of the curtain, to reveal it. To judge from the curtain which fills most of Lotto's canvas, we may safely conclude that he intends to reveal very little indeed of the ""true nature"" of his sitter. What he finally does reveal is done with such reserve and discretion as to be barely insinuated"			
		The motif is adopted from devotional painting, where it often provided a majestically symbolic backdrop for saints or other biblical figures.	What did the motif often provide at devotional painting?	a majestically symbolic backdrop for saints or other biblical figures
		What he finally does reveal is done with such reserve and discretion as to be barely insinuated''	What is done with such reserve and discretion as to be barely insinuated?	what he finally does reveal
		``Curtains are an important iconographical feature in Lotto's work.	What are an important iconographical feature in Lotto's work?	curtains
		The motif is adopted from devotional painting, where it often provided a majestically symbolic backdrop for saints or other biblical figures.	What is the motif adopted from?	from devotional painting
		The motif is adopted from devotional painting, where it often provided a majestically symbolic backdrop for saints or other biblical figures.	What often provided a majestically symbolic backdrop for saints or other biblical figures at devotional painting?	the motif
		``Curtains are an important iconographical feature in Lotto's work.	What are curtains?	an important iconographical feature in Lotto's work
29820-stillife.jpg	This floral still-life depicts yellow and white lilies, an iris, a sunflower, a narcissus, carnations and other flowers in a terracotta vase, placed on a ledge with a lemon, a lime and a butterfly. Through the apparently random positioning of the flowers, the painter creates a convincing sense of depth and perspective to the arrangement			
		Through the apparently random positioning of the flowers, the painter creates a convincing sense of depth and perspective to the arrangement	What does the painter create to the arrangement through the apparently random positioning of the flowers?	a convincing sense of depth and perspective
		Through the apparently random positioning of the flowers, the painter creates a convincing sense of depth and perspective to the arrangement	What does the painter create a convincing sense of depth and perspective to through the apparently random positioning of the flowers?	to the arrangement
		Through the apparently random positioning of the flowers, the painter creates a convincing sense of depth and perspective to the arrangement	What does the painter create a convincing sense of to the arrangement through the apparently random positioning of the flowers?	of depth and perspective
		Through the apparently random positioning of the flowers, the painter creates a convincing sense of depth and perspective to the arrangement	Who creates a convincing sense of depth and perspective to the arrangement through the apparently random positioning of the flowers?	the painter
		Through the apparently random positioning of the flowers, the painter creates a convincing sense of depth and perspective to the arrangement	What does the painter create a convincing sense of depth and perspective to the arrangement through?	through the apparently random positioning of the flowers
30735-laurent.jpg	Laurent Cars (1699-1771) was a French printmaker, print publisher and print-seller. He was among the best reproductive engravers of his time			
		Laurent Cars was a French printmaker, print publisher and print-seller.	What was the French printmaker?	print publisher and print-seller
		Laurent Cars was a French printmaker, print publisher and print-seller.	Who was a French printmaker?	Laurent Cars
		He was among the best reproductive engravers of his time	Who was Laurent Cars among?	among the best reproductive engravers of his time
		Laurent Cars was a French printmaker, print publisher and print-seller.	Who was Laurent Cars?	a French printmaker
		Laurent Cars was a French printmaker, print publisher and print-seller.	Who was print publisher and print-seller?	the French printmaker
		He was among the best reproductive engravers of his time	Who was among the best reproductive engravers of his time?	Laurent Cars
06249-holyfami.jpg	This work, Vasari informs us, was executed on the commission of Bartolomeo Panciatichi and this is confirmed by the family coat-of-arms which can be seen on a high tower forming part of the background landscape.The painting has a structure which is dynamic, abstract, yet at the same time frozen by sharp outlines, typical of Bronzino. Everything is harmoniously arranged in a great compositional balance, albeit of considerable complexity. In the foreground the group of the Virgin and St Joseph is built up with revolving movements, which are restrained below by the extremely smooth bodies of the two children. The delicate face of the Madonna, her almost chiseled hair, and the pose and form of her hands, closely resemble elements in Bronzino's famous portrait of Lucrezia Panciatichi.The grandiose and tormented plasticity of Michelangelo is here interpreted, by means of the smooth polish of the planes under a motionless, marble light, in pseudo-classic taste			
		In the foreground the group of the Virgin and St Joseph is built up with revolving movements, which are restrained below by the extremely smooth bodies of the two children.	What are restrained below by the extremely smooth bodies of the two children?	revolving movements
		Everything is harmoniously arranged in a great compositional balance, albeit of considerable complexity.	What is harmoniously arranged in a great compositional balance?	everything
		This work, Vasari informs us, was executed on the commission of Bartolomeo Panciatichi and this is confirmed by the family coat-of-arms which can be seen on a high tower forming part of the background landscape.	What is confirmed by the family coat-of-arms which can be seen on a high tower forming part of the background landscape?	this
		In the foreground the group of the Virgin and St Joseph is built up with revolving movements, which are restrained below by the extremely smooth bodies of the two children.	What is the group of the Virgin and St Joseph built up with revolving movements in?	in the foreground
		In the foreground the group of the Virgin and St Joseph is built up with revolving movements, which are restrained below by the extremely smooth bodies of the two children.	What are revolving movements restrained below by?	by the extremely smooth bodies of the two children
		In the foreground the group of the Virgin and St Joseph is built up with revolving movements, which are restrained below by the extremely smooth bodies of the two children.	What is the group of the Virgin and St Joseph built up with in the foreground?	with revolving movements
37812-alexand.jpg	In 1407 the Priors of the Palazzo Pubblico commissioned Spinello, assisted perhaps by his son, Parri Spinelli to paint the walls of their meeting room, the Sala dei Priori. The subject matter of the two-tiered frescoes, which cover all four walls of the room, concerns the Sienese Pope Alexander III Bandinelli (r. 1159-81). Supposedly this subject was chosen as the result of a visit of Pope Gregory XII to Siena, the frescoes being intended to remind the current incumbent of a Sienese citizen who had been pope and who had even brought the fearsome Barbarossa to his knees			
		In 1407 the Priors of the Palazzo Pubblico commissioned Spinello, assisted perhaps by his son, Parri Spinelli to paint the walls of their meeting room, the Sala dei Priori.	Who was Parri Spinelli?	the Palazzo Pubblico's son
		In 1407 the Priors of the Palazzo Pubblico commissioned Spinello, assisted perhaps by his son, Parri Spinelli to paint the walls of their meeting room, the Sala dei Priori.	Who was Spinello assisted perhaps by to paint the walls of the Priors of the Palazzo Pubblico's meeting room?	perhaps by the Palazzo Pubblico's son
		The subject matter of the two-tiered frescoes, which cover all four walls of the room, concerns the Sienese Pope Alexander III Bandinelli (r. 1159-81).	How many walls of the room do the two-tiered frescoes cover?	all four walls of the room
		In 1407 the Priors of the Palazzo Pubblico commissioned Spinello, assisted perhaps by his son, Parri Spinelli to paint the walls of their meeting room, the Sala dei Priori.	Whose son was Spinello assisted perhaps by to paint the walls of the Priors of the Palazzo Pubblico's meeting room?	perhaps by the Palazzo Pubblico's son
		The subject matter of the two-tiered frescoes, which cover all four walls of the room, concerns the Sienese Pope Alexander III Bandinelli (r. 1159-81).	What do the two-tiered frescoes cover all four walls of?	of the room
		The subject matter of the two-tiered frescoes, which cover all four walls of the room, concerns the Sienese Pope Alexander III Bandinelli (r. 1159-81).	What do the two-tiered frescoes cover?	all four walls of the room
37397-virgin_c.jpg	One painter who came as far away as present day Estonia was the unusually adroit technician Michel Sittow. His smoothly painted Virgin and Child is the left half of a diptych, the right panel of which shows the Spanish donor, Don Diego de Guevara (National Gallery of Art, Washington). Though many Eyckian elements are still in evidence, the new arts of Italy are also clearly stated, such as the Child, who is very Florentine in character			
		His smoothly painted Virgin and Child is the left half of a diptych, the right panel of which shows the Spanish donor, Don Diego de Guevara (National Gallery of Art, Washington).	What is the diptych?	the right panel of which shows the Spanish donor
		His smoothly painted Virgin and Child is the left half of a diptych, the right panel of which shows the Spanish donor, Don Diego de Guevara (National Gallery of Art, Washington).	What is Washington?	National Gallery of Art
		His smoothly painted Virgin and Child is the left half of a diptych, the right panel of which shows the Spanish donor, Don Diego de Guevara (National Gallery of Art, Washington).	What is the right panel of which shows the Spanish donor?	the diptych
		Though many Eyckian elements are still in evidence, the new arts of Italy are also clearly stated, such as the Child, who is very Florentine in character	What are many Eyckian elements still in?	in evidence
		His smoothly painted Virgin and Child is the left half of a diptych, the right panel of which shows the Spanish donor, Don Diego de Guevara (National Gallery of Art, Washington).	Who is the Spanish donor?	Don Diego de Guevara
		One painter who came as far away as present day Estonia was the unusually adroit technician Michel Sittow.	What was the unusually adroit technician?	Estonia
19381-77hayez.jpg	Francesco Hayez worked together with Giovanni Demin at the Papadopoli residence at Santa Marina. The scene shown here is painted in the small circular room of the palace. Hayez was faithful to rigorous principles, both in his settings and in the way he groups his figures, scattered and clearly defined.The subject of this fresco was later brought into focus with a graphic study by Giovanni Demin			
		Francesco Hayez worked together with Giovanni Demin at the Papadopoli residence at Santa Marina.	Where did Francesco Hayez work together with Giovanni Demin?	at the Papadopoli residence at Santa Marina
		Hayez was faithful to rigorous principles, both in his settings and in the way he groups his figures, scattered and clearly defined.	What were both?	rigorous principles
		Hayez was faithful to rigorous principles, both in his settings and in the way he groups his figures, scattered and clearly defined.	Where was Hayez faithful to rigorous principles?	in his settings and in the way he groups his figures
		Francesco Hayez worked together with Giovanni Demin at the Papadopoli residence at Santa Marina.	What did Francesco Hayez work together with Giovanni Demin at?	at the Papadopoli residence at Santa Marina
		The subject of this fresco was later brought into focus with a graphic study by Giovanni Demin	What was later brought into focus with a graphic study by Giovanni Demin?	the subject of this fresco
		The scene shown here is painted in the small circular room of the palace.	What is painted in the small circular room of the palace?	the scene shown here
29806-studio.jpg	The painting is an allegory of the academic doctrine of beauty, in which the example of Classical Antiquity and draughtsmanship were central.It is signed and dated lower right			
		The painting is an allegory of the academic doctrine of beauty, in which the example of Classical Antiquity and draughtsmanship were central.	What is an allegory of the academic doctrine of beauty?	the painting
		It is signed and dated lower right	What is signed?	the painting
		The painting is an allegory of the academic doctrine of beauty, in which the example of Classical Antiquity and draughtsmanship were central.	What is the painting?	an allegory of the academic doctrine of beauty
		The painting is an allegory of the academic doctrine of beauty, in which the example of Classical Antiquity and draughtsmanship were central.	What is the painting an allegory of?	of the academic doctrine of beauty
		It is signed and dated lower right	What is dated lower right?	the painting
32895-2bolsen.jpg	Another exceptional event, The Mass at Bolsena is represented after the Expulsion of Heliodorus in the Stanza di Eliodoro. It is the basis of the Catholic ceremony of the Corpus Domini.In 1263 a Bohemian priest, troubled by doubts about the doctrine of transubstantiation (the belief that the body and blood of Christ are present in the Eucharist), started out on a pilgrimage to Rome. On his way he celebrated mass at Bolsena, and during the consecration the Eucharist began, miraculously, to bleed. Each time he wiped the blood away with a cloth a cross of blood would reappear on the Host, a miracle that swept away the priest's doubts. The cloth became a venerated relic and was later kept at Orvieto Cathedral which was rebuilt (in its present form) to honour the occasion.Raphael represents the priest, the protagonist of the event, close to the centre of the composition. As he raises the Host, two devotees lean over the semicircular screen which forms the background of the scene. This is a further attempt by Raphael to represent figures in a more dynamic way. Some critics believe he was inspired by Lorenzo Lotto, who was among the artists who had begun to paint the Stanza della Segnatura before his intervention. Pope Julius appears at the right of the scene, a symbol of ecclesiastical authority's presence during, and approval of, the miracle. The Pope's attendants stand one step below and behind him.The asymmetry of the composition regards time as well as space: the excitement of the figures at the left represents a reaction to the supernatural event, which they witness; the stillness of the Pope and his attendants indicates their spiritual presence, achieved through a meditative evocation of the event			
		Another exceptional event, The Mass at Bolsena is represented after the Expulsion of Heliodorus in the Stanza di Eliodoro.	What is represented after the Expulsion of Heliodorus in the Stanza di Eliodoro?	another exceptional event at Bolsena
		It is the basis of the Catholic ceremony of the Corpus Domini.	What is the basis of the Catholic ceremony of the Corpus Domini?	another exceptional event, The Mass at Bolsena
		The Pope's attendants stand one step below and behind him.	Whose attendants stand one step below and behind Pope Julius?	the Pope's attendants
		The cloth became a venerated relic and was later kept at Orvieto Cathedral which was rebuilt (in its present form) to honor the occasion.	What did the cloth become?	a venerated relic
		On his way he celebrated mass at Bolsena, and during the consecration the Eucharist began, miraculously, to bleed.	Who celebrated mass at Bolsena on his way?	a Bohemian priest
		Each time he wiped the blood away with a cloth a cross of blood would reappear on the Host, a miracle that swept away the priest's doubts.	What did a Bohemian priest wipe the blood away with a cloth would reappear on the Host?	a cross of blood
08495-09early.jpg	C�zanne painted this ordinary-looking landscape near Aix in the bright colour of the Impressionists, but without creating atmosphere by resolving the forms. This is the first of his paintings to feature the mountain he loved so much, Mont Saint-Victoire			
		Czanne painted this ordinary-looking landscape near Aix in the bright color of the Impressionists, but without creating atmosphere by resolving the forms.	What did Czanne paint in the bright color of the Impressionists?	this ordinary-looking landscape near Aix
		This is the first of his paintings to feature the mountain he loved so much, Mont Saint-Victoire	What is the first of Czanne's paintings to feature the mountain he loved so much?	this
41908-stillife.jpg	This painting is one of a group of paintings that Van Utrecht produced in this form, beginning in the early 1640s, under the influence of small-format hunting pieces by Jan Fyt. A dead hare lies on a tabletop parallel to the painting's lower edge with its back legs trussed together, with a number of birds around an inverted wicker basket. An arrangement of vegetables, comprising a melon, cabbages and globe artichokes, balances them on the right-hand side. Suspended above the two groups is a ring hook, such is used for hanging game, to which five birds of differing sizes have been attached. A light source presumably located outside the painting to the left casts a strong narrow shaft of light onto the arrangement from the side. Some areas, such as the small birds skewered together on the rod at the front, remain in shadow. A softer light falls from the opposite side, a device that the painter used regularly to give body to the forms in his still-lifes.The individual motifs in the painting demonstrate a precise knowledge of the creatures depicted, which interestingly consist solely of small game. A wild duck, hanging by one leg in a dominant central position, is framed by two kingfishers, a sparrow and a blackbird, all attached to the ring. The hare lying head down on the tabletop echoes the bird's vertical lines in its outstretched body and continues them in its two front legs hanging down at the front. Two dead snipe have been placed decoratively, although in a strange position, beside the hare, while a partridge leans against a basket. A bullfinch, a goldfinch, and a variety of other finches have been skewered on a rod that projects from the table, a visual idea that is echoed by the artichokes on the other side.Adriaen van Utrecht drew inspiration in terms of both form and content from Frans Snyders, whose still-lifes with game and fowl1 contain a number of comparable motifs. But the precision in Van Utrecht's painting, his constant attention to detail, and his controlled use of colour, centring chiefly on a cool grey with shades of brown, green and violet, is stylistically much closer to Jan Fyt			
		A bullfinch, a goldfinch, and a variety of other finches have been skewered on a rod that projects from the table, a visual idea that is echoed by the artichokes on the other side.	What have a bullfinch, a goldfinch, and a variety of other finches been skewered on?	on a rod that projects from the table
		A wild duck, hanging by one leg in a dominant central position, is framed by two kingfishers, a sparrow and a blackbird, all attached to the ring.	Where does a wild duck hang by one leg?	in a dominant central position
		An arrangement of vegetables, comprising a melon, cabbages and globe artichokes, balances them on the right-hand side.	What comprises a melon?	vegetables
		A wild duck, hanging by one leg in a dominant central position, is framed by two kingfishers, a sparrow and a blackbird, all attached to the ring.	What does a wild duck hang by one leg in?	in a dominant central position
		The individual motifs in the painting demonstrate a precise knowledge of the creatures depicted, which interestingly consist solely of small game.	What consist solely of small game?	the creatures depicted
		An arrangement of vegetables, comprising a melon, cabbages and globe artichokes, balances them on the right-hand side.	What is the melon?	cabbages and globe artichokes
38059-esau_ja.jpg	Matthias Stom, a Netherlander who is documented in Italy from 1630, can be distinguished from Honthorst and other Dutch Caravaggisti by the pronounced leathery quality of his flesh tones and the metallic colours of his draperies			
		Matthias Stom, a Netherlander who is documented in Italy from 1630, can be distinguished from Honthorst and other Dutch Caravaggisti by the pronounced leathery quality of his flesh tones and the metallic colors of his draperies	What can Matthias Stom be distinguished from Honthorst and other Dutch Caravaggisti by?	by the pronounced leathery quality of his flesh tones and the metallic colors of his draperies
		Matthias Stom, a Netherlander who is documented in Italy from 1630, can be distinguished from Honthorst and other Dutch Caravaggisti by the pronounced leathery quality of his flesh tones and the metallic colors of his draperies	Who can Matthias Stom be distinguished from by the pronounced leathery quality of his flesh tones and the metallic colors of his draperies?	from Honthorst and other Dutch Caravaggisti
		Matthias Stom, a Netherlander who is documented in Italy from 1630, can be distinguished from Honthorst and other Dutch Caravaggisti by the pronounced leathery quality of his flesh tones and the metallic colors of his draperies	Who can be distinguished from Honthorst and other Dutch Caravaggisti by the pronounced leathery quality of his flesh tones and the metallic colors of his draperies?	Matthias Stom
44328-dance_de.jpg	The picture shows an illustration for Hartman Schedel's Chronicle of the World (Nuremberg, 1493)			
		The picture shows an illustration for Hartman Schedel's Chronicle of the World (Nuremberg, 1493)	What does the picture show?	an illustration for Hartman Schedel's Chronicle of the World
		The picture shows an illustration for Hartman Schedel's Chronicle of the World (Nuremberg, 1493)	What shows an illustration for Hartman Schedel's Chronicle of the World?	the picture
