img	comment	related text	question	answer
		The epochal step taken by Leonardo with the communicating figures in his version in the refectory of the Santa Maria delle Grazie, Milan, becomes evident when comparing the two paintings.	Who is Milan?	the Santa Maria delle Grazie
26079-24blessi.jpg	This painting is a reprise with slight variations of the Pasadena Christ, which dates from 1478. The dark background of this painting will also have originally been bluish-green in colour and the robe is not dark brown but red. Although produced later, this version is typologically closest to Rogier van der Weyden's prototype on the triptych of Jean de Braque (Paris, Louvre). The figure is thinner and more ascetic than the one in Pasadena. The face has the sunken cheeks of the Braque type, and the hand raised in blessing has more elongated fingers. It is positioned so that only the tip of the forefinger extends above the middle finger. The appearance of the painting is also related to the Vera Effigies of Dieric Bouts (Rotterdam, Museum Boijmans Van Beuningen).The work was not reported until 1937 and the original date 1481 on the frame has been overlooked until now. It is painted in trompe-l'oeil gilded numbers. The date 1480 on the Portrait of a Young Woman (Memlingmuseum, Bruges] and that on the Reins triptych are executed in precisely the same way			
		It is painted in trompe-l ` oeil gilded numbers.	What is the original date 1481 on the frame painted in?	in trompe-l ` oeil gilded numbers
		The appearance of the painting is also related to the Vera Effigies of Dieric Bouts (Rotterdam, Museum Boijmans Van Beuningen).	What is also related to the Vera Effigies of Dieric Bouts?	the appearance of the painting
		The figure is thinner and more ascetic than the one in Pasadena.	What is the figure thinner and more ascetic than?	than the one in Pasadena
		The work was not reported until 1937 and the original date 1481 on the frame has been overlooked until now.	When was the work not reported?	until 1937
		The dark background of this painting will also have originally been bluish-green in color and the robe is not dark brown but red.	What will also have originally been bluish-green in color?	the dark background of this painting
		The work was not reported until 1937 and the original date 1481 on the frame has been overlooked until now.	What was not reported until 1937?	the work
05265-2hell1.jpg	The ascent of the blessed into Heaven is balanced in the third panel by the descent of the damned into the pit of Hell. The damned hurtle past in the darkness, seized upon by devils and scorched by Hellfire spitting through fissures in the rocks			
		The ascent of the blessed into Heaven is balanced in the third panel by the descent of the damned into the pit of Hell.	What is the ascent of the blessed into Heaven balanced in by the descent of the damned into the pit of Hell?	in the third panel
		The ascent of the blessed into Heaven is balanced in the third panel by the descent of the damned into the pit of Hell.	What is the ascent of the blessed into Heaven balanced in the third panel by the descent of the damned into?	damned into the pit of Hell
		The ascent of the blessed into Heaven is balanced in the third panel by the descent of the damned into the pit of Hell.	What is balanced in the third panel by the descent of the damned into the pit of Hell?	the ascent of the blessed into Heaven
		The ascent of the blessed into Heaven is balanced in the third panel by the descent of the damned into the pit of Hell.	What is the ascent of the blessed into Heaven balanced in the third panel by damned into the pit of Hell?	by the descent of the
17944-view_hax.jpg	About one hundred fifty views of cities (The Hague, Arnhem, Dordrecht, Brussels, Antwerp, Delft, and less well known places) are known in Jan van Goyen's oeuvre. They are usually seen from a far distance from here. Cityscapes that are similar to the present work in their attention to actual buildings in the background number between about seventy-five and a hundred			
		About one hundred fifty views of cities (The Hague, Arnhem, Dordrecht, Brussels, Antwerp, Delft, and less well known places) are known in Jan van Goyen's oeuvre.	How many fifty views of cities are known in Jan van Goyen's oeuvre?	about one hundred fifty views of cities
		They are usually seen from a far distance from here.	Who are usually seen from a far distance from here?	they
		About one hundred fifty views of cities (The Hague, Arnhem, Dordrecht, Brussels, Antwerp, Delft, and less well known places) are known in Jan van Goyen's oeuvre.	Whose oeuvre are about one hundred fifty views of cities known in?	in Jan van Goyen's oeuvre
		They are usually seen from a far distance from here.	What are usually seen from a far distance from here?	about one hundred fifty views
		They are usually seen from a far distance from here.	What are about one hundred fifty views usually seen from from here?	from a far distance
		They are usually seen from a far distance from here.	How many fifty views are usually seen from a far distance from here?	about one hundred fifty views
29482-skaters.jpg	The picture shows skaters and kolf players on a frozen river bordering a village. Kolf is a centuries-old Dutch sport that continues to be played in the northern provinces. Kolf is a cousin of golf, but players use large curved clubs to roll large balls with the objective of striking sticks - one placed at either end of the court. The game can be played indoors or out, on dirt, ice, or wooden floors. It is often played in or near taverns, and the pace allows time for conversation			
		Kolf is a cousin of golf, but players use large curved clubs to roll large balls with the objective of striking sticks- one placed at either end of the court.	What do players use large curved clubs to roll with the objective of striking sticks- one placed at either end of the court?	large balls
		It is often played in or near taverns, and the pace allows time for conversation	When allows time for conversation?	the pace
		The picture shows skaters and kolf players on a frozen river bordering a village.	Who does the picture show bordering a village?	skaters and kolf players on a frozen river
		Kolf is a cousin of golf, but players use large curved clubs to roll large balls with the objective of striking sticks- one placed at either end of the court.	Who is Kolf?	a cousin of golf
		Kolf is a cousin of golf, but players use large curved clubs to roll large balls with the objective of striking sticks- one placed at either end of the court.	What do players use large curved clubs to roll large balls with?	with the objective of striking sticks- one placed at either end of the court
		The game can be played indoors or out, on dirt, ice, or wooden floors.	What can be played indoors or out?	the game
17791-610goya.jpg	At the end of 1809, during the French occupation of Madrid, Goya was chosen as 'el pintor madrileno por excelencia' to paint a portrait of Joseph Bonaparte for the City Council. In the absence of the French King, Goya composed this picture, described at the time as 'certainly worthy of the purpose for which it was intended', introducing the portrait of Joseph (after an engraving) in the medallion, to which the figure personifying Madrid points. With the changing fortunes of the war this portrait was replaced (by other hands) by the word 'Constituci�n', by another portrait of Joseph, again by 'Constituci�n' and at the end of the war by a portrait of Ferdinand VII. Eventually in 1843 it received the present inscription 'DOS DE MAYO' ('The second of May') in reference to the popular rising against the French in Madrid in 1808. The surprisingly conventional allegorical composition is perhaps dictated by the purpose for which it was originally painted. It contrasts strikingly with the realism and fervour of the scenes from the rising which Goya painted four years later			
		Eventually in 1843 it received the present inscription ` DOS DE MAYO ' (` The second of May ') in reference to the popular rising against the French in Madrid in 1808.	What received the present inscription ` DOS DE MAYO ' in reference to the popular rising against the French in Madrid in 1808 in 1843?	the French occupation of Madrid
		Eventually in 1843 it received the present inscription ` DOS DE MAYO ' (` The second of May ') in reference to the popular rising against the French in Madrid in 1808.	Where did the French occupation of Madrid receive the present inscription ` DOS DE MAYO ' in reference to the popular rising against the French in 1808 in 1843?	in Madrid
		At the end of 1809, during the French occupation of Madrid, Goya was chosen as ` el pintor madrileno por excelencia ' to paint a portrait of Joseph Bonaparte for the City Council.	When was Goya chosen as ` el pintor madrileno por excelencia ' to paint a portrait of Joseph Bonaparte for the City Council during the French occupation of Madrid?	at the end of 1809
		Eventually in 1843 it received the present inscription ` DOS DE MAYO ' (` The second of May ') in reference to the popular rising against the French in Madrid in 1808.	When did the French occupation of Madrid receive the present inscription ` DOS DE MAYO ' in reference to the popular rising against the French in Madrid in 1808?	in 1843
		At the end of 1809, during the French occupation of Madrid, Goya was chosen as ` el pintor madrileno por excelencia ' to paint a portrait of Joseph Bonaparte for the City Council.	What was Goya chosen as ` el pintor madrileno por excelencia ' to paint a portrait of Joseph Bonaparte for the City Council at the end of 1809 during?	during the French occupation of Madrid
		The surprisingly conventional allegorical composition is perhaps dictated by the purpose for which it was originally painted.	What is the surprisingly conventional allegorical composition perhaps dictated by for which it was originally painted?	by the purpose
00091-hunting.jpg	Willem van Aelst was a still-life specialist prized for his lovely flower and fruit pieces, and he has been mentioned as a sometime follower of Kalf. He also painted a number of elegant game pictures in a clear light. They show close views of dead prey - occasionally accompanied by killed poultry - that include scrupulously painted guns, hunting bags and horns, bells and other gear of the sport. As most trophy pieces they were designed as representative pictures of the sport, not records of the spoils of a specific hunt.In this picture the painter displayed the finely worked equipment of the huntsman on a marble ledge: a velvet hunting bag with chamois strap, trimmed with gold embroidery and fringes, and a tasseled horn. Above it he suspended the exquisite catch of a fat partridge and three small game birds. The exquisite blue of the velvet contains the expensive pigment lapis lazuli, which yields ultramarine colour when ground. It was imported from China. Van Aelst's lavish use of it reinforces the preciousness of the arrangement and confirms its destination in a wealthy home. Most Dutch painters used cheaper, less stable blue pigments.			
		As most trophy pieces they were designed as representative pictures of the sport, not records of the spoils of a specific hunt.	Who were designed as representative pictures of the sport as most trophy pieces?	they
		The exquisite blue of the velvet contains the expensive pigment lapis lazuli, which yields ultramarine color when ground.	What ultramarine the expensive pigment lapis lazuli color when ground?	yields
		As most trophy pieces they were designed as representative pictures of the sport, not records of the spoils of a specific hunt.	What were records of the spoils of a specific hunt?	representative pictures of the sport
		The exquisite blue of the velvet contains the expensive pigment lapis lazuli, which yields ultramarine color when ground.	What does the exquisite blue of the velvet contain?	the expensive pigment lapis lazuli
		The exquisite blue of the velvet contains the expensive pigment lapis lazuli, which yields ultramarine color when ground.	What contains the expensive pigment lapis lazuli?	the exquisite blue of the velvet
		Above it he suspended the exquisite catch of a fat partridge and three small game birds.	What did the painter suspend above the finely worked equipment of the huntsman?	the exquisite catch of a fat partridge and three small game birds
16481-30stigma.jpg	This painting was made for the Church of San Francesco in Pisa. The main scene and the three smaller scenes of the predella - Dream of Innocent III, the Confirmation of the Rule, and the Sermon to the Birds - are variations on the theme of the Assisi frescoes.The exceptional vertical format of this panel, in which the towering rock narrows the scope of the action, is striking. The kneeling saint seems startled and raises his hands. Christ appears to him, enveloped by angels' wings. The intense gaze between the two figures seems to allow the message that Francis has completely taken Christ to himself and then received the stigmata to take physical shape.			
		Christ appears to him, enveloped by angels ' wings.	What does Christ appear to the kneeling saint, enveloped by?	by angels ' wings
		The main scene and the three smaller scenes of the predella- Dream of Innocent III, the Confirmation of the Rule, and the Sermon to the Birds- are variations on the theme of the Assisi frescoes.	What are variations on the theme of the Assisi frescoes?	the main scene and the three smaller scenes of the predella- Dream of Innocent III, the Confirmation of the Rule, and the Sermon to the Birds-
		The exceptional vertical format of this panel, in which the towering rock narrows the scope of the action, is striking.	What is striking?	the exceptional vertical format of this panel
		The kneeling saint seems startled and raises his hands.	Who raises his hands?	the kneeling saint
		The kneeling saint seems startled and raises his hands.	What does the kneeling saint raise?	his hands
		Christ appears to him, enveloped by angels ' wings.	Who appears to the kneeling saint, enveloped by angels ' wings?	Christ
03344-samson_d.jpg	While some of the painter's historical subjects are set in landscapes, the majority of his biblical subjects were set in meticulously crafted, and rather theatrical, interiors, somewhat reminiscent of stage sets. The present picture, his earliest signed and dated work, shows Bartsius's remarkable talent for characterisation, bringing the narrative to life.			
		While some of the painter's historical subjects are set in landscapes, the majority of his biblical subjects were set in meticulously crafted, and rather theatrical, interiors, somewhat reminiscent of stage sets.	Where are some of the painter's historical subjects set?	in landscapes
		The present picture, his earliest signed and dated work, shows Bartsius's remarkable talent for characterisation, bringing the narrative to life.	What shows Bartsius's remarkable talent for characterisation?	the present picture
		While some of the painter's historical subjects are set in landscapes, the majority of his biblical subjects were set in meticulously crafted, and rather theatrical, interiors, somewhat reminiscent of stage sets.	What were somewhat reminiscent of stage sets?	meticulously crafted, and rather theatrical, interiors
		The present picture, his earliest signed and dated work, shows Bartsius's remarkable talent for characterisation, bringing the narrative to life.	What is the present picture?	his earliest signed and dated work
		The present picture, his earliest signed and dated work, shows Bartsius's remarkable talent for characterisation, bringing the narrative to life.	Whose remarkable talent brings the narrative to life?	Bartsius's remarkable talent
		The present picture, his earliest signed and dated work, shows Bartsius's remarkable talent for characterisation, bringing the narrative to life.	What does Bartsius's remarkable talent bring the narrative to?	to life
09302-vanitas8.jpg	Collier painted vanitas still-lifes in the Leiden tradition throughout his career for both the Dutch and English markets. It is probable that this work was executed during Collier's time in England given the Anglicised version of his signature and the inclusion of the image of Sir Anthony van Dyck, the pre-eminent court painter in early seventeenth-century England.The present vanitas still-life is depicted with a globe, a violin and bow, lemon peel, a recorder, a musical score, an open book, an hour glass and other objects, the elements usually present in other still-lifes by the painter			
		Collier painted vanitas still-lifes in the Leiden tradition throughout his career for both the Dutch and English markets.	What did Collier paint vanitas still-lifes in throughout his career for both the Dutch and English markets?	in the Leiden tradition
		Collier painted vanitas still-lifes in the Leiden tradition throughout his career for both the Dutch and English markets.	Who painted vanitas still-lifes in the Leiden tradition throughout his career for both the Dutch and English markets?	Collier
		Collier painted vanitas still-lifes in the Leiden tradition throughout his career for both the Dutch and English markets.	Who did Collier paint in the Leiden tradition throughout his career for both the Dutch and English markets?	vanitas still-lifes
		Collier painted vanitas still-lifes in the Leiden tradition throughout his career for both the Dutch and English markets.	What did Collier paint vanitas still-lifes in the Leiden tradition throughout?	throughout his career for both the Dutch and English markets
26087-24nojov4.jpg	The gold chalice with a serpent on the reverse side of the right wing is a symbol of redemption referring to the legend of St John the Evangelist who, ordered to drink a cup of poisoned wine, made the sign of blessing, and the venom was miraculously drawn from the liquid.The inner side of the panel represents St Veronica			
		The inner side of the panel represents St Veronica	Who does the inner side of the panel represent?	St Veronica
		The inner side of the panel represents St Veronica	What represents St Veronica?	the inner side of the panel
39240-7nichola.jpg	The painting probably was part of a larger painting			
		The painting probably was part of a larger painting	What was the painting probably?	part of a larger painting
		The painting probably was part of a larger painting	What was the painting probably part of?	of a larger painting
		The painting probably was part of a larger painting	What probably was part of a larger painting?	the painting
32499-mysticma.jpg	This late painting by Procaccini shows that the painter retained the examples of Correggio and Parmigianino even in his maturity. This is evident not only in the faces and the elongated and twisted bodies (especially that of the Christ Child), but also in the cold, clear lighting of the brilliantly coloured, almost metallic drapery. In the highly controlled, somewhat calligraphic elegance of the composition, with its closed circular rhythms operating on various planes, the typical innovations of Milanese painting are apparent. These influences are evident in the mask-like face of St Joseph, backed by shadows, and in the fluent line and abrupt breaks - as in the right angle made by the angel's elbow, which closes off the painting on the far right			
		In the highly controlled, somewhat calligraphic elegance of the composition, with its closed circular rhythms operating on various planes, the typical innovations of Milanese painting are apparent.	What is the composition with?	with this's closed circular rhythms operating on various planes
		This late painting by Procaccini shows that the painter retained the examples of Correggio and Parmigianino even in his maturity.	What shows that the painter retained the examples of Correggio and Parmigianino even in his maturity?	this late painting by Procaccini
		In the highly controlled, somewhat calligraphic elegance of the composition, with its closed circular rhythms operating on various planes, the typical innovations of Milanese painting are apparent.	What are the typical innovations of Milanese painting apparent in?	in the highly controlled, somewhat calligraphic elegance of the composition
		This is evident not only in the faces and the elongated and twisted bodies (especially that of the Christ Child), but also in the cold, clear lighting of the brilliantly colored, almost metallic drapery.	What is evident not only in the faces and the elongated and twisted bodies, but also in the cold, clear lighting of the brilliantly colored, almost metallic drapery?	this
		In the highly controlled, somewhat calligraphic elegance of the composition, with its closed circular rhythms operating on various planes, the typical innovations of Milanese painting are apparent.	What are apparent in the highly controlled, somewhat calligraphic elegance of the composition?	the typical innovations of Milanese painting
03316-playlute.jpg	"The date appears on the paper below the lute: 1520. A replica, perhaps by the artist himself, is in the Gardner Museum, Boston.The woman is represented in the guise of St Cecilia, a typical example of sixteenth-century ""court art."" In fact the artist worked for three years at Ferrara for Lucrezia Borgia. Bartolomeo's formation derives from Cima da Conegliano and the later work of Bellini, with influences from Leonardo, Costa and northern European art. His signature on a painting that was formerly in the Dona delle Rose collection in Venice shows how aware he was of his mixed development: ""Bartolamio half Venetian and half Cremonese."" He liked to paint half-figures of women, and chose subjects with strong personalities."			
		Bartolomeo's formation derives from Cima da Conegliano and the later work of Bellini, with influences from Leonardo, Costa and northern European art.	Whose formation derives from Cima da Conegliano and the later work of Bellini?	Bartolomeo's formation
		A replica, perhaps by the artist himself, is in the Gardner Museum, Boston.	What is the artist?	the replica
		``The date appears on the paper below the lute: 1520.	When appears on the paper below the lute: 1520?	the date
		The woman is represented in the guise of St Cecilia, a typical example of sixteenth-century'' ``court art.''''	What is the woman represented in?	in the guise of St Cecilia
		His signature on a painting that was formerly in the Dona delle Rose collection in Venice shows how aware he was of his mixed development:'' ``Bartolamio half Venetian and half Cremonese.''''	Whose signature on a painting that was formerly in the Dona delle Rose collection in Venice shows how aware he was of his mixed development: ``Bartolamio half Venetian and half Cremonese?''''	the artist's signature on a painting that was formerly in the Dona
		Bartolomeo's formation derives from Cima da Conegliano and the later work of Bellini, with influences from Leonardo, Costa and northern European art.	Who does Bartolomeo's formation derive from?	from Cima da Conegliano and the later work of Bellini
09763-2april.jpg	The Salone dei Mesi (Room of Months) in the Palazzo Schifanoia, one of the masterpieces of Italian palace architecture, was decorated with a series of allegorical frescoes symbolizing the months. The length of the room  is 24 m, the width 11 m and the height 7,5 m. The frescoes are attributed to Cosme Tura, Francesco del Cossa, Baldassare d'Este and Ercole de' Roberti. On the southern wall January and February, on the eastern wall March, April and May, on the north wall June, July, August and September, on the west wall October, November and December were represented. Due to negligence it was in a very bad state already in the 18th century. Today there remained only fragments of the frescoes on the southern and western walls, while those on the eastern wall and most on the northern are in relatively good condition. This means that the visitor can view the surviving allegories of seven months (March, April, May, June July, August and September). In all allegories the episodes are arranged in a three-tiered, frieze-like manner; in the upper sphere, the sphere of mythology, each month and its planet are paralleled by their ancient divinity in a triumphal procession. The middle layer shows the signs of the zodiac, while below are rendered the courtly events appropriate to the particular time of year			
		This means that the visitor can view the surviving allegories of seven months (March, April, May, June July, August and September).	What means that the visitor can view the surviving allegories of seven months?	this
		The middle layer shows the signs of the zodiac, while below are rendered the courtly events appropriate to the particular time of year	What shows the signs of the zodiac?	the middle layer
		The middle layer shows the signs of the zodiac, while below are rendered the courtly events appropriate to the particular time of year	What does the middle layer show?	the signs of the zodiac
		The middle layer shows the signs of the zodiac, while below are rendered the courtly events appropriate to the particular time of year	When are the zodiac rendered the courtly events?	appropriate to the particular time of year
		The length of the room is 24 m, the width 11 m and the height 7,5 m. The frescoes are attributed to Cosme Tura, Francesco del Cossa, Baldassare d'Este and Ercole de ' Roberti.	What is the length of the room The frescoes are attributed to Cosme Tura, Francesco del Cossa, Baldassare d'Este and Ercole de ' Roberti?	24 m, the width 11 m and the height 7,5 m.
		The length of the room is 24 m, the width 11 m and the height 7,5 m. The frescoes are attributed to Cosme Tura, Francesco del Cossa, Baldassare d'Este and Ercole de ' Roberti.	Who is the length of the room 24 m, the width 11 m and the height 7,5 m. The frescoes are attributed to?	to Cosme Tura, Francesco del Cossa, Baldassare d'Este and Ercole de ' Roberti
28475-mountain.jpg	These distinctively contoured vistas, punctuated by tiny figures in the foreground, and terminating in colourful, increasingly transparent backgrounds, are unmistakably Momper. Distance, scale and breadth - a sensibility that could be called romantic - are combined here with the traditions of earlier Flemish landscape art			
		Distance, scale and breadth- a sensibility that could be called romantic- are combined here with the traditions of earlier Flemish landscape art	What are combined here with the traditions of earlier Flemish landscape art?	Distance
		Distance, scale and breadth- a sensibility that could be called romantic- are combined here with the traditions of earlier Flemish landscape art	What are Distance combined here with?	with the traditions of earlier Flemish landscape art
		Distance, scale and breadth- a sensibility that could be called romantic- are combined here with the traditions of earlier Flemish landscape art	What is scale and breadth?	Distance
		These distinctively contoured vistas, punctuated by tiny figures in the foreground, and terminating in colourful, increasingly transparent backgrounds, are unmistakably Momper.	What were the distinctively contoured vistas punctuated by?	by tiny figures in the foreground, and terminating in colourful, increasingly transparent backgrounds
		These distinctively contoured vistas, punctuated by tiny figures in the foreground, and terminating in colourful, increasingly transparent backgrounds, are unmistakably Momper.	What were punctuated by tiny figures in the foreground, and terminating in colourful, increasingly transparent backgrounds?	the distinctively contoured vistas
		Distance, scale and breadth- a sensibility that could be called romantic- are combined here with the traditions of earlier Flemish landscape art	What is Distance?	scale and breadth
