img	comment	related text	question	answer
		He became an outcast and was even reduced to begging; one version of the story also said that his eyes were put out.	What was Belisarius even reduced to?	to begging
		He became an outcast and was even reduced to begging; one version of the story also said that his eyes were put out.	Who was even reduced to begging?	Belisarius
		He became an outcast and was even reduced to begging; one version of the story also said that his eyes were put out.	What did one version of the story also say?	that Belisarius's eyes were put out
		He became an outcast and was even reduced to begging; one version of the story also said that his eyes were put out.	Who did Belisarius become?	an outcast
		The painter emphasizes the architectural setting (a stage set) and the light effects	Who emphasizes the architectural setting and the light effects?	the painter
		He became an outcast and was even reduced to begging; one version of the story also said that his eyes were put out.	Who became an outcast?	Belisarius
38928-08danae.jpg	Dana&#235; is frequently represented in Renaissance and Baroque painting. You can view other depictions of Dana&#235; in the Web Gallery of Art			
		Dana &#235; is frequently represented in Renaissance and Baroque painting.	Who is frequently represented in Renaissance and Baroque painting?	Dana &#235;
		Dana &#235; is frequently represented in Renaissance and Baroque painting.	When is Dana &#235; frequently represented?	in Renaissance and Baroque painting
		You can view other depictions of Dana &#235; in the Web Gallery of Art	Who can view other depictions of Dana &#235; in the Web Gallery of Art?	you
37368-marly2.jpg	Till 1877 Sisley lived at Marly, where on one occasion flooding provided him with unusual and appealing subject matter			
		Till 1877 Sisley lived at Marly, where on one occasion flooding provided him with unusual and appealing subject matter	Who did flooding provide with unusual and appealing subject matter at Marly on one occasion?	him
		Till 1877 Sisley lived at Marly, where on one occasion flooding provided him with unusual and appealing subject matter	What did flooding provide Sisley with unusual and appealing subject matter at Marly on?	on one occasion
		Till 1877 Sisley lived at Marly, where on one occasion flooding provided him with unusual and appealing subject matter	What did flooding provide with unusual and appealing subject matter at Marly on one occasion?	Sisley
		Till 1877 Sisley lived at Marly, where on one occasion flooding provided him with unusual and appealing subject matter	What provided Sisley with unusual and appealing subject matter at Marly on one occasion?	flooding
		Till 1877 Sisley lived at Marly, where on one occasion flooding provided him with unusual and appealing subject matter	What did flooding provide Sisley with at Marly on one occasion?	with unusual and appealing subject matter
		Till 1877 Sisley lived at Marly, where on one occasion flooding provided him with unusual and appealing subject matter	What did flooding provide Sisley with unusual and appealing subject matter at on one occasion?	at Marly
37393-coronati.jpg	This is one of the panels which belonged to the Polyptych of Isabella the Catholic. This polyptych originally comprised forty-seven small panels (each measuring about 21 x 16 centimetres). Approximately twenty-seven survive, of which two were executed by Michel Sittow, the others by Juan de Flandes			
		This polyptych originally comprised forty-seven small panels (each measuring about 21 x 16 centimetres).	What polyptych originally comprised forty-seven small panels?	this
		Approximately twenty-seven survive, of which two were executed by Michel Sittow, the others by Juan de Flandes	What survive?	approximately twenty-seven
		Approximately twenty-seven survive, of which two were executed by Michel Sittow, the others by Juan de Flandes	Who is the others?	Michel Sittow
		Approximately twenty-seven survive, of which two were executed by Michel Sittow, the others by Juan de Flandes	Who is Michel Sittow?	the others
		This is one of the panels which belonged to the Polyptych of Isabella the Catholic.	What is one of the panels which belonged to the Polyptych of Isabella the Catholic?	this
19560-family.jpg	This unusually large, life-size family portrait was commissioned by Pieter van de Venne, a wealthy burgher of Amsterdam. Theatrical illumination ensures that all attention is directed at the family; their surroundings are only cursory indicated			
		Theatrical illumination ensures that all attention is directed at the family; their surroundings are only cursory indicated	What does theatrical illumination ensure at?	that all attention is directed at the family
		This unusually large, life-size family portrait was commissioned by Pieter van de Venne, a wealthy burgher of Amsterdam.	What was commissioned by Pieter van de Venne?	this unusually large, life-size family portrait
		Theatrical illumination ensures that all attention is directed at the family; their surroundings are only cursory indicated	What are only cursory indicated?	their surroundings
		This unusually large, life-size family portrait was commissioned by Pieter van de Venne, a wealthy burgher of Amsterdam.	What was Pieter van de Venne a wealthy burgher of?	of Amsterdam
		Theatrical illumination ensures that all attention is directed at the family; their surroundings are only cursory indicated	What does theatrical illumination ensure that all attention is directed at?	at the family
		This unusually large, life-size family portrait was commissioned by Pieter van de Venne, a wealthy burgher of Amsterdam.	Who was a wealthy burgher of Amsterdam?	Pieter van de Venne
03211-portrait.jpg	This double portrait depicts a nobleman proffering an oak branch full of acorns to a young woman. The bearded male figure, dressed in a severe black costume, stands behind the woman pointing to the oak branch. The picture's format suggests the celebration of a conjugal relationship. The oak and acorns, an emblem long associated with the Della Rovere family of Urbino, indicate that at least one of the two sitters was a member of that family. However, the sitters and the event being commemorated have proven to be difficult to identify			
		However, the sitters and the event being commemorated have proven to be difficult to identify	Who have proven to be difficult to identify?	the sitters and the event being commemorated
		The oak and acorns, an emblem long associated with the Della Rovere family of Urbino, indicate that at least one of the two sitters was a member of that family.	What do the oak and acorns indicate that at least one of the two sitters was?	a member of that family
		The bearded male figure, dressed in a severe black costume, stands behind the woman pointing to the oak branch.	What is the bearded male figure dressed in?	in a severe black costume
		This double portrait depicts a nobleman proffering an oak branch full of acorns to a young woman.	What depicts a nobleman proffering an oak branch full of acorns to a young woman?	this double portrait
		The oak and acorns, an emblem long associated with the Della Rovere family of Urbino, indicate that at least one of the two sitters was a member of that family.	What is the oak and acorns?	an emblem long associated with the Della Rovere family of Urbino
		The picture's format suggests the celebration of a conjugal relationship.	What does the picture's format suggest the celebration of?	of a conjugal relationship
03439-10summer.jpg	Jacopo Bassano was a painter of religious scenes and a discerning portraitist but he primarily owes his fame to the invention of an utterly new genre, one that combined pastoral themes with biblical and allegorical subjects. His depictions of the seasons - unique in cinquecento Italian painting - were probably inspired by Pieter Bruegel's, Pieter Aertsen's and Joachim Beuckelaer's works and scored great and lasting success. Bassano's workshop painted innumerable replicas of these compositions, which came to be known even beyond the Alps through prints, in particular those made by the members of the Sadeler family.In this painting the theme of summer is introduced by a scene of sheep-shearing and a woman pausing for repose with three children. The three scenes in the middle ground - harvesting, gathering, and thrashing the crop - confirm that the episode takes place in summer. In the background on the left, the sketchily depicted figures are engaged in the scene of the sacrifice of Isaac			
		His depictions of the seasons- unique in cinquecento Italian painting- were probably inspired by Pieter Bruegel's, Pieter Aertsen's and Joachim Beuckelaer's works and scored great and lasting success.	Whose depictions of the seasons- unique in cinquecento Italian painting- were probably inspired by scored great and lasting success?	Jacopo Bassano's depictions of the seasons- unique in cinquecento Italian painting-
		In the background on the left, the sketchily depicted figures are engaged in the scene of the sacrifice of Isaac	What are the sketchily depicted figures engaged in the scene of the sacrifice of Isaac in?	in the background on the left
		Jacopo Bassano was a painter of religious scenes and a discerning portraitist but he primarily owes his fame to the invention of an utterly new genre, one that combined pastoral themes with biblical and allegorical subjects.	Who was a painter of religious scenes and a discerning portraitist?	Jacopo Bassano
		In this painting the theme of summer is introduced by a scene of sheep-shearing and a woman pausing for repose with three children.	What is the theme of summer introduced by a scene of sheep-shearing and a woman pausing for repose with three children in?	in this painting
		In the background on the left, the sketchily depicted figures are engaged in the scene of the sacrifice of Isaac	What are engaged in the scene of the sacrifice of Isaac in the background on the left?	the sketchily depicted figures
		Bassano's workshop painted innumerable replicas of these compositions, which came to be known even beyond the Alps through prints, in particular those made by the members of the Sadeler family.	What did the compositions come to be known even beyond the Alps through?	through prints
33502-07portra.jpg	Catalogue number: Bredius 146.Rembrandt began to work as a professional portraitist about 1631. His earliest existing commissioned portraits (Portrait of a Scholar, The Hermitage, St. Petersburg; Portrait of the Amsterdam Merchant Nicholaas Ruts, Frick Collection, New York) are both of that year			
		Catalogue number: Bredius 146.	What does catalogue number: bredius?	146
		His earliest existing commissioned portraits (Portrait of a Scholar, The Hermitage, St. Petersburg; Portrait of the Amsterdam Merchant Nicholaas Ruts, Frick Collection, New York) are both of that year	Who is The Hermitage?	the Scholar
		His earliest existing commissioned portraits (Portrait of a Scholar, The Hermitage, St. Petersburg; Portrait of the Amsterdam Merchant Nicholaas Ruts, Frick Collection, New York) are both of that year	Who is St. Petersburg; Portrait of the Amsterdam Merchant Nicholaas Ruts?	the Scholar
		Rembrandt began to work as a professional portraitist about 1631.	Who did Rembrandt begin to work as?	as a professional portraitist about 1631
		Catalogue number: Bredius 146.	What: Bredius 146?	catalogue number
		His earliest existing commissioned portraits (Portrait of a Scholar, The Hermitage, St. Petersburg; Portrait of the Amsterdam Merchant Nicholaas Ruts, Frick Collection, New York) are both of that year	Who is Frick Collection?	the Scholar
00279-crucifix.jpg	This panel represents the Crucifixion, with the Madonna and Sts John the Evangelist and Mary Magdalene, a city and mountainous landscape beyond			
		This panel represents the Crucifixion, with the Madonna and Sts John the Evangelist and Mary Magdalene, a city and mountainous landscape beyond	What is with the Madonna and Sts John the Evangelist and Mary Magdalene, a city and mountainous landscape?	the Crucifixion
		This panel represents the Crucifixion, with the Madonna and Sts John the Evangelist and Mary Magdalene, a city and mountainous landscape beyond	Who is the Crucifixion with?	with the Madonna and Sts John the Evangelist and Mary Magdalene, a city and mountainous landscape
		This panel represents the Crucifixion, with the Madonna and Sts John the Evangelist and Mary Magdalene, a city and mountainous landscape beyond	What represents the Crucifixion beyond?	this panel
23455-madonna.jpg	The composition of this painting, with the Madonna at the centre and the two female saints slightly behind her on either side, may be derived from earlier models painted by Andrea Mantegna, such as the Holy Family in Dresden. The painting further develops the Mantegnesques model in that it features three-quarter-length figures rather than half-figures.There are several replicas of this painting in various collections (e.g. Historical Society, New York)			
		There are several replicas of this painting in various collections (e. g. Historical Society, New York)	What is E. g. Historical Society?	New York
		The painting further develops the Mantegnesques model in that it features three-quarter-length figures rather than half-figures.	What further develops the Mantegnesques model in that it features three-quarter-length figures rather than half-figures?	the painting
		The painting further develops the Mantegnesques model in that it features three-quarter-length figures rather than half-figures.	What does the painting further develop in that it features three-quarter-length figures rather than half-figures?	the Mantegnesques model
		There are several replicas of this painting in various collections (e. g. Historical Society, New York)	What is New York?	E. g. Historical Society
17976-00wall2.jpg	This view shows the right-hand (south) wall of the chapel with six scenes from the life of St Francis			
		This view shows the right-hand wall of the chapel with six scenes from the life of St Francis	What shows the right-hand wall of the chapel with six scenes from the life of St Francis?	this view
43676-ramming.jpg	An imposing Dutch ship under full sail, proudly flying the Dutch tricolour and the flag of the States-General, runs down two Spanish galley. Depicted is a naval engagement, the Battle of the Dover Straits, which had unfolded in the Channel on 3 October 1602.The painting is a result of the collaboration of Hendrick Cornelisz. Vroom and his son Cornelis Hendricksz. Vroom. It is derived from a print made by Hans Rem of Antwerp in 1603			
		It is derived from a print made by Hans Rem of Antwerp in 1603	What is the painting derived from in 1603?	from a print made by Hans Rem of Antwerp
		Depicted is a naval engagement, the Battle of the Dover Straits, which had unfolded in the Channel on 3 October 1602.	What unfolded in the Channel on 3 October 1602 Depicted is a naval engagement?	the Battle of the Dover Straits
		Vroom and his son Cornelis Hendricksz.	Who does Vroom and Depicted's son cornelis?	Hendricksz
		Depicted is a naval engagement, the Battle of the Dover Straits, which had unfolded in the Channel on 3 October 1602.	What had?	the Dover Straits
		The painting is a result of the collaboration of Hendrick Cornelisz.	What is the painting?	a result of the collaboration of Hendrick Cornelisz
		An imposing Dutch ship under full sail, proudly flying the Dutch tricolor and the flag of the States-General, runs down two Spanish galley.	What runs down two Spanish galley?	an imposing Dutch ship under full sail
22954-21tickle.jpg	In an elegant interior the artist depicts an intimate and amusing scene. A young gentleman, peacefully resting in a chair, is about to be woken by the lady who is tickling him with a feather. Coquetry and mischievousness prevail in this scene, in which the three young women around the young man are the principal figures. Some of the details, such as the painting of three naked women on the back wall and the tray of apples may suggest that the scene is in fact a contemporary version of the Judgment of Paris			
		In an elegant interior the artist depicts an intimate and amusing scene.	Where does the artist depict an intimate and amusing scene?	in an elegant interior
		A young gentleman, peacefully resting in a chair, is about to be woken by the lady who is tickling him with a feather.	Who peacefully rests in a chair?	a young gentleman
		Coquetry and mischievousness prevail in this scene, in which the three young women around the young man are the principal figures.	Who are the principal figures in the scene?	the three young women around the young man
		Coquetry and mischievousness prevail in this scene, in which the three young women around the young man are the principal figures.	What are the three young women around the young man the principal figures in?	in the scene
		A young gentleman, peacefully resting in a chair, is about to be woken by the lady who is tickling him with a feather.	What does a young gentleman peacefully rest in?	in a chair
		Coquetry and mischievousness prevail in this scene, in which the three young women around the young man are the principal figures.	Where are the three young women around the young man the principal figures?	in the scene
43087-adoratio.jpg	The painting is signed lower left on stone: F. verwil			
		The painting is signed lower left on stone: F. verwil	What is signed lower left on stone: F. verwil?	the painting
		The painting is signed lower left on stone: F. verwil	What is the painting signed lower left on?	on stone: F. verwil
08110-in_loge.jpg	Impressionist painters, such as Renoir and Degas depicted several times fashionable ladies sitting in theater boxes. Mary Cassatt also treated this subject by depicting a female figure as she peers through her opera glasses at the row of seats across from her			
		Mary Cassatt also treated this subject by depicting a female figure as she peers through her opera glasses at the row of seats across from her	What did Mary cassatt also treated by depicting a female figure as she peers through her opera glasses at the row of seats across from her?	this subject
09420-horse2.jpg	The painting depicts a favourite Bay held by a black groom in a landscape. It shows the artist in his prime and illustrates the uncommonly fine technique which he employed. The subject matter of a favourite horse and groom is commonplace in Georgian sporting painters			
		It shows the artist in his prime and illustrates the uncommonly fine technique which he employed.	Who does the painting show?	the artist in a black groom in a landscape
		It shows the artist in his prime and illustrates the uncommonly fine technique which he employed.	What shows the artist in a black groom in a landscape?	the painting
		The painting depicts a favorite Bay held by a black groom in a landscape.	What depicts a favorite Bay held by a black groom in a landscape?	the painting
		The subject matter of a favorite horse and groom is commonplace in Georgian sporting painters	Who is the subject matter of a favorite horse and groom commonplace in?	in Georgian sporting painters
		The painting depicts a favorite Bay held by a black groom in a landscape.	What does the painting depict?	a favorite Bay held by a black groom in a landscape
		The subject matter of a favorite horse and groom is commonplace in Georgian sporting painters	What is commonplace in Georgian sporting painters?	the subject matter of a favorite horse and groom
08532-1lands06.jpg	The Jas de Bouffan (House of the Wind), the former summer residence of the Governor of Provence, to the west of Aix, was bought by C�zanne's father in 1859. This estate provided an unfailing source of peace and tranquillity for C�zanne. In this picture, the house seems to be drawing the sun into itself, almost turning to face it			
		The Jas de Bouffan (House of the Wind), the former summer residence of the Governor of Provence, to the west of Aix, was bought by Czanne's father in 1859.	Who was the Jas de Bouffan the former summer residence of?	of the Governor
		The Jas de Bouffan (House of the Wind), the former summer residence of the Governor of Provence, to the west of Aix, was bought by Czanne's father in 1859.	When was the Jas de Bouffan bought by Czanne's father?	in 1859
		The Jas de Bouffan (House of the Wind), the former summer residence of the Governor of Provence, to the west of Aix, was bought by Czanne's father in 1859.	Who was the former summer residence of the Governor?	the Jas de Bouffan
		The Jas de Bouffan (House of the Wind), the former summer residence of the Governor of Provence, to the west of Aix, was bought by Czanne's father in 1859.	Who was bought by Czanne's father in 1859?	the Jas de Bouffan
		This estate provided an unfailing source of peace and tranquillity for Czanne.	What provided an unfailing source of peace and tranquillity for Czanne?	this estate
		The Jas de Bouffan (House of the Wind), the former summer residence of the Governor of Provence, to the west of Aix, was bought by Czanne's father in 1859.	What was the Jas de Bouffan?	the former summer residence of the Governor
21230-breakfas.jpg	Around 1870, growing numbers of Scandinavian (Danish, Finnish, Norwegian and Swedish) artists took to visiting Paris, the modern metropolis with its many-sided art scene. They attended the school of L�on Bonnat, or the Acad�mie Julian, or the Acad�mie Colarossi. Some of them were tutored by  Jean-L�on G�r�me. When summer arrived and tuition ceased at the private schools in Paris, the artists deserted the city. The coast of Brittany was especially popular for painting holidays. In the 1880s, there was a Swedish artists' colony at Gr�z-sur-Loing, by the Fontainebleau woods.In due course the artists took the idea of the artists' colony back to Scandinavia with them. The most famous of the northern colonies was at Skagen in Denmark. Many Danish, Norwegian, and Swedish artists returned there every summer, to paint in the fine northern light in the company of friends old and new.There is a direct continuity from plein-airisme of the true outdoor kind to interiors that record the immediate effects of sunlight. The Skagen painters were particularly fond of this effect. Kr&#248;yer's Artists at Breakfast was a logical developments of motifs he had worked on previously in France. The painting portrays Danish, Norwegian and Swedish artists at table. The objects on the table stand out in the strong sunlight in red and green against the white cloth. The light effectively glows in Krohg's bushy gingery beard and catches the sleeve of Charles Lundh's jacket. The loose brushwork and inexact outlines highlight the sense that a lively and significant moment has been captured			
		They attended the school of Lon Bonnat, or the Acadmie Julian, or the Acadmie Colarossi.	Who attended the school of Lon Bonnat, or the Acadmie Julian, or the Acadmie Colarossi?	they
		The light effectively glows in Krohg's bushy gingery beard and catches the sleeve of Charles Lundh's jacket.	Whose bushy gingery beard does the light effectively glow in?	in Krohg's bushy gingery beard
		They attended the school of Lon Bonnat, or the Acadmie Julian, or the Acadmie Colarossi.	What attended the school of Lon Bonnat, or the Acadmie Julian, or the Acadmie Colarossi?	growing numbers
		When summer arrived and tuition ceased at the private schools in Paris, the artists deserted the city.	What was the artists?	Paris
		Some of them were tutored by Jean-Lon Grme.	What were tutored by Jean-Lon Grme?	some of growing numbers
		The light effectively glows in Krohg's bushy gingery beard and catches the sleeve of Charles Lundh's jacket.	What effectively glows in Krohg's bushy gingery beard?	the light
11526-italiana.jpg	The painting depicts an Italianate mountainous landscape with a shepherds' family with their herd and a dog resting near			
		The painting depicts an Italianate mountainous landscape with a shepherds ' family with their herd and a dog resting near	What does the painting depict an Italianate mountainous landscape with a shepherds ' family with resting near?	with their herd and a dog
		The painting depicts an Italianate mountainous landscape with a shepherds ' family with their herd and a dog resting near	What does the painting depict an Italianate mountainous landscape with with their herd and a dog resting near?	with a shepherds ' family
		The painting depicts an Italianate mountainous landscape with a shepherds ' family with their herd and a dog resting near	What depicts an Italianate mountainous landscape with a shepherds ' family with their herd and a dog resting near?	the painting
		The painting depicts an Italianate mountainous landscape with a shepherds ' family with their herd and a dog resting near	What does the painting depict with a shepherds ' family with their herd and a dog resting near?	an Italianate mountainous landscape
		The painting depicts an Italianate mountainous landscape with a shepherds ' family with their herd and a dog resting near	Whose family does the painting depict an Italianate mountainous landscape with with their herd and a dog resting near?	with a shepherds ' family
23305-11virgin.jpg	The central group of this devotional painting repeats with some slight variations the figures in a painting now in Boston (a practically identical version of which is in the National Gallery, London). The accompanying saints are, however, radically changed.This painting, signed and dated lower right (Laurentius Lotus 1522) is probably a prototype of the paintings in Boston and London			
		The central group of this devotional painting repeats with some slight variations the figures in a painting now in Boston (a practically identical version of which is in the National Gallery, London).	What repeats with some slight variations the figures in a painting now in Boston?	the central group of this devotional painting
		The central group of this devotional painting repeats with some slight variations the figures in a painting now in Boston (a practically identical version of which is in the National Gallery, London).	What is London?	the National Gallery
		This painting, signed and dated lower right (Laurentius Lotus 1522) is probably a prototype of the paintings in Boston and London	What is signed?	the painting
		The central group of this devotional painting repeats with some slight variations the figures in a painting now in Boston (a practically identical version of which is in the National Gallery, London).	What is the National Gallery?	London
		This painting, signed and dated lower right (Laurentius Lotus 1522) is probably a prototype of the paintings in Boston and London	What is probably a prototype of the paintings in Boston and London?	this painting
		The accompanying saints are, however, radically changed.	Who are?	the accompanying saints
