img	comment	related text	question	answer
26116-33nieuw.jpg	The left panel shows the Virgin and Child, while the right is the portrait of the donor Maarten van Nieuwenhove, a nobleman in Bruges. This work dates from the same year as the Benedetto Portinari triptych and is closely related to it in terms of style and typology. With the exception of the example in Chicago, it is the only portrait diptych to survive intact.In the Virgin of the left wing, the features of the Virgin in van der Weyden's Columba Altarpiece can be seen, with her slightly tilted head and soft facial features almost frozen in gentle humility. In Memling's picture the Virgin and Child seem more animated, their gestures more natural. Christ, depicted in a pose similar to the same figure in van der Weyden's work, reaches eagerly for the apple held by his mother. This gesture expresses the acceptance of his later Passion, which was necessary to redeem humanity from original sin (symbolized by the apple).This panel shows Memling's mastery of a rich vocabulary of allusions in the Flemish tradition of a van Eyck. As in the Arnolfini Marriage, a convex mirror hangs on the wall behind the Virgin and captures the entire scene. We can see the nobleman at prayer and the Virgin at his side. His holy vision has become a reality through the painter's art, which, in a metaphorical sense, is a witness to the event. The form of the diptych separates the levels of meaning: the sacred images of the Virgin and Child are on one side and a secular portrait of the donor on the other. However, these levels of meaning are embedded in a unified and domestic space which envelops both panels - a real room in the house of a prosperous nobleman. The divine sphere has been shown to enter the sphere of this Bruges nobleman's everyday world.The original frame states the name and age of the donor, together with the date. He is Maarten van Nieuwenhove, portrayed in 1487 when he was 23. He was born on 11 November 1463 to a prominent Bruges family, several members of which held important civic posts (burgomaster, councilor, municipal treasurer) or worked for Maximilian of Austria. Links with the latter were to cost Maarten's brother Jan his head in 1488. Maarten was a councilor in 1492 and 1494, captain of the civic guard in 1495 and 1498 and burgomaster in 1497. He died on 16 August 1500, as recorded by his tombstone in the family chapel in the Church of Our Lady. He was evidently still unmarried at the time the painting was commissioned. His future bride, Margareta Haultain, was to outlive him by twenty years. His coat-of-arms and motto IL YA CAVSE are incorporated in the stained-glass window behind the Virgin. The window also features four medallions containing a vivid emblem that illustrates his family name: a hand sowing seeds over a garden of flowers (Nieuwenhove = new garden). Maarten's patron saint, St Martin, is represented behind him, again in the form of a stained-glass window. The medallions showing St George and St Christopher to the Virgin's right might be personally chosen protectors. The view through the window to the rear of the portrait appears to show the Minnewater bridge in Bruges.Although the painting is not signed, Memling's authorship has never been doubted			
		His holy vision has become a reality through the painter's art, which, in a metaphorical sense, is a witness to the event.	What has the Virgin and Child, while the right is the portrait of the donor Maarten van Nieuwenhove's holy vision become through the painter's art?	a reality
		He is Maarten van Nieuwenhove, portrayed in 1487 when he was 23.	Who is portrayed in 1487 when he was 23?	Maarten van Nieuwenhove
		His holy vision has become a reality through the painter's art, which, in a metaphorical sense, is a witness to the event.	Whose art is a witness to the event in a metaphorical sense?	the painter's art
		He was born on 11 November 1463 to a prominent Bruges family, several members of which held important civic posts (burgomaster, councilor, municipal treasurer) or worked for Maximilian of Austria.	Who was the prominent Bruges family?	several members of which held important civic posts
		Maarten was a councilor in 1492 and 1494, captain of the civic guard in 1495 and 1498 and burgomaster in 1497.	Who was Maarten?	a councilor in 1492 and 1494, captain of the civic guard in 1495 and 1498 and burgomaster in 1497
		His coat-of-arms and motto IL YA CAVSE are incorporated in the stained-glass window behind the Virgin.	Who are incorporated in the stained-glass window behind the Virgin?	his coat-of-arms and motto IL YA CAVSE
05627-virgin_1.jpg	This panel was executed for private devotion. It shows the marked influence of Botticelli. The subject of the Madonna adoring the Christ Child was treated several times by the painter			
		This panel was executed for private devotion.	What was executed for private devotion?	this panel
		It shows the marked influence of Botticelli.	What shows the marked influence of Botticelli?	this panel
04530-bari1.jpg	This panel comes from the predella of a large altar-piece of 1433-35 for San Niccol&#242; in Cafaggio, Florence, whose parts are now scattered in various collections. The Virgin and Child with Four Angels in the centre was flanked by pairs of saints (Sts Benedict and Nicholas of Bari and St John the Baptist and an Evangelist, probably St Matthew). The predella showed scenes from the life of St Nicholas, of which five are known: the birth of the saint; pilgrims at the shrine of the saint; St Nicholas resuscitating three youths; the saint providing dowries for three sisters (three gold balls, his traditional attribute); and banishing the storm. The panels probably originally had quatrefoil frames. Bicci based the design of on Gentile da Fabriano's Quaratesi altar-piece of 1425 for San Niccol&#242; oltr'Arno			
		This panel comes from the predella of a large altar-piece of 1433-35 for San Niccol &#242; in Cafaggio, Florence, whose parts are now scattered in various collections.	What comes from the predella of a large altar-piece of 1433-35 for San Niccol &#242; in Cafaggio?	this panel
		This panel comes from the predella of a large altar-piece of 1433-35 for San Niccol &#242; in Cafaggio, Florence, whose parts are now scattered in various collections.	Whose parts are now scattered in various collections?	Cafaggio's parts
		The panels probably originally had quatrefoil frames.	What probably originally had quatrefoil frames?	the panels
		This panel comes from the predella of a large altar-piece of 1433-35 for San Niccol &#242; in Cafaggio, Florence, whose parts are now scattered in various collections.	What are now scattered in various collections?	Cafaggio's parts
		The Virgin and Child with Four Angels in the center was flanked by pairs of saints (Sts Benedict and Nicholas of Bari and St John the Baptist and an Evangelist, probably St Matthew).	What was the Virgin and Child with Four Angels in the center flanked by?	by pairs of saints
		This panel comes from the predella of a large altar-piece of 1433-35 for San Niccol &#242; in Cafaggio, Florence, whose parts are now scattered in various collections.	What is Cafaggio?	Florence
03276-adoratio.jpg	This altarpiece was commissioned for the cathedral of Siena.Bartolo di Fredi was one of the most popular masters in Siena in the second half of the fourteenth century. He maintained a large workshop. He was influenced by both Simone Martini and Pietro Lorenzetti, and following late Gothic inspirations he developed his style on this basis.The Adoration of the Magi is characterized by a lively dynamism like in Lorenzetti's paintings. The only tranquil detail is Mary sitting with the Child on the right side. The three kings arrive with a big accompaniment from the left. The big striped hats in the hands of the members of the accompaniment is well known from the St Martin fresco cycle of Simone Martini in Assisi. The background scene is a reference to the long journey of the kings between cities and mountains. The walled city is Siena with the black and white striped Cathedral and the bell-tower. No organic connection can be observed between the foreground and background			
		Bartolo di Fredi was one of the most popular masters in Siena in the second half of the fourteenth century.	When was Bartolo di Fredi one of the most popular masters in Siena?	in the second half of the fourteenth century
		The three kings arrive with a big accompaniment from the left.	How many kings arrive with a big accompaniment from the left?	the three kings
		The big striped hats in the hands of the members of the accompaniment is well known from the St Martin fresco cycle of Simone Martini in Assisi.	What is well known from the St Martin fresco cycle of Simone Martini in Assisi?	the big striped hats in the hands of the members of the accompaniment
		The background scene is a reference to the long journey of the kings between cities and mountains.	What is a reference to the long journey of the kings between cities and mountains?	the background scene
		The Adoration of the Magi is characterized by a lively dynamism like in Lorenzetti's paintings.	What is the Adoration of the Magi characterized by like in Lorenzetti's paintings?	by a lively dynamism
		This altarpiece was commissioned for the cathedral of Siena.	What was commissioned for the cathedral of Siena?	this altarpiece
36525-girl_can.jpg	The searching glow of candlelight and other artificial illumination was one of the effects for which this Dutch painter was most admired. The centuries-old northern realist tradition gleams in the precisely rendered glints of the brass candle holder			
		The centuries-old northern realist tradition gleams in the precisely rendered glints of the brass candle holder	What does the centuries-old northern realist tradition gleam in?	in the precisely rendered glints of the brass candle holder
		The centuries-old northern realist tradition gleams in the precisely rendered glints of the brass candle holder	What gleams in the precisely rendered glints of the brass candle holder?	the centuries-old northern realist tradition
28734-quixote.jpg	Don Quixote, fully titled The Ingenious Gentleman Don Quixote of La Mancha, is a Spanish novel by Miguel de Cervantes Saavedra. Published in two volumes, in 1605 and 1615, Don Quixote is considered the most influential work of literature from the Spanish Golden Age and the entire Spanish literary canon.The painting is signed lower left: Monticelli			
		Published in two volumes, in 1605 and 1615, Don Quixote is considered the most influential work of literature from the Spanish Golden Age and the entire Spanish literary canon.	What is Don Quixote considered the most influential work of?	of literature from the Spanish Golden Age and the entire Spanish literary canon
		The painting is signed lower left: Monticelli	What is signed lower left: Monticelli?	the painting
		Published in two volumes, in 1605 and 1615, Don Quixote is considered the most influential work of literature from the Spanish Golden Age and the entire Spanish literary canon.	Who is published in two volumes?	Don Quixote
		Don Quixote, fully titled The Ingenious Gentleman Don Quixote of La Mancha, is a Spanish novel by Miguel de Cervantes Saavedra.	Who is a Spanish novel by Miguel de Cervantes Saavedra?	Don Quixote
		Don Quixote, fully titled The Ingenious Gentleman Don Quixote of La Mancha, is a Spanish novel by Miguel de Cervantes Saavedra.	Who is Don Quixote fully titled?	The Ingenious Gentleman Don Quixote of La Mancha
		Published in two volumes, in 1605 and 1615, Don Quixote is considered the most influential work of literature from the Spanish Golden Age and the entire Spanish literary canon.	Who is considered the most influential work of literature from the Spanish Golden Age and the entire Spanish literary canon?	Don Quixote
12965-charles1.jpg	This painting, commissioned by the King, is one of the masterpieces of the artist. It is one of the great equestrian portraits Van Dyck made of Charles I. They glorify the absolute ruler Charles I wished to be. This emphasis has given these pictures a pronounced propagandist quality, which would have been even more obvious to anyone seeing them in the places for which they were originally intended, in prominent positions in royal residences. Artist and patron must both have had such examples in mind as Titian's Charles V at M�hlberg, the most influential Renaissance equestrian portrait of a victorious monarch. However, Van Dyck's portrait is more intimate in character. The fine, Venetian-inspired landscape setting, and the relaxed attitude of the king and his companion accord very well with the popularity of pastoral subject matter in contemporary literature and visual arts.			
		This painting, commissioned by the King, is one of the masterpieces of the artist.	What is one of the masterpieces of the artist?	this painting
		However, Van Dyck's portrait is more intimate in character.	What is Van Dyck's portrait more intimate in?	in character
		However, Van Dyck's portrait is more intimate in character.	Whose portrait is more intimate in character?	Van Dyck's portrait
		The fine, Venetian-inspired landscape setting, and the relaxed attitude of the king and his companion accord very well with the popularity of pastoral subject matter in contemporary literature and visual arts.	What accord very well with the popularity of pastoral subject matter in contemporary literature and visual arts?	the fine, Venetian-inspired landscape setting, and the relaxed attitude of the king and his companion
		This painting, commissioned by the King, is one of the masterpieces of the artist.	What is commissioned by the King?	the painting
		This emphasis has given these pictures a pronounced propagandist quality, which would have been even more obvious to anyone seeing them in the places for which they were originally intended, in prominent positions in royal residences.	What would the pronounced propagandist quality have been even more obvious to for which they were originally intended?	to anyone seeing these pictures in the places
38298-spaniel.jpg	The painting is signed and dated lower right: Geo: Stubbs / pinxit 1776.Dog portraiture began in France at the court of Louis XV, who commissioned portraits of his favourite houndshunting scenes of Frans Snyders. In England, where the emphasis in hunting was increasingly being placed upon the performance of individual hounds, which led to intense rivalry among the landed elite, this was reflected in the paintings of John Wootton and Peter Tillemans; the former of whom in particular started to produce portraits of dogs in the mid eighteenth century. Fine examples of Wootton's work in this manner include the mock heroic portrait of Horace Walpole&#146;s favourite dog Patapan, painted in 1743. However, it was Stubbs, a generation later, who really developed the genre, working, as he was, at a time when dogs were becoming increasingly valued not only as sporting trophies, but as objects of interest in themselves. By the late eighteenth century, the dog had gained a new status as a prized possession within English households which it had not formerly enjoyed. Stubbs's highly sensitive paintings of these animals are executed with infinite attention to detail and are possessed with boundless character and charm. Whilst they are seldom uninteresting as paintings, at their best they are small masterpieces			
		By the late eighteenth century, the dog had gained a new status as a prized possession within English households which it had not formerly enjoyed.	What had gained a new status as a prized possession within English households which it had not formerly enjoyed by the late eighteenth century?	the dog
		Stubbs's highly sensitive paintings of these animals are executed with infinite attention to detail and are possessed with boundless character and charm.	What are executed with infinite attention to detail?	Stubbs's highly sensitive paintings of these animals
		By the late eighteenth century, the dog had gained a new status as a prized possession within English households which it had not formerly enjoyed.	What had the dog gained by the late eighteenth century?	a new status as a prized possession within English households which it had not formerly enjoyed
		Dog portraiture began in France at the court of Louis XV, who commissioned portraits of his favorite houndshunting scenes of Frans Snyders.	What did Dog portraiture begin in at the court of Louis XV?	in France
		Fine examples of Wootton's work in this manner include the mock heroic portrait of Horace Walpole &#146; s favorite dog Patapan, painted in 1743.	When was favorite dog Patapan painted?	in 1743
		Fine examples of Wootton's work in this manner include the mock heroic portrait of Horace Walpole &#146; s favorite dog Patapan, painted in 1743.	What was painted in 1743?	favorite dog Patapan
39442-5maggio1.jpg	The present decoration of the Sala del Maggior Consiglio (Hall of the Great Council) was realized after the disastrous fire of 1577 during which all the structures of the ship's-keel Gothic ceiling and the wall-paintings were destroyed. An immense flat ceiling, in accordance with the taste of the end of the century, was constructed with gilded cornices sculpted in high-relief, which framed a series of paintings. The canvases were dedicated, thematically, to the Glorification of Venice, in remembrance of the numerous military undertakings in the East or on the mainland by the Venetian ground troops. On the ceiling great importance was given to the victories of the Venetian army in conquering the mainland; along the wall to the dispute between Alexander III and Frederick Barbarossa, who reached an agreement in Venice with the political mediation of Doge Sebastiano Ziani; and to the events of the Fourth Crusade, led by Doge Enrico Dandolo in the early years of the 13th century.This painting is one of the large central canvases on the ceiling of the Sala del Maggior Consiglio. It portrays Venice offering an olive-branch crown to Doge Nicol&#242; da Ponte accompanied by the Signoria and scarlet-robed senators			
		An immense flat ceiling, in accordance with the taste of the end of the century, was constructed with gilded cornices sculpted in high-relief, which framed a series of paintings.	What was in accordance with the taste of the end of the century?	the immense flat ceiling
		An immense flat ceiling, in accordance with the taste of the end of the century, was constructed with gilded cornices sculpted in high-relief, which framed a series of paintings.	What was the immense flat ceiling in?	in accordance with the taste of the end of the century
		It portrays Venice offering an olive-branch crown to Doge Nicol &#242; da Ponte accompanied by the Signoria and scarlet-robed senators	What portrays Venice offering an olive-branch crown to Doge Nicol &#242; da Ponte accompanied by the Signoria and scarlet-robed senators?	this painting
		An immense flat ceiling, in accordance with the taste of the end of the century, was constructed with gilded cornices sculpted in high-relief, which framed a series of paintings.	What was constructed with gilded cornices sculpted in high-relief?	an immense flat ceiling
		The canvases were dedicated, thematically, to the Glorification of Venice, in remembrance of the numerous military undertakings in the East or on the mainland by the Venetian ground troops.	What were dedicated?	the canvases
		This painting is one of the large central canvases on the ceiling of the Sala del Maggior Consiglio.	What is one of the large central canvases on the ceiling of the Sala del Maggior Consiglio?	this painting
07284-canal811.jpg	This austere, strikingly effective canvas, which belongs to the group of four paintings executed for Sigmund Streit, a German merchant who lived in Venice and Padua, depicts the Campo di Rialto. To the left is the goldsmiths' centre - the Ruga degli Orefici - and the Palazzo dei Dieci Savi, with the campanile of San Giovanni degli Elemosinario in the background. To the centre and at the right is the Fabbriche Vecchie di Rialto			
		This austere, strikingly effective canvas, which belongs to the group of four paintings executed for Sigmund Streit, a German merchant who lived in Venice and Padua, depicts the Campo di Rialto.	Who is Sigmund Streit?	a German merchant
		To the left is the goldsmiths ' center- the Ruga degli Orefici- and the Palazzo dei Dieci Savi, with the campanile of San Giovanni degli Elemosinario in the background.	What is the goldsmiths ' center to?	to the left
		To the left is the goldsmiths ' center- the Ruga degli Orefici- and the Palazzo dei Dieci Savi, with the campanile of San Giovanni degli Elemosinario in the background.	Whose center is to the left?	the goldsmiths ' center
		To the left is the goldsmiths ' center- the Ruga degli Orefici- and the Palazzo dei Dieci Savi, with the campanile of San Giovanni degli Elemosinario in the background.	What is to the left?	the goldsmiths ' center
		To the left is the goldsmiths ' center- the Ruga degli Orefici- and the Palazzo dei Dieci Savi, with the campanile of San Giovanni degli Elemosinario in the background.	Where is the goldsmiths ' center?	to the left
		This austere, strikingly effective canvas, which belongs to the group of four paintings executed for Sigmund Streit, a German merchant who lived in Venice and Padua, depicts the Campo di Rialto.	What does the austere, strikingly effective canvas belong to?	to the group of four paintings executed for Sigmund Streit who lived in Venice and Padua
15737-annunci.jpg	This panel may have been the upper part of an altarpiece. It is a fairly early work by Giannicola while he was strongly influenced by Perugino			
		It is a fairly early work by Giannicola while he was strongly influenced by Perugino	Who was Giannicola strongly influenced by?	by Perugino
		This panel may have been the upper part of an altarpiece.	What may have been the upper part of an altarpiece?	this panel
		It is a fairly early work by Giannicola while he was strongly influenced by Perugino	Who was strongly influenced by Perugino?	Giannicola
		It is a fairly early work by Giannicola while he was strongly influenced by Perugino	What is a fairly early work by Giannicola while he was strongly influenced by Perugino?	this panel
32516-donor.jpg	These panels in their original frame belonged to a triptych from the former Dominican monastery in Bruges. The central panel of the triptych has been lost			
		These panels in their original frame belonged to a triptych from the former Dominican monastery in Bruges.	What belonged to a triptych from the former Dominican monastery in Bruges?	these panels in their original frame
		The central panel of the triptych has been lost	What has been lost?	the central panel of the triptych
